"y","temp","rain","wind","wet","snow","cloud","temp.sqr","sunny","semester","past_return","X5_6","X8_9","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X19_20","X20_21","X21_22","m20","m25","m30","m35","m45","m50","m55","m65","f0","f10","f15","f20","f25","f65","bus_passenger","sub_passenger"
3,-1.7,0,2.2,31,0,0,2.89,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4175.1044,3700.5412,2077.9551,1909.7167,1403.997,1078.443,1041.3257,478.6264,505.1516,234.591,2240.3257,5798.6708,3973.6604,622.002,905,4137
1,-2.6,0,0.7,35,0,0,6.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4419.1781,3839.9021,2093.9431,1760.4638,1246.116,1000.8044,889.6418,497.7653,537.752,249.7305,2253.256,6041.0025,4167.7493,571.6492,730,2757
4,-2.5,0,2.5,34,0,0,6.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4050.6744,3759.2817,2158.7032,1628.7147,1224.347,989.9876,829.998,489.8588,469.6017,218.0815,1904.7227,5777.427,4063.2589,595.7314,652,3519
0,-3.5,0,0.8,37,0,0,12.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3229.9279,3591.9289,2055.1527,1508.3825,1122.9576,891.6476,784.0163,463.3358,415.4266,192.9228,985.2175,4976.072,3757.592,557.9976,824,4445
1,-4.4,0,1,41,0,0,19.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3015.9655,3559.623,1921.5068,1373.7068,1056.3934,829.5264,754.1582,463.4324,452.6118,210.1914,818.371,4907.8057,3695.7545,556.9318,384,1263
0,-5.1,0,1.5,42,0,0,26.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2741.6409,3445.6412,1814.2849,1260.9501,961.1983,740.6995,697.7786,410.0242,337.0844,156.5412,618.6153,4923.6254,3633.3975,481.9518,171,304
0,-5.6,0,1.3,45,0,0,31.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2804.8499,3471.05,1816.806,1231.2925,961.5483,742.1624,676.3594,413.5405,338.3385,157.1238,638.3783,4946.6068,3617.2127,476.1428,65,1
0,-6,0,1.3,48,0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2803.609,3447.8615,1798.4028,1212.7513,949.3753,756.5019,686.2011,414.4396,346.4119,160.8727,670.9914,4938.8003,3654.633,474.5378,17,0
0,-6.6,0,2.2,49,0,0,43.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2798.212,3435.3492,1784.7372,1215.3463,958.5225,766.1009,687.2364,409.597,349.0026,162.0756,668.6242,4936.599,3691.7005,484.7861,19,0
0,-7,0,1,52,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2839.5731,3440.3751,1750.2316,1226.9726,960.3698,742.4207,688.3981,398.82,370.6127,172.1112,678.6348,4943.5125,3698.9595,469.9149,13,0
0,-7.2,0,1.9,52,0,0,51.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2820.9895,3451.7501,1744.212,1211.9458,974.0201,733.7693,712.1095,407.5604,381.632,177.2286,670.3431,4987.5214,3705.7365,455.1418,37,12
0,-7.3,0,1.8,54,0,0,53.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2842.5515,3478.0602,1763.6548,1239.7007,999.5204,723.1921,711.5819,413.3529,404.7311,187.9556,666.1173,4976.4909,3738.8821,481.4927,73,533
0,-7.6,0,2.4,55,0,6,57.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2825.7755,3449.5003,1765.5455,1245.02,990.0505,794.6455,791.3077,425.3057,364.1278,169.0998,646.3455,4927.9203,3706.9504,516.3436,165,879
0,-7.7,0,2.3,57,0,7,59.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786.3893,3343.4782,1778.6537,1409.0259,1145.8054,923.3035,825.7137,446.152,424.6022,197.1838,652.1441,4822.5069,3566.3979,504.9579,409,2390
1,-7.5,0,2.6,58,0,7,56.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2577.6412,2930.9373,1620.1198,1373.2947,1093.0194,1067.3595,885.5022,503.9147,450.2952,209.1162,690.2456,4545.3299,3203.5405,530.0965,703,4454
0,-6.4,0,0.9,56,0,7,40.96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2504.3141,2718.9466,1555.5334,1338.0577,1250.0208,1124.7572,987.0627,546.9377,513.298,238.3745,696.807,4190.6382,2922.5586,565.6465,563,2763
1,-4.4,0,1.3,50,0,8,19.36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2575.883,2741.5037,1564.3917,1448.5316,1269.4163,1068.1668,1022.4542,544.8752,480.8359,223.2986,821.3495,4145.0578,2833.1156,584.6982,339,1469
0,-2.4,0,1.5,46,0,10,5.76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2610.7795,2697.6369,1592.4525,1439.6284,1204.6195,1056.1659,1017.8358,507.085,517.5629,240.3548,910.7332,4107.8265,2958.7394,623.0919,308,1379
1,-0.6,0,2.3,41,0,10,0.36,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2861.982,2742.3477,1603.4921,1483.1251,1232.9358,1056.7712,940.0276,503.3555,488.8472,227.0192,980.6779,4277.7087,2968.0072,619.2322,370,1599
0,0.5,0,2,37,0,10,0.25,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2921.7887,2726.1302,1671.4248,1521.8152,1328.1765,1169.2213,1029.7398,516.0204,632.8631,293.9001,1147.1794,4358.3839,2865.9786,611.5315,467,1782
1,1.3,0,2.3,35,0,10,1.69,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3029.5296,2752.27,1728.0743,1510.499,1314.2073,1130.985,1001.8198,552.1517,580.2782,269.4796,1354.9482,4520.3603,2883.6704,619.8731,409,1826
4,1.7,0,1.5,36,0,10,2.89,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3088.8297,2861.2712,1729.8699,1541.0543,1290.724,1054.2821,928.5539,537.0426,574.8059,266.9381,1536.2369,4615.5504,2964.5801,610.056,534,2153
0,1.8,0,1.3,36,0,10,3.24,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3218.7427,2938.594,1712.6398,1560.9858,1226.5677,1026.7982,976.748,531.5554,541.2881,251.3725,1802.8236,4898.5381,2991.8163,577.2199,543,2758
1,1.4,0,1.2,38,0,10,1.96,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3592.0114,3081.7565,1729.9652,1602.4372,1240.6573,1006.8772,985.0915,478.1139,504.9309,234.4882,2114.3699,5166.1776,3189.9537,583.7802,654,3630
0,0.7,0,2,42,0,10,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4045.7786,3632.8523,2067.4543,1690.9901,1284.3955,978.198,974.52,505.533,458.4481,212.902,2328.6729,5840.3126,4007.6916,610.5533,905,4137
0,0.1,0,1.3,42,0,10,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4130.0855,3848.3147,2101.4152,1632.2916,1211.9287,924.0806,918.758,471.6176,434.1231,201.6055,2301.9008,6094.8715,4106.3751,603.7624,730,2757
1,-0.6,0,1.6,44,0,9,0.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3839.492,3763.9719,2034.7251,1521.6794,1176.7038,911.6234,907.1108,487.8744,461.3982,214.2716,1942.693,5873.572,4059.1331,615.0753,652,3519
0,-1,0,2,46,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3155.8753,3534.1431,1944.6477,1523.1841,1173.1242,924.0112,870.0983,460.746,455.1051,211.3491,1128.991,5143.4073,3809.9785,600.2293,824,4445
1,-1.3,0,2.2,46,0,7,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2888.0512,3534.5626,1871.5158,1353.0831,1098.9758,832.5151,810.0104,428.6366,460.7364,213.9644,800.6874,4978.618,3749.5508,585.3484,384,1263
1,-1.9,0,1.2,48,0,8,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2725.8432,3505.2319,1805.2209,1312.6947,1001.2015,738.7464,734.4792,426.4844,311.6862,144.746,657.2524,4996.1149,3681.0111,525.774,171,304
0,-2.5,0,1.7,53,0,7,6.25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2765.4938,3497.8968,1809.4288,1281.6702,1013.7634,736.2446,741.1644,442.0276,327.3134,152.0032,677.9427,5039.1197,3692.5747,505.4817,71,0
0,-3.1,0,1.5,53,0,0,9.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786.1166,3499.6137,1830.4885,1269.0922,1013.8123,718.045,713.5802,422.3068,340.2212,157.9978,694.4675,5004.5189,3684.6999,504.6834,23,0
0,-3.7,0,0.9,55,0,0,13.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2818.2734,3534.4788,1811.3189,1245.3405,983.5934,748.7977,721.393,439.6261,317.2813,147.3443,708.0799,5008.0168,3680.4839,511.5867,17,0
0,-4.5,0,1.6,59,0,0,20.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2778.3579,3545.7381,1821.6173,1225.0948,1003.4115,736.15,716.1862,447.5487,330.15,153.3206,714.7073,4966.1025,3711.7306,518.6519,21,0
0,-4.8,0,2.1,62,0,0,23.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2780.5806,3545.0453,1821.7793,1234.8361,998.7819,737.8118,719.3895,430.2526,336.2309,156.1449,703.6267,5015.1474,3741.9028,491.9447,36,7
0,-4.6,0,2.8,62,0,0,21.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2767.0336,3509.9574,1812.68,1215.4999,1008.8125,746.7405,758.696,453.3727,339.4033,157.6179,712.9253,5054.0981,3712.881,520.7774,79,549
0,-5.4,0,2.2,60,0,0,29.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2765.6896,3477.111,1838.6591,1265.0238,1026.215,759.8974,801.0049,415.8532,334.1769,155.1907,698.6146,5032.8659,3704.9738,533.0984,190,840
0,-5.5,0,1.5,60,0,0,30.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2712.3928,3349.1429,1850.4013,1350.7484,1094.459,866.0032,895.3446,469.4233,399.6969,185.618,690.8519,4911.043,3621.1591,551.6661,382,2408
2,-5.9,0,2.5,62,0,0,34.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2510.2592,2965.945,1708.304,1443.8821,1205.135,966.3935,982.1754,475.536,378.0776,175.5777,692.9302,4577.0961,3240.4111,584.2306,798,4521
1,-5.1,0,2.3,62,0,0,26.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2491.2461,2707.7563,1618.895,1442.563,1343.5304,1054.5811,926.4729,526.9562,362.3099,168.2557,852.1718,4154.1002,2870.9255,608.15,535,2779
0,-3,0,2,53,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2490.9356,2676.2793,1528.1069,1469.5658,1315.2247,1093.3679,1092.3515,546.0655,405.5688,188.3452,898.2249,4060.0781,2875.7551,617.7173,383,1542
0,-1.1,0,2.7,41,0,0,1.21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2506.3805,2675.3376,1593.5672,1455.9611,1253.2676,1042.8067,1048.5879,500.0299,492.251,228.6001,967.8594,4105.3856,2923.9935,615.4118,321,1360
2,0.3,0,3.4,35,0,0,0.09,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2629.1948,2734.7321,1620.3242,1487.4814,1267.8483,1041.5243,1084.259,480.4861,589.6873,273.8485,1095.7959,4231.7063,2888.7594,640.4325,378,1634
1,1.7,0,4.2,33,0,0,2.89,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2803.6428,2742.9254,1631.5152,1491.6646,1278.4626,1091.2253,1148.392,496.6182,651.9014,302.7411,1286.7591,4400.8707,2940.9951,685.8402,473,1901
0,2.8,0,4.2,31,0,0,7.84,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2948.9347,2735.4908,1639.3873,1595.6954,1348.6224,1141.7671,1085.1446,509.4384,696.3489,323.3823,1562.5994,4588.4278,2929.4599,675.4948,507,1856
2,2.8,0,2.6,31,0,0,7.84,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3110.9762,2829.0337,1717.7176,1579.6087,1323.6466,1077.7064,1116.6357,491.9404,632.4625,293.7137,1709.2088,4653.4628,2948.0913,646.3314,513,2286
0,3.1,0,1.6,31,0,0,9.61,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3306.7045,2910.6127,1731.0035,1534.2658,1254.171,1080.6341,1016.6768,489.8572,599.5385,278.424,2001.143,4895.5607,2930.3581,620.9333,555,2830
0,2,0,2.2,33,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3729.0274,3020.0523,1780.3294,1627.733,1323.9564,1072.8606,992.8577,540.4582,609.2916,282.9535,2248.4339,5185.5534,3113.5551,591.2743,647,3608
3,0.7,0,2.2,35,0,0,0.49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4266.5776,3563.6936,2104.0734,1815.3616,1401.9515,1110.6809,971.3395,473.8679,499.506,231.9692,2386.5336,5945.3535,3963.6664,612.8807,883,4116
0,0,0,3.2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4410.9092,3689.5483,2108.0514,1747.9277,1343.4769,1009.3917,875.3681,451.1185,460.82,214.0036,2314.445,6224.9751,4046.367,572.4298,756,2681
1,-1.2,0,1.8,41,0,0,1.44,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4116.3687,3702.9572,2118.4013,1591.6307,1277.0801,920.4722,836.1002,433.4512,404.2532,187.734,1949.2074,6022.0874,4051.5313,597.1872,656,3691
1,-1.9,0,1.8,43,0,0,3.61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3355.4986,3515.735,1892.0549,1544.932,1207.8859,874.3986,804.3689,431.0549,455.9447,211.7394,980.5884,5049.4117,3781.2139,582.9558,860,4890
0,-2.7,0,1.7,47,0,0,7.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3031.42,3450.0394,1856.3923,1463.4172,1109.8532,806.0625,797.3206,426.0062,420.7115,195.377,747.4716,5022.2071,3739.4259,580.1228,439,1353
1,-3.4,0,1.6,50,0,0,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2763.1811,3530.7779,1797.3658,1313.0372,1061.3546,737.0367,685.4949,413.9627,338.9321,157.3994,680.381,5085.3867,3675.0727,521.431,172,330
0,-4.2,0,1.3,52,0,0,17.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2769.9698,3526.5295,1789.4639,1304.0931,1070.9973,716.9923,688.5591,393.1114,316.2951,146.8862,663.6361,5070.0387,3652.2394,524.1968,82,0
0,-4.5,0,0.9,54,0,0,20.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2775.9512,3554.3337,1810.2923,1260.1155,1043.3499,743.5398,691.2845,394.6711,333.5431,154.8963,665.25,5067.387,3669.5737,519.8637,21,0
0,-4.8,0,1.1,57,0,0,23.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2838.0784,3536.5222,1825.1865,1267.5323,1047.3797,730.2592,682.0138,391.9787,333.5689,154.9085,659.4258,5110.9426,3694.5601,531.599,31,0
0,-5,0,1.2,56,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2842.6456,3511.4113,1830.804,1273.4056,1051.9296,718.3363,695.7045,389.1261,321.1588,149.1452,667.8139,5087.2607,3665.9181,525.4984,21,0
0,-5.3,0,0.6,58,0,0,28.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2854.5954,3508.602,1801.6412,1259.798,1057.1199,730.784,651.6932,405.5522,321.8031,149.4442,654.7533,5102.841,3721.4543,514.7444,37,10
0,-5.4,0,1.4,57,0,0,29.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2838.5287,3481.0991,1814.7575,1260.5024,1053.0847,759.0664,675.5704,394.3463,310.256,144.082,632.901,5109.076,3706.5981,529.4745,84,536
1,-5.7,0,1.6,59,0,0,32.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2790.4047,3465.1617,1796.3543,1329.0456,1069.0534,796.9496,740.2558,416.3324,327.4507,152.0672,639.5548,5104.3079,3665.7553,535.2116,170,830
3,-5.8,0,1.3,62,0,0,33.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2745.0221,3333.7199,1853.0781,1386.0352,1283.0229,904.6794,800.765,418.9254,403.523,187.3948,630.3595,4886.7308,3544.9167,553.9927,383,2357
4,-5.8,0,1.3,64,0,0,33.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2597.6519,2976.6532,1647.9116,1482.1686,1286.2548,976.0836,898.6462,498.77,456.5437,212.0175,629.4961,4498.1376,3199.593,555.2024,762,4469
0,-5.3,0,1.5,63,0,0,28.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2577.7518,2660.8899,1634.7316,1430.0627,1287.1307,1081.7492,952.4459,558.4085,400.8611,186.1588,587.6593,4179.9615,2918.2224,572.3999,551,2667
0,-3,0,1.1,59,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2606.6861,2695.4674,1665.5673,1545.9096,1245.0589,1086.2296,1049.6192,496.7508,428.6285,199.0535,640.7167,4119.1857,2933.9881,630.4882,348,1563
0,0.3,0,0.8,48,0,0,0.09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2648.902,2627.0855,1661.8399,1539.8608,1193.0663,1114.7388,989.1951,460.2009,489.8806,227.4992,813.7731,4242.3509,2921.9517,647.342,346,1524
0,1.9,0,2.4,37,0,0,3.61,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2804.9404,2660.2517,1705.6441,1580.3724,1234.4822,1058.1047,1027.2847,444.0486,510.5619,237.1034,958.083,4422.1104,2912.9564,642.1188,374,1736
1,2.5,0,1.7,32,0,0,6.25,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2920.1466,2735.3634,1703.8093,1587.223,1286.22,1201.1361,1045.2335,479.6407,554.0276,257.2888,1169.0601,4442.3775,3018.1795,660.8086,467,1958
1,3.7,0,2.4,24,0,0,13.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2951.4301,2892.0214,1758.9269,1616.1752,1276.3003,1094.4249,1049.7218,518.3318,534.6099,248.2712,1356.0336,4559.6137,3100.1181,593.1998,471,1989
3,4.2,0,2.1,24,0,0,17.64,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3129.9654,2891.404,1769.8179,1566.9818,1203.8513,1088.6004,1056.5049,498.057,543.9003,252.5851,1601.6643,4635.4605,3198.18,615.1573,587,2397
0,4.4,0,2.4,21,0,0,19.36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3384.0977,2989.6988,1790.3066,1586.4321,1228.5559,1033.6085,982.2618,504.1745,491.2693,228.1443,1991.0175,4864.2162,3176.3425,642.5585,611,2968
2,2.8,0,2.3,25,0,0,7.84,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3910.217,3321.542,1889.7021,1580.6947,1221.0598,1076.3954,947.9454,492.2065,502.5972,233.4042,2314.2411,5244.3801,3355.9506,577.7605,724,3902
1,1.4,0,2.1,33,0,0,1.96,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4368.522,4085.1705,2210.3771,1789.4842,1361.0115,1067.6441,919.109,486.3922,426.9651,198.2813,2267.2554,6062.3026,4218.6575,590.9435,795,4384
2,0.3,0,1.8,41,0,0,0.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4460.6343,4300.386,2315.9145,1773.0155,1210.1477,957.1829,955.5784,454.7567,483.9995,224.7681,2243.716,6242.9003,4487.173,579.6686,743,2849
0,-0.5,0,1.8,46,0,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4054.3298,4199.695,2271.5962,1682.6957,1213.4009,949.9299,915.2136,439.9105,502.7431,233.4722,1881.364,6155.4568,4301.7836,590.6676,670,4094
2,-1.3,0,2.1,50,0,0,1.69,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3337.8753,3661.1242,2100.3476,1620.6947,1129.8399,825.8492,804.305,430.5141,433.8288,201.4686,1008.8204,5154.8415,3834.0677,570.1823,952,5942
1,-1.9,0,1.8,53,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3042.8977,3688.0274,1949.6061,1496.0419,1074.2401,800.3938,768.1984,434.616,360.1843,167.2682,762.6202,5076.194,3740.9032,552.9138,488,1519
0,-2.2,0,1,55,0,0,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.0533,3568.3228,1834.0212,1347.0204,989.0587,756.9183,713.1816,396.8457,350.7432,162.8845,687.5132,5046.1828,3577.6298,491.5265,203,422
0,-2.8,0,0.7,55,0,0,7.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2968.9726,3562.9002,1840.7757,1324.7721,945.0866,739.376,704.8465,378.9377,337.9665,156.9508,682.6279,4993.8208,3529.0029,492.6154,80,0
0,-3.1,0,0.8,54,0,0,9.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2932.7557,3566.5713,1813.1991,1303.4202,942.4433,737.57,737.6282,380.9029,341.8212,158.7409,665.7014,5007.6017,3576.7902,499.1929,29,0
0,-3.3,0,0.1,53,0,0,10.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2994.0031,3585.3199,1841.2026,1282.6498,963.5258,736.0716,708.2745,384.5593,321.6562,149.3759,695.7822,5047.2595,3621.7373,484.8846,19,0
0,-3.6,0,0.1,54,0,0,12.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2946.526,3593.1222,1819.3772,1281.6038,983.4008,756.3677,699.7227,381.7499,326.5467,151.6471,702.9945,5056.7689,3602.6159,492.7805,15,0
0,-3.9,0,1.9,55,0,0,15.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2967.265,3613.5127,1852.4518,1276.9517,976.6722,735.3438,677.1887,386.219,332.6474,154.4803,683.8058,5027.7845,3625.8562,499.2016,17,6
0,-4.3,0,1.9,56,0,0,18.49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2907.9829,3626.1229,1812.5301,1282.7346,972.9086,752.0289,688.4548,410.9975,322.0639,149.5654,712.8269,5017.862,3651.5245,471.5277,67,456
0,-4.7,0,2.4,59,0,2,22.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2917.2372,3614.4477,1809.8337,1320.5835,977.4097,748.2105,706.8916,410.3547,316.1091,146.8,698.6396,4974.4476,3649.7453,493.4916,107,541
0,-4.9,0,2,60,0,1,24.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2849.1073,3594.1649,1800.8104,1302.7369,1021.5883,772.1922,717.6114,416.2118,283.57,131.6891,640.2497,4909.0664,3593.1223,505.8951,137,758
0,-4.9,0,2.3,61,0,1,24.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2803.9386,3460.6491,1850.1914,1348.8183,1036.9465,818.9135,751.1567,441.1701,335.5306,155.8196,638.1921,4708.0566,3507.121,536.0136,329,1371
1,-4,0,2.2,60,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2747.8778,3335.5973,1839.132,1405.8746,1082.8424,832.2763,810.1841,427.7097,389.4256,180.8482,612.4689,4427.1011,3385.777,548.7806,362,1689
0,-2.4,0,2.1,58,0,9,5.76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2769.5826,3337.144,1822.5378,1559.2637,1042.6097,862.0376,858.8272,473.2689,419.9571,195.0266,696.6391,4340.9637,3443.1552,557.3169,291,1539
0,-0.8,0,2.3,53,0,9,0.64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2900.5861,3402.9214,1876.0558,1555.3226,1102.4791,918.6317,858.3624,464.482,479.1221,222.5026,780.0615,4613.6363,3527.6577,511.333,368,1762
0,0.6,0,1.2,50,0,8,0.36,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3073.2329,3545.1571,1968.2503,1597.6004,1191.2005,926.572,888.3442,461.8077,640.9423,297.652,1039.762,4821.3145,3698.9352,524.1229,475,2277
0,2.3,0,1.1,52,0,9,5.29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3266.8288,3677.9653,2009.3608,1655.2194,1148.5326,908.1411,893.7218,478.7552,722.6584,335.6004,1211.4285,5041.9497,3912.2165,548.7666,456,2369
2,3.1,0,0.6,53,0,9,9.61,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3477.1371,3834.2472,2089.0019,1690.842,1179.6188,932.8565,925.9181,495.7837,954.6612,443.3415,1450.373,5232.5703,3978.7311,558.8227,510,2539
0,3.2,0,1.8,65,0,9,10.24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3573.0073,3890.615,2196.6358,1719.8313,1148.9279,1008.831,902.4356,487.1855,854.0778,396.6317,1735.4554,5608.0928,4127.8,590.5891,499,2937
0,3.5,0,2.6,72,0,9,12.25,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4323.0748,4216.7536,2274.6008,1746.4368,1237.4637,944.4775,903.8766,508.0391,881.9344,409.5676,2086.6573,6186.7813,4379.5309,591.0095,612,3267
2,3.7,0,2.8,71,0,9,13.69,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4868.6983,4493.6349,2364.1036,1686.673,1183.1724,906.2354,874.4298,470.7759,602.0765,279.6025,2373.8737,6712.7163,4742.0066,562.6655,635,3460
1,3.6,0,2.3,72,0,6,12.96,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5082.8359,4808.4804,2473.9104,1669.8232,1196.7214,941.8075,873.4292,503.1361,669.5009,310.914,2415.016,7021.5471,4836.5178,541.5079,510,2887
0,3.6,0,2.3,74,0,8,12.96,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5198.9654,4826.7758,2470.7664,1713.4276,1197.6175,929.7318,887.418,474.8796,530.3486,246.2922,2314.8201,7018.939,4845.1428,539.0189,435,2544
1,3.3,0,1.5,76,0,8,10.89,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4715.8692,4479.9471,2348.6391,1585.3173,1123.0929,866.2394,843.4466,470.2439,358.3259,166.4058,1870.577,6352.9091,4487.988,555.9585,483,4603
1,3.4,0,1.3,77,0,9,11.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3487.4388,3897.648,2083.1049,1525.9013,1085.6941,832.5721,790.0593,471.2702,360.2662,167.3064,1169.1222,5203.9513,3866.6402,522.9246,824,6138
0,3.4,0,1,78,0,9,11.56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3114.3975,3725.3647,1965.4853,1490.658,1072.3479,770.7346,797.9514,443.811,338.7766,157.327,774.0226,5027.4396,3649.939,533.4266,375,1606
0,3.5,0,1.9,78,0,9,12.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2870.7151,3631.6639,1811.2487,1330.7305,1014.5766,694.2952,756.1607,411.7709,342.7783,159.1852,678.7328,5024.5873,3501.4918,471.6566,170,421
