"y","past_return","bus_passenger","temp","sub_passenger","m5","m70","m45","m65","wet","m20","f15","f35","f50","f55","m60","f0","m35","f70","m0","f40","dust","f65","m50","m55","m30","m40","m25","wind","sunny","f45","f20","f60","f30","f25","most_use","X8_9","cloud","rain","semester","temp.sqr"
2,1,161,22.5,938,914.7989,793.1251,1085.8475,440.419,86,3828.8757,1061.4031,1266.8647,757.3361,686.2064,489.8399,402.4647,1329.0551,1229.1776,451.9081,833.8248,15,540.709,817.8457,728.7369,1818.2074,991.1374,3660.046,1,0,827.2732,6038.641,690.9337,1928.0598,3787.0315,23656.7812,0,8,0,1,506.25
0,1,323,23.2,1635,905.7735,811.5165,1089.7764,457.9918,80,3667.7162,1108.6039,1245.5335,772.8421,704.6727,520.142,474.0305,1394.3259,1265.5374,489.7772,886.5576,20,536.2593,868.6736,777.5541,1830.3695,1056.4317,3558.9254,2.2,1,831.0658,5800.6867,732.0048,1897.1565,3606.8917,23001.6054,1,9,0,1,538.24
2,3,412,23.6,1888,961.7584,787.003,1077.1094,430.5792,77,3748.3463,1152.0975,1241.9684,842.8483,756.7055,571.128,409.3158,1471.6259,1180.2466,510.9299,975.0314,18,560.5939,903.8741,850.7404,1891.6305,1127.8074,3400.8233,2.1,1,916.2611,5644.8505,682.6383,1845.9732,3482.0848,22727.3029,0,9,0,1,556.96
3,0,339,23.9,1816,1040.0678,776.4133,1146.4186,476.473,75,3692.6773,1299.5907,1324.0468,856.061,884.4992,593.3699,450.6444,1583.6857,1254.8249,507.412,1026.0831,23,589.8029,903.9657,840.7657,1887.0041,1120.0918,3358.7729,2.6,1,1007.344,5566.5182,778.3496,1967.2778,3486.9666,22866.9494,0,9,0,1,571.21
2,3,450,24.4,2130,1073.1698,780.4763,1166.7846,445.1187,73,3812.8586,1427.9115,1316.598,905.2263,947.7991,618.4435,628.2362,1646.2394,1349.9103,487.0727,1099.2327,21,572.2235,912.2082,887.6757,1932.3852,1141.1874,3399.4739,2.4,1,1071.139,5560.8749,829.2508,1969.9047,3592.2213,23230.556,0,9,0,1,595.36
2,2,496,24.5,2529,1098.1687,798.5443,1252.5068,452.068,72,4001.7743,1543.4817,1499.5326,931.4203,977.5119,642.2123,706.244,1604.9769,1323.531,573.6186,1138.4309,31,562.405,938.4021,884.2264,1999.7674,1163.7622,3569.9452,2.6,1,1156.7178,5825.7987,870.5009,2073.5607,3729.2416,24304.5974,0,9,0,1,600.25
2,6,503,24.4,2669,1242.8124,717.7816,1223.6546,460.286,75,4118.6094,1654.3213,1604.9012,951.4386,990.6965,629.8245,861.9207,1622.239,1337.6382,582.2762,1096.5766,27,588.5081,924.2717,920.7059,2118.1647,1233.7003,3652.7294,2,1,1159.5522,6005.4879,859.7089,2102.1437,3892.5482,25116.8235,0,9,0,1,595.36
2,6,529,24.3,2914,1350.8085,823.8333,1212.9398,488.768,76,4335.907,1717.2245,1654.2925,948.6816,1064.2518,623.1665,832.5943,1687.6621,1380.7256,659.3007,1112.8347,26,606.0631,975.9896,925.6743,2112.4288,1227.8835,3717.9821,2.3,1,1186.6005,6185.5747,831.2009,2017.3081,4050.464,25761.6193,0,9,0,1,590.49
11,2,559,23.7,3068,1451.7651,871.5468,1270.6152,490.874,81,4468.3872,1763.6219,1537.1117,958.5582,1080.3951,686.7761,763.386,1671.4989,1261.5569,703.5168,1158.0898,28,592.2982,980.5081,891.0665,2178.5638,1234.3469,3887.7621,2.6,1,1187.5954,6320.8695,760.6029,1974.6627,4164.0849,26202.9408,0,9,0,1,561.69
2,3,643,24.3,3646,1561.0947,876.8681,1264.636,505.6607,78,4486.4457,1919.8478,1546.773,997.0138,1031.9998,661.0998,808.8883,1730.5804,1313.2686,659.2807,1170.4629,16,584.0329,1033.2323,944.1337,2197.512,1237.0459,3986.4023,1.4,1,1175.9971,6342.7279,819.6969,2123.6055,4296.7687,26710.8155,0,9,0,1,590.49
4,3,623,24.8,3810,1635.7193,855.845,1262.6277,514.3266,76,4970.0177,2025.6775,1595.231,928.1906,1013.4111,694.6048,878.3373,1794.3009,1273.1704,611.7657,1147.2683,22,596.8818,1051.11,961.6004,2319.185,1260.9451,4210.7415,0.5,0,1144.3729,6665.9005,792.891,2134.9651,4454.0333,28144.375,0,9,0,1,615.04
4,4,613,25,3339,1755.8345,876.9782,1197.9033,470.1267,75,5450.745,2145.3837,1599.8949,925.1441,983.3367,648.1649,819.3532,1830.5965,1261.3241,576.9894,1076.5199,28,615.6104,1012.4996,953.2057,2487.0271,1208.9874,4617.5785,1.3,1,1113.2426,7268.1001,771.204,2200.8889,4697.5813,30152.4123,0,9,0,1,625
4,4,529,24.3,2835,1848.5092,919.1027,1246.8657,503.605,77,5805.3113,2191.2038,1591.4465,936.8154,907.2929,660.4333,682.3957,1820.3669,1338.1095,659.9085,1044.6762,31,584.2579,1045.1083,913.8421,2607.2892,1219.0151,4908.1621,2.5,1,1104.2169,7654.1144,733.6664,2249.3852,4917.0268,31553.1024,0,5,0,1,590.49
4,2,514,23.2,3382,1805.198,864.9086,1244.3877,505.9944,80,6012.8139,2140.3912,1614.0757,926.518,898.1408,640.0419,623.8558,1873.609,1320.5718,545.6148,1001.1374,21,602.8412,1091.4623,848.5543,2607.9579,1193.0491,5140.0259,3,1,1078.2794,7879.0347,717.3342,2230.2814,5009.2674,32367.0659,0,6,0,1,538.24
2,2,611,22.9,3626,1709.8621,835.8393,1194.9457,527.0784,80,6005.5341,1932.5583,1527.0096,905.2494,823.1142,617.7256,544.6281,1796.896,1378.8878,539.5912,907.2093,10,539.4616,1005.622,882.6581,2701.3599,1188.518,5092.2984,1.1,1,1042.8614,7723.0197,692.7772,2225.8086,4911.3319,31983.2582,0,7,0,1,524.41
3,3,545,22.7,3762,1627.9126,850.7073,1169.1634,471.0084,82,5680.1366,1993.1967,1481.8096,852.3719,820.5601,630.5352,480.1876,1793.4764,1318.0645,577.9045,894.0487,14,534.66,901.2498,859.0283,2483.2887,1130.8088,4976.174,2.5,1,1007.3309,7432.1121,703.7054,2164.0915,4703.8472,30714.9361,0,6,0,1,515.29
9,6,488,22.6,2240,1433.5268,794.3051,1074.8652,416.094,82,5382.9628,1754.549,1406.7519,808.5106,658.3392,561.4136,410.905,1777.5733,1161.4627,465.503,835.2102,15,490.5282,897.4565,833.2843,2375.8862,1013.8669,4894.7787,0.7,0,835.6105,7226.6274,666.3598,2103.6095,4558.7467,29726.9365,0,6,0,1,510.76
3,1,189,22.4,3,1258.3331,765.3923,1005.379,396.0092,82,5217.2784,1603.0227,1402.2127,777.5114,647.5669,541.1462,413.0387,1645.5389,1177.8604,462.2301,778.1364,18,490.0991,856.565,760.135,2285.9459,951.6335,4671.7162,1,0,855.4366,7031.8943,666.9643,1968.4323,4404.2159,28627.2346,0,8,0,1,501.76
2,4,46,22.4,0,1182.7854,772.1693,1016.3705,430.5259,83,5004.0454,1485.6876,1283.9261,773.0934,656.0625,566.4924,409.5113,1522.0132,1159.6366,419.4617,771.1778,24,498.9345,857.6221,773.9387,2135.4056,932.9812,4415.1167,1,0,842.7461,6791.7875,664.3735,1934.7978,4218.276,27305.3683,0,8,0,1,501.76
2,1,47,22.4,0,1134.0572,766.4136,959.3006,433.2613,84,4780.4352,1355.4745,1277.6301,779.4507,625.3926,565.9585,409.9852,1514.7253,1163.3236,438.5133,742.4604,25,496.9492,861.9057,764.0231,2042.3209,879.599,4244.4111,1.8,1,851.7211,6596.5661,636.6984,1884.2307,4033.2243,26373.5437,0,5,0,1,501.76
2,3,31,22.4,0,1055.625,785.2778,971.0295,425.7744,86,4460.7654,1358.7462,1264.3709,775.1469,631.1515,566.1201,423.0062,1467.2275,1156.1813,443.6451,762.3143,20,500.2747,857.7067,797.3661,2004.957,855.1965,4044.7483,2.8,1,854.9472,6472.2797,628.3384,1863.147,3899.6615,25477.1573,0,9,0,1,501.76
1,0,90,22.3,13,969.6727,776.1109,982.0695,444.434,87,4295.8655,1310.9782,1241.2547,779.9877,636.5026,547.7668,397.6014,1438.4183,1137.0075,435.9418,744.7087,25,484.4635,848.2883,771.69,1931.2753,830.6838,3901.3247,2,1,858.689,6302.6865,619.8016,1841.4728,3826.7062,24779.004,0,9,0,1,497.29
0,0,115,22.3,656,919.4806,787.4245,930.3013,411.3683,86,3980.9627,1240.0389,1243.5263,776.8965,626.8012,558.9385,403.8489,1403.5942,1163.887,454.5495,758.3657,25,510.5716,838.9192,754.2678,1908.876,818.0622,3726.4818,1,0,821.3453,6128.8974,614.4071,1824.8014,3765.833,23982.9728,0,9,0,1,497.29
0,0,120,22.3,552,894.2554,762.766,938.6168,416.7659,86,3867.0861,1198.728,1247.9068,777.4502,665.912,553.3318,451.1029,1388.1954,1195.6213,446.0121,763.9943,17,519.8309,836.2632,781.0553,1918.9714,852.9184,3721.8153,0.8,0,821.0539,5977.5284,614.6247,1760.9713,3720.5255,23603.0002,0,9,0,1,497.29
2,1,134,22.5,620,837.511,807.7703,936.2063,429.4014,85,3788.1196,1181.9332,1247.007,766.1701,606.4702,577.0779,428.3101,1414.8305,1182.1953,480.9797,773.3147,23,540.2171,842.5952,725.5377,1873.68,877.609,3659.7815,1.6,1,840.2403,5851.1223,623.5677,1746.8433,3606.8078,23188.192,0,9,0,1,506.25
1,1,184,22.7,991,868.8667,726.9673,1006.5106,456.1144,84,3690.554,1142.8052,1221.3537,744.7562,685.839,552.6207,427.2025,1338.1731,1167.001,460.344,824.0002,15,547.0295,840.037,766.9991,1827.9754,891.1109,3545.4196,1.9,1,871.5127,5657.1876,643.4426,1738.2239,3548.7461,22567.6334,1,9,0,1,515.29
1,2,258,22.9,1376,840.6252,721.7696,1013.988,423.7686,85,3633.2996,1122.8489,1228.5687,742.4126,725.072,536.8888,424.2149,1363.5876,1156.6758,486.517,813.1522,23,575.2661,866.8612,796.4628,1818.0391,928.9395,3506.9704,1.9,1,912.9483,5511.8928,652.4967,1717.9124,3489.7453,22270.0159,0,9,0,1,524.41
0,0,270,23.4,1345,878.4611,773.9342,1046.3266,433.5709,83,3622.4622,1152.8873,1373.4275,814.0422,770.9328,606.5101,472.2819,1374.9728,1113.0705,477.9951,924.5123,21,561.7206,882.0999,814.2842,1908.9568,959.2292,3523.9779,1,0,970.3944,5479.3911,722.5198,1795.929,3512.4011,22591.5184,0,9,0,1,547.56
3,0,266,23.6,1409,971.9503,816.5584,1050.8396,471.0085,80,3652.252,1181.7552,1404.9471,817.2378,835.6322,657.0905,583.2631,1527.9148,1076.3305,609.7183,1026.3568,21,572.6624,899.2939,990.7045,1978.676,1026.6341,3549.2885,1.8,1,1078.6679,5516.1645,799.6032,1902.8026,3489.7346,23021.7801,0,9,0,1,556.96
4,3,338,23.7,1691,1036.9664,835.4331,1056.8108,429.7623,79,3850.5937,1297.5883,1478.6384,822.4659,886.5751,654.4318,637.2106,1599.2288,1134.249,630.5088,1085.8727,28,592.8467,919.6859,968.5602,2056.5193,1087.3342,3542.7214,2.4,1,1029.06,5594.9367,821.6187,2081.7471,3621.6446,23826.03,0,9,0,1,561.69
5,7,408,24.2,2006,1175.7124,791.1709,1106.7378,407.9952,77,3956.8945,1413.5881,1502.2613,881.7152,921.0858,603.8628,905.3814,1629.7132,1254.7342,757.7459,1078.4403,26,605.1569,992.3791,910.1954,2229.6355,1154.6547,3685.3954,2,1,1059.1295,5724.8067,809.9563,2082.1429,3781.1189,24591.9684,0,9,0,1,585.64
2,3,455,24.2,2062,1267.6472,702.4161,1122.1194,424.541,78,4002.1789,1537.4388,1584.4768,885.8162,895.7576,621.6681,976.5835,1639.7284,1245.9929,737.2364,1101.0453,30,610.8295,955.5125,881.8212,2204.4653,1128.8113,3774.0065,2.3,1,1051.7431,5880.1503,746.045,1958.6229,3864.942,24908.5711,0,9,0,1,585.64
4,2,511,24.2,2429,1360.1816,768.3354,1116.6427,385.6796,79,4162.0496,1670.3329,1510.4626,912.668,876.3824,591.0605,984.3625,1656.7441,1293.4459,898.1052,1053.6552,34,574.3476,949.854,861.3346,2248.7407,1127.8961,3782.1431,2.6,1,1061.3915,6095.8181,743.0798,1957.4924,3994.1541,25407.6047,0,9,0,1,585.64
0,4,461,24.2,2583,1389.1948,766.9023,1068.3692,388.3228,79,4394.2777,1876.128,1483.6086,901.0472,869.4474,572.8581,848.8113,1687.5766,1306.9342,871.596,1060.6879,42,621.8756,932.174,897.6,2191.1109,1107.6965,3896.2393,1.4,1,1029.5449,6211.7282,698.8298,2008.5155,4275.3715,26148.4283,0,9,0,1,585.64
5,3,504,24.9,2578,1546.5859,722.8792,1059.3578,400.6385,76,4677.599,1979.6448,1455.2354,895.3804,832.9225,587.5212,778.2763,1654.885,1298.5898,657.3537,1044.8868,31,641.0357,936.544,883.2625,2274.6061,1073.3943,4130.7775,1.2,1,1011.9139,6495.2609,771.7039,1973.884,4392.1126,27054.3605,0,9,0,1,620.01
0,1,476,24.9,2328,1807.0721,800.0624,1101.1637,435.0279,74,4929.4847,1948.5367,1529.3042,979.7424,864.3263,642.4957,777.473,1735.7626,1284.5818,633.7458,1025.0655,25,602.1647,979.3372,913.6763,2350.011,1085.4568,4302.2842,1.2,1,988.7435,6855.6507,761.8117,2054.9302,4572.1177,28329.5453,0,9,0,1,620.01
3,1,473,24.7,2378,1758.4719,822.1864,1124.6544,415.576,76,4999.7957,1996.5175,1439.7069,953.4611,890.9769,580.5326,615.2035,1678.8079,1230.2173,697.8818,948.3465,37,592.7588,986.4237,917.5745,2367.0433,1059.0118,4408.8215,1.1,1,928.8529,7249.4749,741.227,2021.5815,4473.4701,28638.7018,0,7,0,1,610.09
4,3,475,24.3,2755,1724.3792,826.8157,1088.0474,439.5665,77,4956.3769,1939.7533,1353.2763,936.3323,831.1997,628.1356,575.2571,1661.0997,1280.6658,656.4504,931.5999,31,591.4798,943.5971,871.2625,2357.505,1067.9178,4436.6183,1.1,1,894.9796,7244.9833,733.2905,2156.6099,4585.3656,28751.835,0,8,0,1,590.49
5,6,499,24,2926,1508.821,842.9625,1027.347,444.7369,79,4850.9142,1799.235,1410.5807,926.7558,834.2296,629.9057,499.1209,1565.7841,1258.6448,602.1898,899.3783,31,593.6275,938.9069,809.3995,2254.5889,1032.9019,4188.1956,1.9,1,887.2794,7248.6022,731.4296,2152.4549,4475.8904,28147.011,0,9,0,1,576
3,5,461,23.7,2614,1297.6758,820.4683,1007.5849,435.8642,81,4650.779,1505.9541,1393.0546,925.5826,803.3736,627.8024,469.2365,1544.8531,1331.5004,593.1742,854.5316,32,615.9513,929.021,811.4554,2140.9298,1026.2046,4168.7908,1.4,1,876.3892,6926.1217,756.7036,2059.9112,4224.4822,27108.9224,0,8,0,1,561.69
2,2,313,23.4,1294,1064.9783,802.2471,952.0154,400.2099,83,4562.0779,1365.3403,1289.3134,766.6082,637.4185,548.4471,382.4359,1481.7576,1192.7373,438.9692,763.4374,27,530.1936,867.0655,751.7841,2112.6616,934.3514,4010.9759,1.3,1,774.3457,6754.9613,697.2666,1984.4946,4136.3019,26332.5442,0,7,0,1,547.56
3,3,184,23,363,1013.2113,812.0883,988.2405,384.7324,85,4490.534,1355.198,1267.1726,785.9693,633.5496,550.7333,407.1984,1503.2621,1169.1725,439.4072,770.1651,12,536.4989,861.4477,738.532,2024.6527,930.9694,3990.4558,0.9,0,782.1965,6514.9142,707.0542,1950.7368,4121.3977,25863.1259,0,6,0,1,529
3,2,80,22.7,0,1011.8067,816.9714,960.3548,388.5221,85,4366.4944,1335.057,1244.7409,780.6468,627.2821,579.3931,383.6549,1512.5064,1173.8438,478.8193,760.996,13,529.893,866.6061,735.5355,2026.0203,894.8338,3976.2502,0.9,0,770.1067,6500.9537,689.4834,1979.8784,4077.1167,25683.961,0,6,0,1,515.29
1,2,44,22.6,0,945.0873,803.4501,957.9996,410.9885,90,4281.6338,1263.8862,1238.5341,753.6002,626.0579,574.6134,387.2469,1422.3901,1160.7786,498.4242,774.4468,22,531.1132,861.9874,705.917,1992.5605,916.9457,3937.0046,1.1,1,771.6471,6377.5437,682.8947,2000.6759,4078.648,25328.9907,0,8,0,1,510.76
1,1,41,22.5,0,946.7149,800.9367,961.8054,400.8155,90,4174.8111,1236.6214,1259.2397,769.283,624.5454,571.3426,384.1842,1402.8413,1159.7487,455.9542,754.9809,23,521.4412,846.485,722.6789,1951.0502,910.4937,3873.8649,0.9,0,777.3107,6272.8097,689.222,1970.8542,4043.07,24948.5411,0,9,0,1,506.25
0,0,39,22.3,12,938.17,813.5544,944.6775,401.3974,90,4171.1914,1206.3909,1254.6849,764.6653,632.6112,574.3101,387.8243,1403.5782,1198.7606,451.4899,761.39,25,542.6204,871.9412,723.0485,1917.2272,917.7797,3811.3516,0.7,0,777.2734,6197.1488,643.7105,1917.4504,4047.3355,24719.968,0,8,0,1,497.29
1,1,122,22.2,729,890.1445,777.1552,908.3944,410.5408,91,3996.8541,1151.3523,1274.2366,766.6494,621.3755,565.0073,402.6182,1372.9345,1203.5069,460.8899,765.5406,23,534.0373,852.8714,713.4095,1947.654,927.5065,3742.9217,0.8,0,777.0197,6154.2268,670.869,1930.6174,3975.394,24394.8391,0,7,0,1,492.84
0,0,201,22.1,1006,890.5914,818.2074,988.4178,445.2788,91,3894.1847,1125.608,1317.0237,765.8915,682.3324,568.3232,392.5185,1428.5655,1278.589,464.2748,867.1969,17,550.1697,819.7958,713.8194,1899.9316,931.9149,3688.2697,0.3,0,825.8437,6068.503,677.2155,1915.8371,3916.6003,24128.9156,0,8,0,1,488.41
1,0,493,22.5,2819,1144.7905,880.7257,1152.8464,463.7095,90,3772.485,1207.8525,1355.8348,910.603,746.4906,625.9356,468.6621,1436.3625,1305.8351,588.8446,894.2597,16,599.382,1015.2827,856.1345,1884.4273,1080.669,3473.969,1,0,928.6048,5955.8757,714.0889,1948.4516,3803.5492,23630.9551,0,9,0,1,506.25
1,1,765,23.3,4677,1293.586,921.6669,1168.9713,513.3725,87,3903.5357,1225.0457,1262.2596,1009.1185,751.3913,700.0969,373.7763,1440.694,1357.2891,564.5981,977.0857,16,621.2645,1080.7185,909.5841,1702.9939,1073.7988,3089.3031,1.5,1,1131.2939,5759.7117,772.7431,1743.8025,3349.3469,22251.6474,1,9,0,1,542.89
5,1,553,24.1,2829,1407.3953,944.8892,1187.4615,557.6686,81,3949.274,1388.5471,1311.1928,1044.9415,823.5278,721.517,370.5594,1418.5143,1382.0366,658.8891,1048.3145,17,659.6473,1243.7762,1008.1962,1663.2123,1080.9028,2933.5259,1,0,1195.9058,5643.3728,819.5361,1684.7473,3115.4205,21719.2599,0,9,0,1,580.81
4,8,379,24.4,1726,1509.5753,917.5726,1274.7531,569.7346,78,4070.1523,1499.4685,1395.3687,1110.9241,904.9702,717.5348,393.0352,1469.3841,1378.9274,601.5871,1180.4599,21,686.4806,1205.9438,988.9086,1663.4304,1153.6574,2863.7008,0.5,0,1265.7285,5640.1276,897.4278,1718.7198,3054.8512,21875.7349,0,9,0,1,595.36
1,8,431,25.1,1743,1626.324,918.046,1253.963,559.1378,72,4448.7932,1540.8731,1361.4547,1075.9866,957.9694,721.3593,367.7879,1513.1887,1441.6179,579.5722,1175.0686,16,686.1863,1184.5186,1018.7507,1618.2852,1158.2764,2879.9095,0.5,0,1283.3184,5807.5654,846.783,1775.3025,3117.4099,22521.9091,0,9,0,1,630.01
5,4,477,26.3,1931,1597.467,908.0439,1295.5996,542.1789,70,4488.8247,1633.2671,1391.609,1085.8136,934.7353,716.8914,328.7118,1568.5111,1440.7567,583.5933,1187.7891,13,676.0404,1219.2971,1071.8875,1632.5786,1183.5317,2883.008,1.2,1,1165.5631,5889.1491,827.331,1726.4191,3153.7905,22733.8901,0,9,0,1,691.69
2,1,475,26.8,2156,1643.0563,1015.8458,1306.2879,567.91,67,4601.3676,1603.2302,1394.193,1146.0893,1025.0493,727.0764,379.4961,1577.337,1486.6919,614.0619,1128.3102,30,676.3932,1240.4218,1076.0207,1674.0907,1191.3643,2897.2201,2.3,1,1289.1404,5969.567,832.0226,1815.3408,3157.4971,23086.6133,0,9,0,1,718.24
5,2,495,28,2312,1677.6621,962.5294,1262.2618,544.1671,63,4721.6683,1776.0949,1486.3084,1198.1525,1038.7475,719.3714,254.6194,1537.8702,1422.071,551.5005,1189.6341,24,666.4207,1198.451,1020.6839,1669.8495,1211.8506,3030.2623,2.1,1,1322.5621,6108.7101,877.7243,1823.8723,3161.2573,23539.7984,0,9,0,1,784
4,8,554,28.3,2598,1698.1447,871.099,1246.7571,561.3003,64,4521.6365,1959.4392,1365.9191,1160.4975,1019.7241,719.7099,390.3132,1482.6364,1466.6153,610.9596,1162.5727,42,664.8151,1341.9022,1001.845,1623.8227,1325.0359,3035.8749,1.6,1,1248.2752,5978.6329,868.0655,1862.4309,3233.2323,23104.1857,0,9,0,1,800.89
6,2,598,28.6,3029,1544.6422,907.8767,1337.728,531.8713,62,4429.8041,1923.3285,1382.9059,1050.422,953.9878,704.8733,368.0706,1574.5189,1370.6107,571.616,1123.9425,48,681.1727,1189.192,950.2207,1629.757,1275.5878,3053.0802,1.5,1,1273.2804,6125.7212,834.0709,1874.789,3255.9983,23326.5746,0,8,0,1,817.96
3,6,791,28.7,3722,1792.7813,903.112,1355.0395,477.9884,61,4605.8834,2187.2265,1395.6675,1102.6806,964.3892,779.593,404.5942,1555.2852,1343.3595,591.8652,1061.1259,42,608.0482,1211.5996,954.7137,1786.8869,1199.3361,3235.02,1.9,1,1221.0558,6381.8382,773.3835,1881.5477,3391.9204,24234.0493,0,5,0,1,823.69
5,3,945,28.8,4386,1896.5514,929.5358,1377.3264,464.6366,59,4988.1325,2340.3837,1562.5864,1123.6587,965.0545,729.7589,513.3541,1728.4311,1320.9706,653.2905,1058.4465,45,612.5851,1213.5312,1002.9696,2123.629,1433.7585,3650.771,1.8,1,1279.9856,7149.3484,817.761,2200.9203,4071.1354,27474.9541,0,4,0,1,829.44
5,7,798,28.2,2965,2000.9993,884.8779,1362.7925,445.456,62,5296.0259,2429.6173,1435.1183,988.9631,960.7515,711.1882,519.5259,1700.4611,1398.2671,584.6416,1045.8059,41,558.5362,1172.2009,941.1808,2183.4985,1319.7402,4034.3195,2.6,1,1123.0618,7562.3976,829.7253,2187.4901,4358.5099,28757.8209,0,0,0,1,795.24
5,4,576,26.8,2932,1904.3858,901.3646,1291.0659,460.1412,66,5169.3926,2411.7189,1453.9175,1022.8542,895.3632,699.8956,435.5716,1655.3193,1503.6821,544.4074,1064.4154,50,585.3897,1119.4668,877.6934,2241.487,1264.5624,4210.8208,1.5,1,1067.2283,7525.9663,773.4101,2129.5896,4502.2028,28888.6959,0,0,0,1,718.24
11,10,661,25.6,3129,1832.2539,878.3996,1229.8224,456.6434,74,5074.0927,2135.7621,1416.3994,927.9157,824.1506,640.1021,464.9311,1675.4212,1415.5184,476.0571,977.9885,29,573.49,987.6452,821.5903,2111.2075,1241.0392,4158.646,2,1,922.2173,7446.2221,726.8866,2013.3347,4416.4078,28311.7314,0,0,0,1,655.36
6,7,593,24.8,2946,1614.4558,837.7733,1125.7497,465.2894,77,4832.3496,1789.5218,1356.3288,900.5682,792.3951,642.0963,490.6265,1596.7377,1371.7358,543.8569,954.912,11,572.8321,919.5822,791.4173,1979.4084,1152.925,4053.198,1.7,1,924.3468,7052.2191,711.6135,2021.9772,4288.9173,27181.1361,0,0,0,1,615.04
4,8,358,24.2,1645,1266.9526,794.9552,1037.2733,404.7784,79,4415.4679,1404.6866,1232.5135,773.0872,653.3004,589.0964,411.0388,1442.5728,1215.9529,568.8198,788.2896,11,515.7379,814.6966,753.3612,1927.8208,983.9374,3979.6093,1.2,1,814.7411,6730.3969,692.9865,1934.1557,4241.5703,25904.1072,0,0,0,1,585.64
1,1,220,23.7,443,1238.8718,823.9858,1005.2521,401.2017,84,4271.1595,1297.7828,1294.4896,795.0628,651.2344,584.7457,447.8455,1473.6529,1198.2595,520.5381,787.8671,14,542.354,829.0047,730.9787,1940.1766,970.6552,3884.3653,1.3,1,814.9491,6589.2578,698.0029,1981.2355,4175.6986,25610.0358,0,0,0,0,561.69
4,4,133,23,0,1218.0558,828.2232,1011.2971,412.8473,85,4239.067,1288.1416,1272.8938,790.4688,643.44,594.2562,424.1114,1385.0381,1240.6888,500.1183,760.4486,10,538.9119,829.7059,752.4111,1926.2825,926.8101,3882.6713,0.9,0,813.678,6510.565,693.2628,2007.5149,4145.2818,25369.3144,0,0,0,0,529
2,3,48,22.5,0,1113.2389,836.6158,999.5201,408.9627,89,4201.1502,1192.5081,1294.5516,779.5843,647.999,585.6312,414.1688,1361.1383,1209.4092,486.379,801.6909,14,538.9522,821.8636,740.5287,1956.4616,919.0349,3846.5968,0.7,0,832.6267,6434.2771,694.1983,2003.5936,4140.4838,25238.253,0,0,0,0,506.25
1,0,60,22.1,0,1081.1167,822.0816,1002.5981,419.1381,92,4099.5763,1217.1633,1268.5671,771.1419,630.5161,581.879,424.3892,1339.08,1194.6565,515.3888,779.2818,16,554.0623,831.5393,741.4245,1916.0097,911.1412,3728.8549,2.5,1,837.1762,6364.2829,679.8897,1990.8844,4100.7149,24807.9702,0,0,0,0,488.41
0,1,47,21.8,20,1014.2562,796.9286,1016.5046,417.164,91,4036.2143,1180.1019,1266.0896,772.243,636.4578,567.1462,416.1736,1314.093,1217.5024,503.8816,778.554,17,573.1604,815.1007,739.6667,1927.5532,893.5655,3705.1051,0.6,0,838.3863,6304.0288,663.6235,1984.9152,4101.1029,24639.1021,0,5,0,0,475.24
0,0,126,21.5,773,993.0515,792.3726,1008.3369,410.5486,92,3931.2605,1162.6578,1275.3642,783.1426,652.9568,548.2263,431.7764,1329.5724,1305.3851,511.15,780.2767,22,557.1329,825.9816,753.1273,1911.1486,915.9384,3668.7271,0.8,0,860.1874,6306.2748,681.0568,1978.7627,4089.9318,24491.0421,0,0,0,0,462.25
0,0,233,21.3,1069,903.5067,792.4899,1024.043,448.667,92,3894.711,1116.7496,1277.0187,810.601,707.4705,566.4953,399.3896,1357.544,1316.7172,511.6717,838.8907,23,569.3441,883.7836,752.485,1903.7515,984.6853,3602.4428,0.3,0,846.8216,6144.7115,690.3952,1926.8463,4039.7015,24146.7273,0,1,0,0,453.69
0,0,513,22.1,2846,1065.1493,821.2103,1168.9203,426.8196,91,3817.4648,1190.0379,1343.9776,890.618,744.9755,612.8533,400.6731,1463.482,1383.7637,591.8892,909.6761,22,604.2075,1006.5041,810.7122,1869.0591,1082.3535,3403.5851,1.1,1,905.2483,6007.658,699.3224,1940.8848,3862.4713,23708.5827,0,1,0,0,488.41
3,1,786,24.1,4744,1150.6563,964.3308,1231.1888,461.6003,84,3840.1335,1172.099,1359.9668,999.33,853.4538,658.0176,392.4517,1455.6734,1434.7343,571.2036,1030.4705,31,623.0728,1113.4457,904.6204,1685.3125,1136.9997,3020.7411,1.4,1,1115.1761,5748.2964,826.4493,1803.1538,3532.801,22446.0785,1,1,0,0,580.81
4,1,584,26,3010,1243.5193,1006.58,1227.5102,503.8904,77,3979.3892,1298.1198,1431.5188,1077.9196,942.553,696.0193,379.2622,1499.5673,1468.1016,627.0504,1136.5416,34,680.911,1197.7284,1045.9464,1595.2662,1186.9992,2879.1095,1.1,1,1246.8905,5547.7891,843.686,1703.3214,3223.7966,21859.7581,0,4,0,0,676
