"y","past_return","sub_passenger","station_dist","bus_passenger","temp","m50","m25","m30","m35","f60","m20","m5","station_type","f50","f30","f70","f0","f15","f45","m40","m55","m45","f20","m0","m70","m60","wind","f55","f40","f65","f25","wet","f35","dust","m65","most_use","cloud","sunny","X16_17","temp.sqr","X8_9","X7_8","rain","semester","X19_20","X12_13"
3,6,2287,83,616,29.5,1213.5626,2990.1885,1609.5531,1527.2942,857.8488,3701.447,835.7163,0,1118.462,1820.9636,1372.4852,562.1985,1341.6518,1290.7181,1265.5895,1048.487,1406.4939,5436.8471,504.0949,1014.2355,722.5193,2.8,1043.7367,1107.9326,595.4732,3267.5226,65,1348.7963,31,585.0461,21702.6124,9,1,0,870.25,0,0,0,0,0,0
2,1,250,546,159,16.7,912.1237,4102.9673,2076.6513,1472.0716,674.6212,4455.9905,1082.2078,0,858.9573,2067.6419,1417.6552,356.8338,1385.3852,843.5732,1002.1686,785.0713,1087.4025,6790.9535,453.3651,944.5517,586.5414,3.3,689.7928,850.0785,558.1356,4329.2282,62,1349.1548,12,436.7498,26644.6591,8,1,0,278.89,0,0,0,1,0,0
10,13,0,546,472,26.9,1180.9584,2963.9873,1635.774,1510.4709,854.792,4878.8015,1591.4481,0,1167.3623,1833.7588,1475.768,508.2606,1776.1169,1305.5644,1148.6214,1126.309,1426.9534,6372.5766,657.4345,976.9136,727.5118,2.9,1081.2416,1169.2052,680.0137,3248.6075,37,1364.806,27,514.5462,23808.7826,0,1,0,723.61,0,0,0,1,0,0
2,0,1538,17,376,10.9,1087.6899,2846.2376,1618.9073,1533.1038,780.5792,3673.0773,1391.7024,1,1033.5786,1710.7926,1406.1533,410.0249,1591.109,1193.4449,1223.3101,986.1832,1287.0679,5377.6657,592.6455,948.0489,716.7492,1.3,965.497,1093.4365,644.3979,3195.6611,69,1428.3572,20,537.7955,21383.8026,10,1,0,118.81,0,0,0,1,0,0
1,3,2712,611,426,7.4,878.4737,4381.2034,2260.8219,1543.2139,685.7841,4929.4316,1742.781,0,905.2078,2096.5468,1161.1636,448.5162,2056.0392,864.5141,1057.8498,867.8695,1087.1593,6938.6671,485.4604,886.0899,583.2784,1.5,829.1786,951.9945,581.1611,4302.5544,68,1360.9389,59,435.1463,27813.378,0,1,0,54.76,0,0,0,1,0,0
8,1,2612,116,546,11.3,939.3769,3582.9584,1938.213,1399.093,668.6497,3672.7233,791.4138,1,830.3606,1936.6317,1271.1564,385.2309,1097.1935,888.311,1042.5127,865.2477,1200.4508,5949.2426,442.8482,840.108,594.3779,3.1,755.183,804.2329,566.9276,3818.9179,74,1359.1012,33,392.23,23656.8811,0,1,0,127.69,0,1,0,1,0,0
0,0,925,51,174,10.7,782.1551,3651.9423,1866.0698,1384.2073,671.5644,3669.0561,884.8624,0,734.8101,1793.7339,1149.5779,354.6297,1131.3387,817.4652,859.0951,701.7116,1089.3051,5682.4097,375.8714,859.2553,497.0335,1.5,736.7125,817.1009,534.1477,3690.3251,93,1259.1827,34,365.0979,22996.9269,9,1,0,114.49,0,1,0,1,0,0
2,5,0,51,71,24.6,805.9079,3790.092,1914.3426,1431.0824,657.554,3726.1207,686.5185,0,765.8158,1954.4803,1215.0607,387.4361,938.4023,754.0286,912.6393,759.2302,915.796,5723.0875,487.048,798.5626,525.8093,2.5,636.5665,728.7178,513.06,3993.2463,78,1313.1883,10,423.2115,23845.6401,2,1,0,605.16,0,0,0,0,0,0
3,3,3820,128,731,32.1,1263.4081,3109.2875,1667.9523,1616.2741,776.4815,3694.1119,1039.2889,0,1059.4752,1768.6968,1241.9796,474.9542,1840.3547,1111.7144,1147.8671,965.7595,1247.0611,5318.0259,557.7259,888.4664,700.3539,3,1025.7835,1051.2078,600.6881,3150.824,62,1398.43,49,477.9516,21723.6025,5,1,0,1030.41,0,0,0,0,0,0
2,0,491,83,87,14,758.1603,3698.6177,1873.7726,1329.2381,650.1948,3661.6816,778.6675,0,692.8855,1926.8066,1201.9054,307.5023,1142.6463,788.737,872.2619,714.7086,938.9523,5657.863,420.1697,880.1078,515.5839,2.7,673.0167,743.5641,482.8835,3759.2702,38,1241.7774,25,424.2869,23149.0272,4,1,0,196,0,0,0,1,0,0
0,0,0,232,40,26.7,819.4221,3629.9772,1927.4631,1309.3132,640.0601,3346.3029,630.0561,0,705.5442,1891.4111,1229.3385,465.0494,1008.7542,786.6983,937.6251,790.5108,918.0875,5459.6954,404.9811,779.8468,544.8302,2.7,646.2662,756.0072,490.7991,3919.504,90,1271.0006,23,416.7831,22754.6675,9,1,0,712.89,0,0,0,0,0,0
0,2,0,83,32,-0.4,701.8256,3652.5296,1920.964,1262.1836,602.5202,3363.5771,809.8449,0,723.7352,1886.1922,1197.3179,315.3233,1156.6335,783.087,939.1179,699.7771,1056.7685,5519.0969,461.418,815.4369,564.2394,2.1,645.8079,761.1136,530.6277,3814.2314,53,1193.9126,12,395.89,22612.6874,0,0,0,0.16,0,0,0,0,0,0
2,2,1745,128,390,3.8,1144.3204,2742.5329,1648.9148,1456.4993,804.9148,2863.0543,667.7692,0,963.4855,1762.3749,1307.4159,406.2011,954.8408,1027.1354,1260.968,968.5794,1358.2347,4215.1697,514.8829,872.238,746.9329,2.3,944.4047,1133.8982,608.5655,3020.8422,53,1361.8913,52,518.1063,19071.2794,0,1,0,14.44,0,0,0,0,0,1
1,1,3953,554,1076,22.5,1107.3945,3472.8105,2088.8721,1772.8779,730.0804,3789.3985,1153.0075,0,1037.5461,2213.0515,1242.9768,582.7445,1750.4713,1198.6413,1211.6266,991.144,1301.2469,6247.2125,423.3386,977.6446,683.6361,2,1033.3016,1073.0137,586.4987,3946.0204,79,1426.6069,21,505.1598,24956.8503,10,1,0,506.25,0,0,0,0,0,0
0,0,2901,113,523,30.2,918.3821,4193.8257,2120.7212,1652.7592,744.7076,4675.0897,1308.6242,0,889.0395,2105.34,1292.4655,553.2564,1851.691,946.791,1067.2228,797.5068,1034.7072,6612.8939,660.2225,881.2204,587.9764,3.1,799.9975,888.2886,564.0872,4372.9345,60,1360.1661,32,429.3955,27093.7303,8,1,0,912.04,0,0,0,0,0,0
9,9,2903,116,650,23.6,1231.8874,3070.0538,1651.6544,1437.047,857.2762,4825.4998,1469.5145,1,1097.2955,1820.7593,1279.1775,557.9528,1976.1395,1334.5582,1237.4418,1072.429,1365.4652,6813.3984,487.3717,942.3648,704.0077,2.2,1038.2325,1220.0965,658.575,3059.7847,76,1408.6066,13,521.4758,24086.804,10,1,0,556.96,0,0,0,1,0,0
0,12,1086,554,200,23.2,992.5923,2868.8596,1540.0833,1460.5436,738.0922,3650.7496,1067.4876,0,1040.3433,1621.2409,1260.5418,379.9969,1338.2575,1073.2258,1052.6316,1048.5395,1187.5469,5546.0141,434.4755,939.5774,675.8402,2.4,913.3729,986.9095,598.9267,2946.8066,78,1445.0233,21,534.8404,21079.321,10,1,0,538.24,0,0,0,1,0,0
6,0,3975,554,756,22.8,1160.7732,3144.6672,1797.9915,1654.6649,753.3943,4528.6924,1925.0347,0,1061.8109,1828.5797,1279.4865,572.6999,2568.7239,1145.7511,1303.0784,1040.8332,1454.8686,6211.2195,604.2353,957.6269,673.1254,3.9,1108.0194,1057.0542,605.9212,3361.0155,26,1441.233,190,456.125,23968.0637,0,1,0,519.84,0,0,0,1,0,0
0,1,1460,554,309,2,1067.2183,2763.671,1674.6529,1393.0673,770.5576,2727.6224,595.771,0,955.3641,1825.949,1408.9306,423.6749,848.8737,1087.1518,1145.8327,1046.6293,1243.3689,4298.1865,553.9336,949.7132,741.1082,1.6,991.2139,1069.7598,610.235,3069.1719,50,1376.2307,51,492.5024,19128.5517,3,1,0,4,0,0,0,0,0,0
0,1,365,554,241,17.7,855.5343,3932.6662,1992.8143,1443.5788,664.4218,4256.6661,1050.1802,0,773.6398,1967.061,1252.7571,390.9703,1340.9851,803.6272,990.2712,762.8067,1008.8003,6811.4863,466.2839,801.9989,595.0728,3.3,657.2687,751.0235,518.894,4088.011,72,1344.5019,6,420.9143,25836.7856,10,1,0,313.29,0,0,0,1,0,0
0,0,0,232,42,10.9,795.4671,4077.3215,2020.8889,1445.8176,628.2607,4680.4998,929.876,0,761.974,1871.0314,1128.6841,371.9862,1178.3526,750.9769,909.9593,790.1284,1009.7354,6385.0211,392.2181,809.9298,507.8352,2.9,647.966,757.7465,504.7699,4019.2066,89,1252.1712,13,384.6417,25751.9581,10,1,0,118.81,0,0,0,1,0,0
3,0,2712,113,493,20.3,969.4519,3622.3959,2058.2978,1561.2723,719.3717,3896.6227,905.5001,0,913.1708,2007.0507,1268.5145,738.633,1548.1089,966.1524,1116.164,918.0496,1160.0033,6031.4348,571.7147,745.2407,533.9908,2,801.3154,1042.109,575.5968,3931.248,66,1609.0158,37,398.3489,24717.338,9,1,0,412.09,0,0,0,1,0,1
1,0,0,83,43,-2.7,711.2383,2510.0624,1541.4748,1067.5215,583.5833,1978.9882,317.8394,0,635.2249,1347.3779,1060.6855,367.1268,473.4233,635.3935,765.3649,691.7442,873.0301,3251.9833,346.5427,781.5032,468.3072,2,612.1472,669.8984,443.7342,2497.2931,83,958.7421,72,374.8827,15153.4433,8,0,0,7.29,0,0,0,0,0,0
0,0,0,546,45,15.5,849.4635,3764.82,1869.4962,1333.8556,617.4178,3783.5657,775.7487,0,739.088,1941.9104,1235.2398,387.6591,1086.5082,822.4827,932.2179,760.7542,1092.8673,6452.8323,395.9201,842.6965,531.9166,1.1,635.7183,738.3914,492.8571,4047.3419,83,1413.5285,29,378.6105,24607.3506,5,1,0,240.25,0,0,0,1,0,0
1,1,1626,546,328,25.6,815.355,3236.6675,1799.6478,1479.8778,653.2949,3117.7112,556.7266,0,890.8203,1781.9638,1283.7962,504.8616,1029.1368,953.6177,1052.9332,745.0593,1033.7515,4707.8391,569.1377,763.4365,570.8986,1.4,849.8849,946.2494,562.2143,3415.1659,79,1270.6033,36,452.9312,20809.4764,10,1,0,655.36,0,0,0,0,0,0
4,4,3154,128,588,26.1,1289.4603,3070.5106,1702.3975,1642.5671,796.3366,4431.0626,1553.9034,0,1073.6769,1679.4806,1373.1526,497.3225,2011.7309,1168.8322,1230.6645,1137.5867,1385.4169,6087.2732,527.9762,931.2902,773.3077,6.3,1008.954,1189.7505,642.844,3282.2623,22,1382.0995,39,524.4692,23277.6534,0,1,1,681.21,0,0,0,1,0,0
0,0,1868,113,370,19.3,1136.0722,3033.1051,1682.9097,1547.7116,826.4248,4774.8638,1271.962,0,1106.3895,1801.4823,1490.7226,379.4115,1399.3237,1233.1082,1163.8246,1035.6301,1356.2493,6434.2253,594.4871,928.9032,707.1783,1.4,957.7292,1237.6021,629.0561,3144.8458,58,1611.6604,42,489.3135,24030.804,0,1,0,372.49,0,0,0,1,0,0
2,3,3268,113,620,12.6,981.1678,4143.3761,2100.8294,1671.5297,697.6043,4813.4792,1539.8321,0,848.4363,2107.2335,1320.0054,466.6015,1707.4207,929.5963,1126.3897,833.6106,1131.6683,6764.5163,464.2307,938.4044,612.3796,3.5,830.4159,943.2122,636.8757,4154.6634,52,1468.8351,10,451.2779,27224.4627,9,1,0,158.76,0,0,0,1,0,0
7,10,337,116,139,22.5,807.9917,3859.3038,1879.6959,1325.8872,633.8981,4322.9762,858.2264,1,783.7572,1910.974,1050.4004,433.2034,1219.6471,755.0793,923.2455,788.0702,1026.0035,6353.6828,391.0008,769.4783,535.9503,1.5,643.6798,735.52,460.7902,4026.6442,66,1255.8858,24,366.5047,24935.0499,8,1,0,506.25,0,0,0,0,0,0
2,0,0,113,140,11.6,792.3654,3830.402,1876.1185,1347.9454,632.5928,4129.8585,1025.4106,0,827.3488,1950.3528,1078.7754,386.1425,1355.8836,750.2026,919.0321,767.8973,1015.4815,6344.9802,433.315,821.3397,575.0111,1.3,738.2513,811.6795,539.868,4092.8298,48,1391.9779,24,422.1081,24964.4651,1,1,0,134.56,0,0,0,1,0,0
0,0,962,232,210,13.5,744.829,3570.7291,1856.5697,1330.6682,721.6638,3672.0352,890.311,0,773.8287,1949.3302,1179.1829,332.7959,1196.9838,807.8298,904.9602,778.6604,995.3682,5855.8769,421.0043,843.5179,545.5759,2.6,725.3502,800.6683,577.5413,3820.9522,71,1266.4939,32,416.895,23322.6554,5,1,0,182.25,0,0,0,1,0,0
0,1,2347,546,437,-7.5,989.0119,3438.8938,1804.8283,1400.1954,671.7386,3463.5786,542.7362,0,886.8059,1979.741,1309.9081,423.7346,781.6114,942.7346,1042.2279,837.5306,1078.7687,5319.6504,412.5621,811.5322,603.0199,1.2,783.7607,859.2885,508.8198,3739.5757,57,1327.5575,25,454.4036,22474.0207,0,0,0,56.25,0,1,0,0,0,0
1,1,1624,611,410,-8.3,870.4732,4050.3635,2060.1619,1518.9655,646.1594,4380.9548,853.5476,0,780.5409,2099.3688,1183.283,377.0536,1204.6564,824.6972,1054.2438,790.0248,1110.7857,6965.2498,422.3476,858.2677,521.3092,1.5,662.8137,769.2344,511.3073,4376.1798,60,1372.0744,27,435.3122,26823.3185,1,0,0,68.89,0,0,0,1,0,0
1,1,0,83,152,-0.7,833.0813,3895.5965,1900.9857,1456.7689,577.9518,3845.9931,746.5528,0,723.4648,2029.2505,1249.1059,351.2788,917.7903,834.6181,970.8527,799.7033,1052.3307,6133.0035,365.8939,764.7342,545.5487,3.1,680.3948,787.9604,525.9286,4265.9509,61,1381.9868,33,412.5509,24909.5359,10,0,0,0.49,0,0,0,0,0,0
0,0,232,232,42,5.9,771.7566,3552.8856,1801.9919,1279.5825,595.1873,3492.1427,711.9978,0,763.2271,1790.3601,1204.7104,339.795,958.6704,835.8104,887.0843,764.9014,1015.8753,5361.793,421.6699,871.9344,481.3523,1.6,650.0528,724.8409,501.1642,3586.753,74,1271.4141,27,389.3316,22136.9229,0,1,0,34.81,0,0,0,1,0,0
1,0,2860,554,570,10.9,798.7027,4008.8763,2111.1435,1559.0558,710.467,4219.3219,1391.6746,0,890.9275,2026.8307,1251.8692,932.9256,1829.163,929.2993,1214.2731,793.5421,1187.5449,6441.3769,863.6428,905.6352,635.6922,0.4,832.9422,885.7738,518.6259,4188.4297,79,1470.3782,24,390.48,26025.413,9,0,0,118.81,0,0,0,1,0,0
0,0,0,554,107,8.9,818.9473,3900.7597,1958.987,1313.4051,648.6884,3997.6185,827.7933,0,744.2476,1978.8773,1228.2931,398.0374,1055.0093,819.1173,985.2494,738.4102,1040.7407,6516.5038,418.584,783.7251,536.6226,2.4,652.0487,719.9829,515.3693,4035.7516,72,1324.7867,21.5,371.1267,25026.6897,0,1,0,79.21,0,0,0,1,0,0
9,6,2648,116,595,15.1,1121.5771,3016.6698,1739.2659,1596.2866,782.3302,4299.8503,1488.7422,1,1059.3083,1789.0678,1316.0017,423.1504,1763.6111,1069.2005,1220.3937,1038.2793,1302.6203,5819.8995,587.9852,947.7571,688.1757,2.2,1047.1397,1122.7936,616.2131,3147.065,19,1510.7333,72,513.1801,22918.8382,0,1,1,228.01,0,0,0,1,0,0
3,8,3061,113,898,27.5,1122.1856,3907.3438,2241.4749,1768.6821,728.0207,4476.9768,1304.6844,0,1082.5799,2146.8331,1349.348,540.5257,1947.2004,1092.0918,1321.8425,978.408,1296.6292,6389.2037,505.1416,857.8948,659.5327,3.1,942.199,1059.693,564.3842,4165.6567,73,1523.3013,13,491.7854,26619.4724,5,1,0,756.25,0,0,0,0,1,0
2,1,507,128,132,22.6,748.3076,3513.8279,1924.199,1349.0803,617.9501,3224.6084,591.6404,0,746.4385,1783.4011,1164.2537,344.5764,837.9573,760.4583,879.9545,813.6237,916.9503,5196.2393,417.9913,691.2601,490.3813,1.6,635.7516,719.8552,491.8608,3541.1128,91,1284.0423,25,393.179,21816.5111,8,1,0,510.76,0,0,0,0,0,0
5,2,1933,611,406,22.6,843.8879,3476.5875,2032.245,1704.0135,777.4956,3689.6444,1165.5699,0,854.0795,2041.7056,1203.3478,718.5064,1363.3751,1060.3775,1151.9578,824.9878,1142.9225,5147.7494,586.2694,867.8011,524.305,3,846.813,1067.5988,603.6062,3384.0518,29,1461.8866,94,480.5842,22937.8838,0,1,0,510.76,0,0,0,1,0,1
1,0,3663,113,616,15.6,1530.1033,4524.4234,2383.9588,1863.3708,773.892,5472.5934,3697.2136,0,1423.6826,2122.923,1270.0887,804.1292,3569.5812,1885.8355,1305.9603,1174.0609,1644.5922,7205.5697,694.089,886.2993,723.4132,1.5,999.7702,1152.9624,591.9195,4808.7546,43,1520.7524,24,439.0132,29902.3461,2,1,0,243.36,0,0,0,1,0,0
0,1,8,128,38,25.7,797.8776,3719.0357,1880.3389,1345.0112,592.2938,3484.0771,642.5087,0,790.2547,1947.6516,1186.3128,407.6564,947.9028,781.7162,964.0643,798.2277,985.2608,5784.8058,391.7854,799.3973,526.4186,1.5,651.6734,758.8996,500.5418,3987.7404,83,1290.7812,37,409.9062,23439.4419,8,1,0,660.49,0,0,0,0,0,0
0,0,0,554,75,13.4,805.2327,3802.1284,1940.4981,1402.2077,632.1571,3997.5096,866.7082,0,777.2387,1996.361,1152.0562,391.3937,1154.918,805.0761,921.041,772.6073,1075.3876,6400.0262,421.1875,784.9904,566.5786,2,650.8605,814.0638,514.0629,4127.0801,85,1341.3307,39.5,396.079,25007.1418,9,1,0,179.56,0,0,0,1,0,0
2,1,0,51,37,26.7,842.5046,4034.5785,1953.4356,1368.9038,644.5663,4148.1436,682.2457,0,695.146,1833.4353,1181.0121,437.98,1022.6948,798.2835,971.7255,786.8731,982.4481,5947.7186,409.3569,763.792,527.7496,1.1,641.5145,786.9973,479.7661,4025.9717,85,1332.2218,20,416.4983,24644.4089,4,1,0,712.89,0,0,0,0,0,0
0,0,0,83,558,26.1,1100.8616,2799.7348,1752.6462,1552.1517,746.0774,3358.5548,782.9114,0,1087.6744,1735.7011,1352.5535,657.6215,1292.0328,1100.2002,1232.451,1021.8334,1143.4016,4810.5457,601.4211,1028.3681,705.6817,2.9,953.9772,1198.109,623.3206,3130.129,96,1339.5384,8,486.8473,20479.0017,10,0,0,681.21,0,0,1.1,0,0,0
7,9,1671,116,360,29.4,1165.8446,2703.3467,1600.53,1427.6588,754.5409,3026.7729,612.6106,1,1069.0059,1618.5794,1449.0345,454.4703,925.9208,1132.9947,1125.58,987.1288,1152.3017,4494.3785,506.0018,924.1095,707.5233,2,917.0086,1122.7496,663.7744,2919.4641,67,1408.0626,50,472.9831,19198.793,9,1,0,864.36,0,0,0,0,0,0
0,5,2822,113,709,24.7,916.1701,3975.8265,2227.5408,1643.2639,708.5926,4362.5391,942.0176,0,920.1879,2137.3651,1314.3139,528.0329,1376.0811,895.8091,1123.261,871.2163,1107.7502,6266.3134,574.9647,869.4798,659.533,1.1,769.6287,901.5038,576.3773,4149.5092,90,1412.7615,24,420.2466,26175.1195,10,0,0,610.09,0,0,0.1,0,0,0
6,6,0,37,54,25.9,854.7357,4357.4055,2123.3184,1516.0619,647.2641,4345.0552,779.2897,0,705.7669,1863.3398,1198.5322,400.5262,1064.6618,740.9031,977.197,819.2447,917.6542,6035.8894,433.1689,739.9907,565.8762,1,685.2678,763.6861,510.7079,4057.5283,81,1258.3745,14,414.4793,25556.973,6,0,0,670.81,0,0,0,0,0,0
5,5,2425,611,638,24.8,901.425,4772.8133,2359.0717,1572.868,683.234,5428.8584,1107.8696,0,794.2261,2010.7688,1145.6019,368.4167,1441.6295,822.2873,971.0581,832.2718,1026.7858,7190.0478,329.2924,780.4928,490.7485,1,682.295,751.5883,465.0396,4603.3143,85,1312.4956,10,395.9924,29250.2379,7,0,0,615.04,0,0,0,1,0,0
1,0,2814,611,692,9,919.9183,4081.9526,2369.7529,1774.0256,754.5551,4576.326,2139.3413,0,989.7386,2100.1547,1272.0207,541.9167,2533.2193,1109.7202,1181.3983,983.4966,1229.0942,6693.9546,603.428,899.9306,720.945,0.9,862.2956,1047.8969,563.947,4294.5782,42,1429.087,49,465.3975,27319.8316,7,0,0,81,0,0,0,0,1,0
4,1,4353,554,926,16.2,1145.6834,3910.3406,2345.1391,1884.6685,803.3551,4981.3758,1985.4639,0,1129.7875,2192.063,1274.0683,486.8796,2359.5819,1187.2822,1323.3914,1051.047,1455.475,6914.4941,485.8379,929.9303,684.2042,4.8,999.336,1044.3947,680.9279,4406.4788,43,1621.2816,38,454.4798,28255.8415,3,1,0,262.44,0,0,0,1,0,0
0,0,1367,546,263,17.2,801.4601,3351.346,1763.789,1387.0634,639.1026,3494.2231,869.6176,0,758.448,1764.6571,1141.2234,329.4266,1088.7587,806.9252,933.3261,760.5121,945.8196,5094.4112,384.1566,769.0265,486.5411,1.6,736.173,811.4025,515.187,3252.1799,49,1220.8014,29,385.9001,21328.4711,0,1,0,295.84,0,0,0,1,0,0
3,5,1,116,332,28.2,788.337,4328.2774,2218.1838,1449.6514,637.6166,4433.9871,830.5247,1,766.5237,1859.8595,1142.5005,395.6524,1086.4847,729.0888,988.3989,748.6335,997.7865,6205.4718,410.0785,768.9013,490.1496,0.9,668.885,799.0381,431.8302,3977.6322,88,1223.4762,28,375.1558,25696.5394,0,0,0,795.24,0,0,0,0,0,0
2,1,1645,611,377,28.1,770.7427,3246.3787,1835.1771,1268.0212,639.4732,3023.5178,592.6138,0,741.1751,1687.3347,1188.1043,400.5613,878.1749,802.9267,972.1529,799.5635,991.2363,4710.4723,426.8119,753.7364,502.8178,1.6,710.0772,865.6076,548.3122,3305.6526,86,1216.352,13,380.8349,20292.9064,9,0,0,789.61,0,0,0.9,0,0,0
11,10,1763,232,391,15.2,1086.5004,2908.8768,1794.0417,1528.0778,775.9888,4198.4281,1191.6242,0,1091.9667,1851.2378,1322.5016,777.1162,1477.0386,1064.108,1128.5993,1061.0209,1336.1884,6015.2795,755.7377,872.6299,766.1466,3.8,960.8945,1170.1601,617.9509,3110.7508,68,1525.9101,20,462.4309,22932.6026,6,1,0,231.04,0,0,0,1,0,0
2,3,422,17,203,-3.9,730.0622,3498.9465,1806.7111,1371.3977,631.0872,2873.1633,512.431,1,711.6704,1881.3444,1156.2608,300.5479,703.9971,740.3711,881.5768,772.9306,969.5784,5070.5633,384.6338,760.5487,585.7393,1.4,699.5703,754.267,530.616,3762.5836,42,1182.5792,44,424.9615,21447.2891,9,0,0,15.21,0,0,0,0,0,0
1,2,1755,554,438,24.4,949.5543,3491.8865,1942.4195,1553.1928,716.0606,3648.711,901.4872,0,929.0227,1970.7042,1195.6337,522.4815,1200.8489,1048.8488,1094.1361,878.371,1169.4511,5483.8126,509.1983,807.2646,635.1693,0.8,901.5366,1059.0688,539.6388,3543.3482,89,1508.4512,19,464.6087,23142.526,8,0,0,595.36,0,0,0,1,0,0
23,14,3800,116,723,28.9,1175.3236,3245.3069,1758.1069,1595.2467,814.3138,4572.4391,1794.1104,1,1141.5575,1830.7257,1290.0855,464.1774,2122.8104,1168.3087,1291.672,1133.4113,1357.8969,6549.0038,501.9404,872.8419,742.3048,4.1,985.0287,1138.2434,673.0985,3387.0112,43,1447.8066,109,519.312,24385.6469,1,1,0,835.21,0,0,0,1,0,0
3,6,2702,232,582,21.1,1029.4291,4104.0525,2109.6641,1732.0785,714.291,4733.7604,1703.9962,0,961.5575,2200.4926,1224.2037,362.5442,1843.0699,946.5988,1156.7902,929.5477,1233.7065,7012.88,462.1728,881.5143,650.3505,1.3,902.6415,927.1958,642.1993,4402.9366,74,1528.9906,59,461.2713,27824.8553,10,1,0,445.21,0,0,0,1,0,0
2,4,3129,232,759,15.6,1076.7594,4184.0392,2212.3441,1721.6899,698.816,5259.5792,1420.8301,0,941.1928,2314.8154,1316.007,479.3193,1749.9743,1087.9928,1252.5963,951.0475,1362.0463,7319.9715,437.4202,873.0148,615.7701,1.2,859.8346,1133.9615,577.7591,4533.5686,65,1645.5768,23,440.4516,29191.5847,0,1,0,243.36,0,0,0,1,0,0
0,0,12,554,38,6.8,856.7734,3739.4539,1938.7952,1317.3708,647.9148,3940.3514,817.1242,0,771.2618,1933.1014,1214.1704,389.0244,1039.3122,798.1665,918.2853,754.918,998.7833,6538.5477,406.9463,825.6924,539.3953,2.1,645.5827,813.4915,499.5907,4089.4842,67,1370.1127,33.5,422.8888,24867.2173,0,1,0,46.24,0,0,0,1,0,0
3,4,3490,128,624,24.1,1130.3716,3088.8319,1716.8439,1686.1398,727.4644,4075.7321,1629.8898,0,1077.9944,1801.04,1259.4461,595.1223,2368.9504,1233.0261,1246.499,1047.1307,1269.8413,5721.1634,625.881,900.0179,677.9468,3.3,1020.2901,1109.8304,598.4791,3205.8353,30,1436.9685,36,537.2978,22732.5549,9,1,1,580.81,0,0,0,1,0,0
1,1,1361,116,342,-3,1090.7382,2975.6775,1730.6649,1499.1888,809.5387,3058.9659,601.2645,1,1088.8977,1788.0191,1433.3269,515.0702,907.6735,1209.0864,1180.5373,1142.1698,1275.6021,4605.4468,476.232,946.1732,769.7924,4.2,1077.8387,1110.6334,641.37,3115.0347,34,1489.497,48,515.6685,20262.4947,1,0,0,9,0,0,0,0,0,0
3,1,3050,113,612,24.1,1219.9369,3115.8359,1651.6815,1460.8768,806.2185,4476.9714,1520.4033,0,1022.3971,1738.3161,1412.7457,426.7184,1966.8095,1246.2751,1274.3821,1095.6012,1267.6765,6371.6154,538.6309,1047.5304,750.7561,2.2,999.1964,1167.7223,607.811,3352.6788,43,1329.5679,12,481.2664,23497.5438,9,1,1,580.81,0,0,0,1,0,0
2,5,1191,128,344,24.5,835.365,3871.9402,1960.7606,1447.6121,634.5026,4211.7182,897.4522,0,774.9509,1940.3112,1117.8867,392.3063,1343.6052,757.5545,973.2845,767.5379,1062.3256,6689.7064,363.3854,770.1843,539.1287,3,682.2879,789.3959,498.3091,4045.2217,70,1202.6865,11,397.265,25369.9569,10,1,0,600.25,0,0,0,1,0,0
2,2,742,116,170,20.4,783.9678,3493.0142,1873.8206,1303.405,605.085,3785.2946,725.6766,1,778.7223,1844.3184,1302.3878,367.6423,1158.2018,815.0364,873.1717,726.5039,1036.0256,5800.2376,431.5482,839.0167,497.0789,2.5,689.1766,782.0462,522.4538,3793.2459,69,1226.6849,38,408.8577,23120.0212,7,1,0,416.16,0,0,0,1,0,0
0,0,696,546,133,11.7,763.5823,3794.3981,1926.3855,1384.2894,617.1239,3767.7182,771.8219,0,761.3229,1754.8804,1166.0063,342.2147,945.8031,769.4842,914.5129,776.9041,968.0873,6042.9379,364.7508,768.5012,567.7685,2.1,610.1068,748.5473,510.1423,3949.4516,75,1288.3985,47,365.1082,23908.4596,0,1,0,136.89,0,0,0,1,0,0
2,1,2738,113,683,30.2,1002.7534,3891.2324,2186.3449,1538.2359,737.0298,4528.2294,1333.0689,0,883.3787,1982.0624,1317.6726,652.5134,1840.7345,922.1042,1142.1889,884.8364,1145.1089,6196.1104,497.7538,911.2571,607.5953,3.5,774.9742,1015.0904,558.8759,4085.8292,71,1479.8512,31,408.1184,25887.8958,9,1,0,912.04,0,0,0,0,0,0
6,11,2280,546,472,14.3,1127.3414,3080.5096,1741.0002,1585.9084,816.0274,4744.1994,1451.8426,0,1052.0698,1900.2262,1420.3901,268.7688,1511.162,1201.5542,1222.1011,1051.3956,1413.68,6430.8508,477.2583,1012.0032,727.2524,4.2,1079.2347,1132.1272,653.9877,3250.6804,30,1485.8064,42,524.6929,24219.1814,0,1,0,204.49,0,0,0,1,0,0
1,4,1785,554,422,28.5,890.3231,3616.1026,2076.1719,1709.1431,748.8559,3836.5278,1083.6722,0,842.1424,1985.0624,1309.5673,752.3968,1309.2881,977.6886,1206.4833,900.4195,1158.8706,5726.7256,785.1334,898.8053,589.8485,1.7,860.7258,1052.8673,578.8253,3658.7383,45,1609.5697,30,438.607,24218.0414,7,1,0,812.25,0,0,0,1,0,1
