"y","station_dist","station_type","rain","wet","cloud","dust","temp.sqr","sunny","semester","past_return","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X19_20","X20_21","X21_22","X22_23","X23_24","m10","m5","m20","m25","m50","m60","m70","f0","f10","f25","f30","f50","bus_passenger","sub_passenger"
2,113,0,0,48,1,24,134.56,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.9914,1025.4106,4129.8585,3830.402,792.3654,575.0111,821.3397,386.1425,179.3237,4092.8298,1950.3528,827.3488,140,0
0,232,0,0,71,5,32,182.25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.3091,890.311,3672.0352,3570.7291,744.829,545.5759,843.5179,332.7959,154.5494,3820.9522,1949.3302,773.8287,210,962
0,546,0,0,57,0,25,56.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.4129,542.7362,3463.5786,3438.8938,989.0119,603.0199,811.5322,423.7346,196.7808,3739.5757,1979.741,886.8059,437,2347
1,611,0,0,60,1,27,68.89,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,194.9294,853.5476,4380.9548,4050.3635,870.4732,521.3092,858.2677,377.0536,175.1025,4376.1798,2099.3688,780.5409,410,1624
1,83,0,0,61,10,33,0.49,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.8737,746.5528,3845.9931,3895.5965,833.0813,545.5487,764.7342,351.2788,163.1326,4265.9509,2029.2505,723.4648,152,0
0,232,0,0,74,0,27,34.81,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.6164,711.9978,3492.1427,3552.8856,771.7566,481.3523,871.9344,339.795,157.7998,3586.753,1790.3601,763.2271,42,232
1,554,0,0,79,9,24,118.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,398.6036,1391.6746,4219.3219,4008.8763,798.7027,635.6922,905.6352,932.9256,433.2474,4188.4297,2026.8307,890.9275,570,2860
0,554,0,0,72,0,21.5,79.21,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.192,827.7933,3997.6185,3900.7597,818.9473,536.6226,783.7251,398.0374,184.8474,4035.7516,1978.8773,744.2476,107,0
9,116,1,0,19,0,72,228.01,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,271.3774,1488.7422,4299.8503,3016.6698,1121.5771,688.1757,947.7571,423.1504,196.5098,3147.065,1789.0678,1059.3083,595,2648
3,113,0,0,73,5,13,756.25,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,233.1415,1304.6844,4476.9768,3907.3438,1122.1856,659.5327,857.8948,540.5257,251.0183,4165.6567,2146.8331,1082.5799,898,3061
2,128,0,0,91,8,25,510.76,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.919,591.6404,3224.6084,3513.8279,748.3076,490.3813,691.2601,344.5764,160.0204,3541.1128,1783.4011,746.4385,132,507
5,611,0,0,29,0,94,510.76,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,270.5855,1165.5699,3689.6444,3476.5875,843.8879,524.305,867.8011,718.5064,333.6724,3384.0518,2041.7056,854.0795,406,1933
1,113,0,0,43,2,24,243.36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.348,3697.2136,5472.5934,4524.4234,1530.1033,723.4132,886.2993,804.1292,373.435,4808.7546,2122.923,1423.6826,616,3663
0,128,0,0,83,8,37,660.49,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.824,642.5087,3484.0771,3719.0357,797.8776,526.4186,799.3973,407.6564,189.3148,3987.7404,1947.6516,790.2547,38,8
0,554,0,0,85,9,39.5,179.56,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.3939,866.7082,3997.5096,3802.1284,805.2327,566.5786,784.9904,391.3937,181.7619,4127.0801,1996.361,777.2387,75,0
2,51,0,0,85,4,20,712.89,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.9333,682.2457,4148.1436,4034.5785,842.5046,527.7496,763.792,437.98,203.3964,4025.9717,1833.4353,695.146,37,0
0,83,0,1.1,96,10,8,681.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,277.5785,782.9114,3358.5548,2799.7348,1100.8616,705.6817,1028.3681,657.6215,305.3976,3130.129,1735.7011,1087.6744,558,0
7,116,1,0,67,9,50,864.36,1,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,233.539,612.6106,3026.7729,2703.3467,1165.8446,707.5233,924.1095,454.4703,211.0551,2919.4641,1618.5794,1069.0059,360,1671
0,113,0,0.1,90,10,24,610.09,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,265.3678,942.0176,4362.5391,3975.8265,916.1701,659.533,869.4798,528.0329,245.2168,4149.5092,2137.3651,920.1879,709,2822
6,37,0,0,81,6,14,670.81,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.9238,779.2897,4345.0552,4357.4055,854.7357,565.8762,739.9907,400.5262,186.0034,4057.5283,1863.3398,705.7669,54,0
5,611,0,0,85,7,10,615.04,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,151.9809,1107.8696,5428.8584,4772.8133,901.425,490.7485,780.4928,368.4167,171.0914,4603.3143,2010.7688,794.2261,638,2425
1,611,0,0,42,7,49,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,278.5047,2139.3413,4576.326,4081.9526,919.9183,720.945,899.9306,541.9167,251.665,4294.5782,2100.1547,989.7386,692,2814
4,554,0,0,43,3,38,262.44,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.2325,1985.4639,4981.3758,3910.3406,1145.6834,684.2042,929.9303,486.8796,226.1053,4406.4788,2192.063,1129.7875,926,4353
0,546,0,0,49,0,29,295.84,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,177.3027,869.6176,3494.2231,3351.346,801.4601,486.5411,769.0265,329.4266,152.9846,3252.1799,1764.6571,758.448,263,1367
3,116,1,0,88,0,28,795.24,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.2668,830.5247,4433.9871,4328.2774,788.337,490.1496,768.9013,395.6524,183.7396,3977.6322,1859.8595,766.5237,332,1
2,611,0,0.9,86,9,13,789.61,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,196.9899,592.6138,3023.5178,3246.3787,770.7427,502.8178,753.7364,400.5613,186.0194,3305.6526,1687.3347,741.1751,377,1645
11,232,0,0,68,6,20,231.04,1,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,348.8014,1191.6242,4198.4281,2908.8768,1086.5004,766.1466,872.6299,777.1162,360.8904,3110.7508,1851.2378,1091.9667,391,1763
2,17,1,0,42,9,44,15.21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,177.523,512.431,2873.1633,3498.9465,730.0622,585.7393,760.5487,300.5479,139.5735,3762.5836,1881.3444,711.6704,203,422
1,554,0,0,89,8,19,595.36,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,235.0145,901.4872,3648.711,3491.8865,949.5543,635.1693,807.2646,522.4815,242.6387,3543.3482,1970.7042,929.0227,438,1755
23,116,1,0,43,1,109,835.21,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,231.6649,1794.1104,4572.4391,3245.3069,1175.3236,742.3048,872.8419,464.1774,215.5629,3387.0112,1830.7257,1141.5575,723,3800
3,232,0,0,74,10,59,445.21,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,213.3103,1703.9962,4733.7604,4104.0525,1029.4291,650.3505,881.5143,362.5442,168.3644,4402.9366,2200.4926,961.5575,582,2702
2,232,0,0,65,0,23,243.36,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,201.886,1420.8301,5259.5792,4184.0392,1076.7594,615.7701,873.0148,479.3193,222.5946,4533.5686,2314.8154,941.1928,759,3129
0,554,0,0,67,0,33.5,46.24,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.821,817.1242,3940.3514,3739.4539,856.7734,539.3953,825.6924,389.0244,180.6614,4089.4842,1933.1014,771.2618,38,12
3,128,0,0,30,9,36,580.81,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,288.8677,1629.8898,4075.7321,3088.8319,1130.3716,677.9468,900.0179,595.1223,276.3729,3205.8353,1801.04,1077.9944,624,3490
1,116,1,0,34,1,48,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,219.7986,601.2645,3058.9659,2975.6775,1090.7382,769.7924,946.1732,515.0702,239.1966,3115.0347,1788.0191,1088.8977,342,1361
3,113,0,0,43,9,12,580.81,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,248.5985,1520.4033,4476.9714,3115.8359,1219.9369,750.7561,1047.5304,426.7184,198.1669,3352.6788,1738.3161,1022.3971,612,3050
2,128,0,0,70,10,11,600.25,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,167.716,897.4522,4211.7182,3871.9402,835.365,539.1287,770.1843,392.3063,182.1857,4045.2217,1940.3112,774.9509,344,1191
2,116,1,0,69,7,38,416.16,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.1758,725.6766,3785.2946,3493.0142,783.9678,497.0789,839.0167,367.6423,170.7321,3793.2459,1844.3184,778.7223,170,742
0,546,0,0,75,0,47,136.89,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.346,771.8219,3767.7182,3794.3981,763.5823,567.7685,768.5012,342.2147,158.9233,3949.4516,1754.8804,761.3229,133,696
2,113,0,0,71,9,31,912.04,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,229.7322,1333.0689,4528.2294,3891.2324,1002.7534,607.5953,911.2571,652.5134,303.0251,4085.8292,1982.0624,883.3787,683,2738
6,546,0,0,30,0,42,204.49,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,220.2724,1451.8426,4744.1994,3080.5096,1127.3414,727.2524,1012.0032,268.7688,124.8152,3250.6804,1900.2262,1052.0698,472,2280
1,554,0,0,45,7,30,812.25,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,362.3686,1083.6722,3836.5278,3616.1026,890.3231,589.8485,898.8053,752.3968,349.4107,3658.7383,1985.0624,842.1424,422,1785
7,611,0,0,41,0,18,16.81,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,245.664,1263.845,3789.2054,2811.006,1023.7136,688.7894,940.7749,377.1537,175.149,2989.7638,1696.5084,1009.3453,417,1762
2,51,0,0,61,8,9,723.61,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,276.6557,1159.3479,3823.016,2920.274,1070.6962,681.3652,872.4674,636.0827,295.3952,3339.0548,1804.3403,1032.8535,748,3620
2,113,0,0,56,0,23,190.44,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,268.0359,1685.6036,4961.0493,4301.0185,829.7363,600.4614,871.5484,486.0548,225.7222,4491.8706,2117.2104,827.3527,473,3019
0,113,0,0,48,7,14,88.36,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.8221,980.4037,3777.7707,3679.3865,778.1177,517.0334,867.4353,390.3458,181.2755,3889.335,1893.7668,709.36,461,2
7,17,1,0,53,3,16,11.56,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.737,1183.1773,3531.8984,3094.0066,957.7229,594.628,973.9891,323.8511,150.3955,3313.1134,1809.3893,873.3643,727,4165
3,51,0,0,75,4,55,210.25,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,222.7673,1367.0562,5418.2527,4243.6834,1020.5667,729.3495,943.615,453.0844,210.4112,4496.6012,2221.3957,918.5906,687,2956
0,113,0,0,59,10,34,533.61,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.1755,1050.0187,4096.5368,3723.5908,857.2737,511.219,820.3383,456.2196,211.867,3630.8552,1865.242,822.2691,134,560
2,83,0,0,76,0,30,22.09,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.5024,781.6506,3628.0213,3646.0661,724.459,476.9007,802.1595,365.3242,169.6554,3597.575,1802.1531,669.7319,14,0
0,554,0,2.2,93,10,60.5,400,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,242.2452,1065.7736,4029.8976,3021.5178,1103.1849,711.9401,951.0766,331.2791,153.845,3029.26,1655.2762,978.2143,652,3055
0,232,0,0,88,8,18,739.84,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.9513,544.4219,3246.489,3590.3253,813.6502,561.4901,797.7758,476.3141,221.1988,3858.716,1808.3343,768.6144,234,855
0,51,0,0,55,9,27,62.41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.1124,776.2329,3831.7447,3674.4447,841.7325,546.6008,756.4656,341.8386,158.7489,3999.8707,1910.7275,788.5043,181,703
0,554,0,0,47,0,31,59.29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.7379,562.0958,3139.6181,3586.2331,781.3866,521.9058,792.1838,345.6052,160.4981,3865.3481,1938.0473,716.6694,16,0
0,611,0,0,59,1,39,79.21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.6194,497.1229,2782.2637,2964.703,980.7619,685.5567,985.6895,339.8308,157.8163,3335.9892,1924.6274,907.2305,735,4383
0,113,0,0,84,10,29,12.96,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.5499,786.8413,3556.4839,3592.4744,777.7974,519.0872,858.5074,369.7985,171.7327,3724.4295,1809.3024,701.9506,20,0
1,611,0,0,52,0,42,51.84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.7273,499.6189,2820.9895,3451.7501,733.7693,524.7709,777.9506,381.632,177.2286,3705.7365,1945.8215,717.0835,37,12
1,611,0,0,68,5,14,302.76,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.1431,846.0434,4040.2481,4031.6533,796.582,543.0666,796.0942,357.4839,166.0145,4055.5472,1943.0727,761.1551,65,0
4,232,0,0,71,8,57,102.01,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,210.4166,1827.0642,4901.3822,4115.6472,979.994,674.0066,918.8514,416.3341,193.3441,4208.4602,2103.4078,859.8144,486,2528
1,17,1,0,36,0,157,169,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.122,882.3884,3816.3116,3789.9838,797.7213,549.9739,842.5674,321.3269,149.2235,4082.6177,1988.563,808.5292,97,696
6,51,0,0,37,6,21,1036.84,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,308.0429,1822.5383,4880.1996,4358.4638,1047.6059,698.0691,866.6184,581.3689,269.9861,4683.6017,2326.4927,1036.4336,680,3597
6,113,0,0,33,6,51,640.09,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,244.7613,1722.5109,4473.028,3309.9558,1156.5246,689.5892,918.8149,529.8291,246.0512,3471.7772,1961.1041,1119.5941,793,4459
9,37,0,0,42,1,34,182.25,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190.3796,1273.3103,4627.5611,4194.0583,774.3435,533.8623,859.2309,318.4586,147.8915,4059.117,2017.1493,749.9266,608,2738
1,232,0,0,65,0,35,16.81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,192.0842,957.0183,4548.6788,4101.3335,914.3897,643.0696,830.9509,472.3018,219.3352,4285.1168,2079.7223,803.9074,617,2972
0,546,0,0,64,9,18,313.29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201.4941,1348.3521,4648.8497,4140.2756,805.9281,591.0154,809.685,392.6143,182.329,4158.0822,2025.6379,778.9019,609,1998
4,37,0,0,93,7,46,538.24,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.4165,772.3511,4244.085,4254.6099,797.8585,539.4273,700.2172,319.1931,148.2325,4068.0219,1861.672,771.4925,48,0
0,51,0,0,59,0,57,12.96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.2905,471.3158,2957.6897,3448.2311,722.3511,547.3341,847.2724,352.5388,163.7177,3759.4782,1976.6978,747.7062,70,474
0,554,0,11.4,89,10,79,812.25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,269.9322,867.7941,3052.1321,3338.9397,945.7309,531.0585,882.0406,709.3563,329.423,3364.2049,1892.6009,876.8967,477,1861
0,51,0,0,56,6,32,5.29,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.2045,785.4709,3506.4306,3719.8677,707.7129,521.7076,784.6312,302.1575,140.3208,3763.0815,1937.685,728.705,74,542
2,611,0,0,42,8,19,772.84,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,326.8833,693.9365,2171.6363,2045.127,770.9519,534.4921,741.9084,608.6959,282.6762,2122.0111,1255.2521,844.0183,290,1490
2,128,0,0,79,4,17.5,605.16,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,195.0321,1288.3541,5002.9486,4106.4331,822.0343,536.664,829.7421,386.5842,179.5285,4120.5654,2006.9647,800.2871,445,1981
0,611,0,0,68,0,99,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,185.522,434.3495,2796.1836,3597.5336,746.1021,537.185,770.4846,322.1844,149.6217,3726.3544,1857.0062,698.9641,140,306
9,116,1,0,45,0,85,954.81,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,286.7075,1420.8023,4401.1249,3126.8754,1197.371,683.1855,1028.8452,523.9432,243.3174,3351.5894,1779.2613,1055.985,659,3126
2,37,0,0,46,0,53,800.89,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,361.2512,1486.9514,4163.1895,3039.5037,1172.9463,680.4618,890.8509,417.1984,193.7457,3283.2362,1673.8524,1046.1467,447,1947
0,546,0,0,48,9,46,19.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.8428,484.3889,2800.5703,3354.4112,789.2881,573.8121,771.9808,314.3258,145.9719,3496.7404,1872.4087,800.6006,327,1399
1,37,0,1.6,97,10,5,182.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.1083,1358.5951,4951.7642,4265.269,934.7788,562.2476,813.0553,757.848,351.9424,4242.5796,2055.4954,851.0775,500,2434
5,232,0,0,55,3,24,349.69,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,321.4241,1175.7111,3816.2292,3583.6801,911.0244,668.4939,844.4161,982.1816,456.1221,3609.4495,1974.5872,1033.4221,524,2288
7,128,0,0,75,7,26,876.16,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,245.7166,1068.6478,4541.314,4042.8362,1051.9801,648.2337,881.3049,382.5885,177.6729,4213.6489,2122.5331,927.4641,625,2852
0,554,0,0,87,10,31,289,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,208.2039,1031.561,4347.715,4061.3596,786.2743,523.0505,883.4297,351.1309,163.0641,4077.1293,1919.5046,789.8773,306,1188
0,17,1,0,41,2,17,62.41,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.0489,714.816,3873.6899,3757.1128,851.4374,579.7672,788.4777,351.3324,163.1576,4221.4033,2021.4622,776.1187,50,9
0,116,1,0,94,1,12,361,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.508,811.7852,3819.1421,3738.0887,840.9712,527.595,830.3284,384.7433,178.6735,4012.4331,1955.7227,758.7953,41,17
4,83,0,0,70,8,54,906.01,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,374.9592,696.5006,3269.9991,2768.5687,1130.9199,707.3131,938.6688,628.8268,292.0255,2903.319,1663.3851,984.9755,397,1596
0,116,1,0,73,0,5.5,216.09,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.529,762.5395,3926.6905,3724.2056,864.5473,569.5015,773.5576,375.3218,174.2985,4060.6716,1935.8907,791.6762,109,692
3,17,1,0,69,4,23,1011.24,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,301.5693,783.022,3213.4735,2753.4602,1099.4255,707.3131,949.4901,611.0867,283.7869,2924.6187,1725.6733,1080.2024,512,1847
16,611,0,0,17,2,33,640.09,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,303.9347,1643.3813,4550.69,2943.8685,1237.1892,726.8039,986.4449,328.1484,152.3909,3214.6161,1867.2428,1135.8339,510,2130
0,113,0,0,68,1,8,54.76,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.9572,842.0724,3761.1142,3651.9717,764.111,498.1291,791.3863,334.1474,155.1773,3767.8861,1964.0839,716.3005,74,492
1,51,0,0,59,10,53,132.25,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,240.4518,1355.3629,3804.4391,2911.9729,1095.6428,709.7889,1018.1055,355.8275,165.2456,3350.5579,1746.7303,1017.2144,326,1356
1,51,0,0,57,8,9,368.64,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.9703,436.8703,2053.4068,2104.8368,730.1285,513.6919,759.552,366.5633,170.2308,2183.9925,1226.7626,780.1794,91,434
0,116,1,0,37,7,60,15.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,202.6751,499.5159,2964.3947,3657.3979,734.4803,566.7812,826.4901,287.7678,133.6387,3588.6363,1913.4167,709.9309,143,351
1,17,1,0,87,7,25,750.76,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.129,646.702,3480.8286,3775.2089,776.6346,495.791,819.7545,451.9866,209.9016,3810.0808,1882.4112,787.5563,109,612
4,37,0,0,31,0,26,0.25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,242.336,588.4541,2454.1531,2607.2869,753.4988,543.8007,859.0541,518.1824,240.6425,2594.5882,1585.2324,761.9678,282,1427
3,37,0,0,72,10,25,912.04,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,188.0138,1083.3918,3279.4305,2772.6504,1249.8633,690.933,962.4764,351.6918,163.3248,3005.9082,1835.3618,1013.8655,485,1975
2,83,0,0,35,0,64,630.01,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,342.43,2077.0977,4388.2394,3024.6917,1160.9289,680.7161,1000.1178,724.4674,336.4406,3248.1333,1783.7328,1067.283,491,2591
18,232,0,0,49,6,41,552.25,1,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474.1415,1504.381,3905.2638,2869.4497,1128.9001,693.2807,929.3922,690.5012,320.6666,3163.7241,1760.5237,1078.3712,438,1777
0,128,0,0,62,0,39,416.16,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,278.1693,1323.6049,4345.7925,2911.654,1269.064,752.0015,858.7353,357.4607,166.0041,3080.3864,1722.6523,1122.97,399,0
2,232,0,0,54,0,19,104.04,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,199.9505,556.8082,2600.3756,2877.9686,1054.3654,720.9179,909.3276,332.337,154.3362,3023.7315,1749.6712,893.1104,518,2848
3,113,0,0,82,9,19,237.16,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.7128,784.5046,3677.5845,3615.8379,781.0833,539.5008,821.1408,338.9763,157.4194,3702.6948,1804.951,742.091,142,714
5,17,1,0,45,0,31,23.04,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.4789,1326.7979,4791.5753,3521.6575,1207.8148,732.1568,930.2718,384.069,178.3604,4114.8296,2245.4245,1104.9966,1044,4319
7,17,1,0,72,0,30.5,216.09,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.4178,946.7872,4824.3668,4609.0363,790.3361,554.6452,769.2167,360.9768,167.6365,4329.649,1922.7469,757.6854,478,4
0,17,1,0,42,0,23,28.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,226.4109,574.4363,3010.7097,3613.4698,759.1968,593.2849,843.5918,371.517,172.5312,3929.2341,1929.9297,824.0082,292,1190
0,37,0,0,58,0,19,38.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.6041,504.917,2873.3679,3571.2855,778.9954,509.0368,770.2746,316.9726,147.2013,3791.5473,1979.3886,734.6591,13,0
1,611,0,0,82,10,13,475.24,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.2647,906.6413,3443.593,3316.5945,952.1141,611.8214,807.0007,451.6627,209.7507,3542.0999,1762.5952,882.3704,110,526
