"y","past_return","bus_passenger","station_dist","temp","m5","m0","sub_passenger","wind","wet","X8_9","dust","f25","m40","m20","m30","f0","f15","m70","m65","m25","X14_15","cloud","m55","m35","m60","f70","f40","f65","m50","f60","f30","m45","f35","f45","f55","f20","X18_19","station_type","f50","rain","m10","most_use","f10","X9_10","semester","X16_17","X19_20","sunny","X22_23","X7_8"
0,0,25,475,25.2,447.6111,773.3346,0,0.9,89,0,23,819.518,892.7291,618.2051,816.7824,716.681,540.6305,961.0592,444.3885,804.3322,0,7,732.8257,953.0757,635.1533,1365.7301,888.9091,597.2785,688.5469,784.505,857.9182,965.7567,1110.7722,910.8109,967.4885,711.182,0,0,726.4172,0,361.777,6691.7858,311.3068,0,0,0,0,0,0,0
0,0,296,89,6.1,1396.044,1623.7873,950,1.9,59,0,39,888.6032,995.1899,759.5973,661.9347,1888.9688,1389.6356,1299.2363,558.5912,677.1519,0,9,982.9241,936.5646,768.0276,1755.9973,1581.9251,733.6322,1029.9481,1145.5589,861.1801,1264.2543,1356.1763,1802.6109,1374.3912,752.7569,0,0,1320.0694,0,1372.706,6893.965,1582.3026,0,1,0,0,0,0,0
2,1,384,40,13.3,571.7577,238.5253,0,6.1,68,0,7,1306.706,697.9123,1589.0063,918.6348,235.5125,615.9112,612.5785,317.6538,1524.5815,0,10,607.3819,903.558,434.7546,890.8866,649.4807,384.0202,612.7256,501.9523,902.8403,848.388,966.5344,683.9569,611.4747,1951.3312,0,0,563.5399,0,99.8304,10063.1925,115.3884,0,1,0,0,0,0,0
1,1,351,10,-4.4,600.8044,691.1316,481,2.9,36,0,16,1729.2049,1153.5055,970.9164,1423.2452,707.59,581.6891,884.0716,415.4586,1534.0686,0,0,904.5358,1327.9109,681.7146,1466.1149,1129.7529,568.425,918.839,862.6936,1502.4482,1157.0994,1420.3582,1261.9349,1043.3987,1227.5356,0,0,1006.7962,0,321.8671,11135.688,376.8831,0,0,0,0,0,0,0
5,3,12,43,20.3,664.4709,975.6765,0,1.6,89,0,13,916.7126,945.3623,792.907,707.4894,951.5248,677.9816,967.1731,541.5344,908.6675,0,4,840.9636,1169.1577,605.2749,1368.3119,1038.8463,642.0735,875.6204,808.6233,939.5776,994.656,1230.9663,1000.2673,1120.6461,859.0131,0,0,949.3427,0,503.6427,7524.4912,505.7726,0,1,0,0,0,0,0
11,1,780,395,17.9,465.5802,938.7351,0,1,90,0,24,1053.2069,912.9014,676.1311,938.7704,844.7373,546.8962,908.0497,477.6138,862.4349,0,9,774.4022,1035.972,631.3713,1445.2507,968.2835,607.6503,760.4887,833.7726,1020.2076,1014.6576,1228.4745,973.0477,917.4833,768.7987,0,0,767.9533,0,439.1538,7583.9961,366.9309,0,1,0,0,0,0,1
0,0,198,332,0.9,1524.7785,1598.3095,572,2.2,76,0,55,921.0044,1149.904,1043.9526,708.9849,1850.7623,1492.368,1310.3826,665.0255,799.9092,0,0,1069.5493,1050.5382,801.8314,1850.9666,1619.0298,808.6553,1132.4655,1095.8813,932.3686,1330.5105,1451.6759,1880.5549,1530.3986,1184.0516,0,0,1429.3484,0,1351.1675,8092.4854,1550.2994,0,0,0,0,0,0,0
3,1,262,61,13.3,313.2881,461.7451,643,1.8,91,1,26,694.2065,579.6396,396.091,719.3446,471.4682,282.712,707.9444,327.1367,662.7486,0,6,623.0253,733.3727,463.0622,1083.1015,512.529,427.6329,487.907,589.7845,748.8852,520.1321,721.1139,611.2372,690.004,567.2721,0,1,647.352,0,228.3266,5243.0346,228.7872,0,1,0,0,0,0,0
0,0,12,332,7,1678.8963,1622.9812,0,1,76,0,28,1016.1135,1438.493,926.884,767.6761,1877.3413,1715.328,1260.8763,626.9249,883.0772,0,0,1213.6941,988.7567,784.0276,1646.0393,1980.3822,683.546,1532.2182,920.507,902.9909,1895.4196,1519.9006,2216.1649,1385.9102,1130.9471,0,0,1604.7386,0,1372.0245,8136.3461,1572.5635,0,1,0,0,0,0,0
0,0,20,83,27.2,370.7534,388.7055,0,0.8,90,0,26,1314.3781,628.0619,1090.7089,1005.3194,330.2863,340.061,491.9719,308.6048,1387.8904,0,8,521.8185,1012.0326,412.473,760.3129,579.027,353.9844,553.1002,417.7975,857.9835,542.8182,764.1697,535.4158,484.2664,1490.4594,0,0,452.9579,0,162.6853,8922.942,161.8227,0,0,0,0,0,0,0
0,4,374,183,-0.5,606.681,963.1634,0,1.9,59,0,53,943.1909,981.196,809.3649,770.5101,722.9446,628.3048,781.0203,446.0414,833.265,0,9,778.4821,1134.2479,556.1031,1434.7106,1080.2041,629.3656,781.4857,831.7624,932.3019,1000.2066,1202.6074,1035.4162,1159.586,898.7157,0,0,984.0858,0,497.1831,7524.2038,384.273,0,0,0,0,0,0,0
0,1,23,71,2.2,698.3306,985.0265,0,1.1,85,0,46,940.5842,1061.0968,807.9096,833.9786,978.9005,766.6619,945.3907,492.7565,910.9684,0,2,902.1657,1193.872,709.7539,1384.1168,1046.2361,632.7817,926.4606,814.6251,1044.6562,1021.9242,1157.3774,987.4919,1119.2174,993.3346,0,0,1005.5356,0,508.469,7882.681,520.3238,0,1,0,0,0,0,0
0,1,0,48,4.8,1715.866,1862.042,0,1.2,70,0,24,958.5461,1566.018,941.0213,730.3288,1987.7343,1699.5292,1170.3388,640.4559,883.1682,0,0,1205.2135,1019.9221,793.0717,1588.8005,2041.1779,715.577,1589.2299,897.5484,841.9251,1879.9133,1500.6287,2245.0674,1324.3918,1154.8141,0,0,1580.1577,0,1574.1198,8030.3544,1665.0336,0,1,0,0,0,0,0
10,4,722,80,20.2,609.8841,450.2228,0,3.1,36,0,82,1254.014,712.9103,1408.2196,948.5561,373.8512,572.4464,664.782,331.4707,1424.8707,0,10,685.1723,959.0811,420.8059,1051.2441,580.8604,420.0986,622.8675,533.6088,948.9781,850.0044,935.0694,658.4457,610.8564,1560.1574,1,0,583.6393,0,188.432,9438.9464,183.1673,0,1,0,0,0,0,0
3,2,17,80,28.7,355.5913,423.9378,0,2.3,72,0,14,1409.2302,622.2898,1121.5515,947.7838,264.2822,323.6736,498.1093,308.3281,1359.8859,0,2,540.8225,994.3663,455.4677,842.1478,590.9613,353.5226,533.9383,487.2422,1022.8287,520.1569,835.8052,532.983,542.0344,1634.9463,0,0,450.4795,0,177.4312,9326.3979,129.4845,0,0,0,0,0,0,0
1,0,414,89,27.6,1700.6235,1577.6707,1522,2.3,78,0,19,1042.4244,1457.4494,1049.951,779.879,1758.1526,1721.8818,1238.3927,653.6035,860.5069,0,3,1128.8523,1100.4719,846.4111,1591.4179,1745.91,733.4931,1428.2607,885.7499,909.3356,1668.3186,1447.0616,2168.4679,1395.8185,1186.1494,0,0,1591.6582,0,1333.7201,8375.7798,1472.724,0,0,0,0,0,0,1
11,11,500,23,22.7,617.0173,439.6128,0,2.3,51,0,38,1206.1736,729.8854,1811.0591,882.7181,384.7326,672.3138,645.812,349.668,1478.4415,0,6,618.5148,894.3611,436.2351,1004.6055,717.9443,399.9987,646.7214,537.7405,879.2758,860.4306,834.4457,640.7485,590.7675,2137.6979,0,1,635.7727,0,183.9916,10124.1728,188.4983,0,1,1,0,1,0,0
1,4,117,62,23.1,168.1947,455.9214,285,2.5,51,0,9,615.0021,439.1538,374.2575,542.9822,401.1292,222.7241,395.5792,184.652,521.759,0,7,387.1218,619.7718,257.2699,704.5595,455.1833,288.1987,397.996,327.3804,589.0907,464.786,473.1612,372.5253,483.9595,473.2884,0,0,347.6841,0,151.974,4209.3129,143.4202,0,1,0,0,1,0,0
0,0,0,43,14.8,976.5925,894.5614,0,1.2,54,0,30,1128.1294,1044.8642,738.3952,880.006,1315.904,979.4893,966.1327,585.1742,839.7643,0,1,1023.5508,1075.3812,769.6852,1576.8451,1185.0073,668.664,1197.8195,958.3452,1091.0441,1269.7624,1060.5762,1468.9607,1124.1506,888.8367,0,0,1229.5939,0,486.5448,7702.1331,687.806,0,1,0,0,0,0,0
0,1,26,47,0.9,507.8505,885.5069,0,2.4,51,0,13,1043.8749,922.1312,586.5913,1014.6554,730.1274,545.5761,1018.1912,569.1305,988.162,0,0,745.6324,1130.2741,733.6939,1465.8474,1064.6946,710.0899,794.8547,902.0156,1130.9342,1067.4694,1239.7763,959.5746,1080.6185,787.7132,0,0,805.0812,0,414.2526,7921.9814,317.1471,0,0,0,0,0,0,0
2,3,379,10,5.9,498.6209,639.8324,937,1.9,41,0,55,1037.0765,754.3987,717.4094,812.9226,560.0706,546.7546,774.3138,416.8366,1046.1313,1,3,780.729,859.8399,575.729,1244.1071,784.0167,469.3978,739.6207,680.2727,847.7329,882.1391,926.8533,890.6155,851.6638,813.4846,0,0,800.7906,0,297.9761,7061.4505,298.3099,0,0,0,0,0,0,0
0,1,19,38,-3.3,739.0681,691.8771,0,1.7,62,0,22,910.4571,916.8363,697.8499,812.6929,842.7358,630.2602,955.6529,431.0955,753.7248,0,8,985.7199,822.8538,648.339,1499.0414,957.3449,717.2936,822.79,895.7062,826.2303,930.1431,968.1195,1203.505,1025.1009,813.4037,0,1,910.7593,0,382.4834,6605.332,489.24,0,0,0,0,0,0,0
0,0,96,73,5.8,292.1865,627.5099,0,0.3,87,0,26,1024.3948,670.8486,493.1117,808.2148,445.5753,303.154,619.4477,319.7257,833.8312,0,10,605.4083,763.0095,467.275,871.0615,539.4958,394.8504,517.9263,591.7195,958.5538,576.1285,839.6215,597.1083,639.3742,650.2124,0,0,558.7968,1.7,220.7445,6370.9497,175.4074,0,0,0,0,0,0,0
0,0,54,7,26.1,598.9006,1051.0024,0,1.7,87,0,22,942.3611,1019.8554,814.1401,730.518,992.0447,795.9634,1038.8248,495.6132,910.1305,0,10,843.9594,1156.7133,685.4216,1406.422,1059.4246,636.3771,896.5315,812.3326,988.3831,945.7265,1279.637,1051.0494,1094.9101,876.0236,0,0,933.3575,0,542.5258,7697.9067,527.3104,0,0,0,0,0,0,0
1,1,603,91,-13.3,384.6282,669.2655,1229,4.5,58,0,19,723.4168,727.7021,658.2729,523.5675,970.2288,905.8981,860.6554,370.6098,607.3227,0,0,635.7648,665.6565,580.0746,1293.8865,816.1388,568.2573,553.9355,762.3759,595.7678,786.3768,787.2195,888.5352,804.4781,595.3487,0,0,790.8277,0,369.9829,5156.5724,563.2547,1,0,0,0,0,0,0
9,4,149,405,12,448.3549,898.3372,0,2.6,79,0,32,843.8692,858.3161,580.1797,847.3986,693.1598,494.621,858.128,417.8867,744.5499,0,8,702.9372,951.2805,634.7583,1230.4927,857.6734,530.7642,670.0776,659.2635,817.0584,850.495,931.682,842.2008,787.1596,697.0094,0,0,697.0273,0,420.255,6413.0277,301.0897,0,1,0,0,0,0,0
7,10,131,73,20.8,198.9538,414.6346,0,2.9,56,0,23.5,974.2195,648.785,454.0426,813.0777,397.0819,176.2155,580.1916,354.0903,712.4065,0,7,612.6968,749.7127,493.4147,896.5296,546.6441,387.8724,558.7559,617.4648,880.7761,599.7613,788.6577,564.7555,599.998,589.6956,0,0,543.9168,0,145.8594,5962.5884,156.3174,0,1,0,0,1,1,0
8,1,275,21,25.7,272.1967,579.1691,1512,1.5,81,0,8,933.2793,572.9559,638.5719,811.126,371.915,367.0854,522.1456,315.239,820.416,0,8,505.6053,752.8177,361.9326,828.8978,576.4428,357.5291,481.2279,444.3509,910.2033,519.7018,798.3925,491.8034,587.5152,821.4502,0,1,426.9684,0,193.0564,6486.2569,132.9749,0,1,0,0,0,0,0
3,6,269,67,28.1,950.3819,619.9,570,4.4,71,0,30,2201.113,1105.5339,2108.8306,1347.3291,760.2752,1016.2596,1011.8429,640.3539,2002.0973,0,1,1202.4406,1362.2043,906.3984,1578.4556,1091.6048,691.5343,1162.1414,969.6643,1433.6985,1059.709,1349.3453,1053.2338,1146.6393,2868.5226,0,0,955.4593,0,260.1147,14673.1407,371.7907,0,0,0,1,0,0,0
4,3,464,37,14.1,1028.2607,1300.9074,1429,4.9,34,0,37,1221.016,1243.5425,770.1347,1114.2913,1599.1212,1101.8073,1045.5018,597.6208,1044.8986,0,0,1151.1892,1417.4871,785.6707,1690.7118,1298.0165,812.217,1225.5609,1187.8467,1112.9107,1362.7197,1469.3094,1604.7696,1339.6837,931.0423,0,1,1332.4488,0,707.5533,9081.0901,835.8407,0,1,1,0,0,0,0
0,1,332,52,-2.8,1320.4824,1461.8067,1028,2.5,34,0,48,955.3949,1291.1646,929.114,737.308,1685.9712,1295.6982,1290.7525,677.3854,839.7266,0,0,1306.2006,1055.0297,857.6298,1793.6273,1850.2546,780.3095,1322.4587,1078.8697,860.3075,1594.8335,1463.027,2152.3189,1443.8661,1066.8414,1,0,1473.4446,0,1235.7715,7906.7491,1412.2604,0,0,0,0,0,0,0
2,3,474,33,-2.8,604.6483,1026.3101,0,1.9,85,0,44,880.5627,870.5852,792.4761,725.9744,771.1779,574.2562,864.5939,486.4325,790.2676,0,0,759.4476,976.6913,632.9256,1337.3856,945.4403,659.9171,789.0874,848.6607,958.5519,840.2419,1267.6406,1047.3925,1114.6845,952.1024,0,0,951.2107,0,529.7796,7344.267,409.9107,0,1,0,0,0,0,0
0,0,549,113,24.4,1020.3317,483.7486,2640,3.7,99,0,10,3047.4096,1192.4361,3563.5075,1613.6751,604.637,1485.1025,904.6526,506.5236,2881.1315,0,10,1070.9874,1522.2137,673.0792,1263.9145,1013.2098,601.345,1259.9187,738.1554,1697.0311,1227.8956,1342.7718,1206.9459,961.3556,5062.7073,0,0,1070.1394,22.3,223.268,20730.4476,280.7913,0,0,1,0,0,0,0
21,10,394,232,24.7,1229.2729,567.6479,1710,4.4,58,0,16,3082.3368,1213.6372,4031.5493,1654.04,399.5771,1430.8604,898.5665,553.7003,2858.6115,0,10,1042.0965,1485.3937,721.9505,1220.0058,1114.6118,634.4005,1176.8491,793.6974,1636.7926,1296.8165,1386.0746,1280.2954,934.3896,5774.9259,0,0,1079.017,0,261.9906,21909.7244,185.5623,0,1,0,0,1,0,0
1,1,197,88,10.1,250.9776,382.9519,717,0.6,73,0,65,961.8358,589.8519,521.5967,823.648,436.2061,306.8161,509.6741,263.6918,795.9257,0,0,458.577,692.2028,326.4684,818.2955,546.5469,354.2933,442.9616,395.0837,912.1311,621.2132,835.9291,456.5985,457.7741,743.5003,0,0,418.9758,0,127.6506,6286.7695,155.9617,0,1,0,0,0,0,0
4,2,653,40,8,464.4823,410.7363,0,3.8,55,0,10,1329.9788,646.6769,1192.0394,1021.0804,268.9443,428.5962,651.9586,335.7087,1431.4866,0,9,694.3801,939.3875,467.5475,1041.9473,628.5039,403.6492,656.9199,566.5818,912.3438,757.0058,837.9807,695.2104,631.9082,1474.355,1,0,558.9053,0,171.9061,9138.6522,131.768,0,1,0,0,0,0,0
0,3,16,83,11.9,477.2303,353.531,0,1.5,62,0,66,1388.917,638.2522,1208.4803,1072.2621,260.4601,419.2977,511.3362,293.2796,1435.8915,0,10,534.0394,1018.49,385.9531,839.577,560.6702,367.35,542.7499,502.0301,934.7193,532.2832,884.9151,539.6581,522.749,1614.1296,0,0,457.7531,0,147.9641,9557.8049,127.6115,0,1,0,0,0,0,0
0,0,122,405,8,497.6582,1004.4808,0,0.8,86,0,43,1013.3942,882.2579,565.2519,969.7793,883.0119,522.4025,974.8222,443.5661,812.5196,0,0,836.7186,1000.0572,668.3547,1362.1306,998.7791,622.0086,745.0503,896.5471,1013.9582,916.1664,1169.6244,952.4214,1000.5693,689.0302,0,0,804.5933,0,469.9108,7233.615,383.5566,0,1,0,0,0,0,0
0,0,279,60,-3,299.1511,513.561,1240,3,56,0,37.5,848.5954,690.1266,633.4658,696.8993,609.9048,418.1995,584.7813,271.111,793.1867,0,8,547.6324,665.6668,375.1734,899.4096,591.2914,397.657,492.9855,521.358,707.8074,645.1537,779.4581,637.5686,625.8948,736.1503,0,0,581.0306,0,171.187,5861.2298,218.0662,0,0,0,0,0,0,0
1,0,226,52,30.2,1540.0547,1731.9882,537,3.2,63,0,20,911.5926,963.4315,905.2354,688.505,1985.52,1573.376,1292.6494,600.5668,733.8526,1,7,932.3455,871.2711,757.4204,1604.7499,1538.4208,786.3255,1000.7971,1026.1517,824.5724,1307.1027,1309.5235,1826.2302,1399.1404,941.2419,0,0,1356.5809,0,1464.1758,7185.7945,1663.1794,0,0,0,0,0,0,0
0,0,317,225,14.7,631.6003,853.7627,1314,3.3,29,0,44,1159.848,1175.274,952.8107,1059.2947,1180.145,737.2653,1090.2369,571.6085,1048.5484,1,4,1044.9507,1367.6919,799.262,1689.3182,1126.734,775.3116,1253.5175,1061.5104,1189.6382,1312.1395,1314.5215,1437.3634,1148.8149,1051.7365,0,0,1156.1423,0,464.355,9144.0899,616.8466,0,1,0,0,0,0,0
1,1,157,80,9.5,549.4468,430.7634,0,2.5,44,0,15,1507.3853,633.2114,1219.8884,1063.9835,266.1782,522.4432,469.2424,328.8732,1414.7886,0,6,527.114,989.5494,424.0759,861.7221,558.6893,369.799,540.2922,507.4722,975.7424,556.5049,897.657,524.8634,579.3344,1760.8413,0,0,549.2261,0,180.2878,9829.8359,130.4131,0,1,0,0,0,0,0
2,9,188,73,19.2,680.7315,582.6508,0,3.2,44,0,31,1504.3341,945.6367,948.3136,1011.0668,558.0205,675.7099,901.7023,530.8847,1283.1015,0,5,927.4749,1159.8666,771.0326,1437.6017,952.0984,643.1478,896.9468,862.8031,1070.7104,1046.1921,1145.0862,944.7267,1193.6223,1257.3967,0,0,884.721,0,355.3376,9379.8759,322.7772,0,1,0,0,1,0,0
1,2,353,7,-0.1,621.5871,1059.3872,0,2.6,55,0,23.5,1111.1587,837.3191,896.0278,800.6151,936.3897,696.1655,870.5246,495.1085,834.147,0,7,708.0018,1078.6723,578.3051,1435.4211,1030.2169,687.9916,730.4667,913.0647,988.3816,817.0336,1264.4525,1082.1998,1144.8584,1003.9455,1,0,999,0,546.8542,7977.4005,497.7276,0,0,0,0,0,0,0
3,8,75,57,18.9,994.2527,539.4193,0,1.9,65,0,8,1680.8732,907.2218,1195.593,1300.4156,521.8088,838.2245,828.7791,505.6314,1380.2198,0,2,881.5619,1185.677,713.4736,1357.7495,1006.3034,617.1434,889.084,883.7523,1223.7022,1077.1441,1124.2948,954.6216,1086.1148,1562.3389,0,0,859.2378,0,328.9724,10653.1145,301.8311,0,1,0,0,1,0,0
10,10,159,52,25.2,202.7571,506.4154,0,3.7,84,0,5,906.8346,643.5537,406.1133,750.4227,324.4443,225.1208,570.783,351.9599,645.9078,0,7,604.0797,724.6037,484.7171,885.4805,529.6913,388.6083,521.5751,574.7241,813.3551,634.8613,695.7969,583.7983,629.703,505.2848,0,0,530.2206,0,178.146,5448.3189,127.7224,0,0,0,0,0,0,0
1,0,168,89,16.7,1583.7874,1683.2018,719,2,67,0,61,989.4081,1417.0623,958.8902,874.8486,1802.2094,1597.67,1339.9804,748.7479,931.6041,0,9,1164.4281,1125.5089,906.6432,1678.9557,1989.5971,737.4353,1470.3637,1047.4137,944.6361,1710.5153,1575.4613,2072.6611,1393.591,1247.9649,0,0,1414.5957,0,1422.9332,8648.3222,1509.6281,0,1,0,0,1,0,0
1,2,43,34,9.1,495.8277,422.3874,0,2.8,55,0,19,1495.2268,634.1799,1207.9481,1018.2307,273.1921,482.4142,467.4726,319.9487,1391.0574,0,8,530.0054,950.2343,412.0574,851.7752,535.5231,367.2037,535.7986,483.75,965.2967,519.6569,866.741,534.206,517.678,1745.2111,0,0,540.7889,0,176.782,9639.9461,133.8497,0,1,0,0,0,0,0
1,3,159,10,24.8,745.7648,773.0759,259,0.9,78,0,18,1885.2226,1166.9839,977.8043,1463.7666,800.1502,659.2199,1067.3342,464.7779,1599.355,0,8,967.658,1394.4998,771.5518,1473.8695,1229.1283,670.9117,945.3009,951.8217,1618.5874,1260.441,1549.8704,1323.6354,1225.7808,1338.6815,0,0,1100.2084,0,360.029,11827.7876,426.1831,0,0,0,0,0,0,0
1,1,256,82,27.4,1292.9436,1309.4962,757,2.7,74,0,29,944.8392,1352.6145,923.6806,806.6654,1547.1796,1302.4849,1176.8824,679.9315,786.7259,1,8,1200.9262,1111.3884,751.2778,1541.8245,1715.7533,730.0618,1374.7161,918.4974,982.5768,1698.0716,1288.0605,1846.0606,1272.9671,1049.6705,0,0,1348.0996,0,1107.0126,7893.6073,1296.0018,0,0,0,0,0,0,0
0,0,274,21,26.8,188.7567,387.7691,1262,3.3,92,0,10,916.0358,564.9161,566.6379,796.3137,372.1517,294.2199,472.1385,275.8492,796.3771,0,10,434.5552,719.9368,331.2049,749.7831,513.9179,350.9383,455.8391,439.9742,860.7811,556.3267,875.2636,466.3742,505.951,783.9858,0,1,440.2034,1.7,129.2564,6315.3318,133.0597,0,0,1,0,0,0,0
11,4,206,115,15.3,581.9205,794.336,389,1.6,38,0,53,1457.0932,871.409,1300.9573,1030.5469,777.9179,813.6138,938.5766,551.0744,1257.0786,0,0,1072.0506,1129.0238,709.9288,1392.0069,931.8492,594.728,964.8365,756.9202,1118.804,946.0029,1102.797,890.9758,975.5308,1729.1165,0,0,871.0867,0,333.3092,10125.4173,380.4186,0,1,0,0,0,0,0
0,2,105,73,24.3,708.5116,564.4241,0,0.4,92,0,19,1731.1637,886.2866,1023.6138,1265.1851,504.2409,601.9971,812.3725,449.9832,1274.277,0,10,922.0894,1115.2291,696.6219,1325.379,964.9886,585.1942,876.1075,877.2384,1154.8247,1029.3035,1151.7542,920.789,1079.919,1285.7365,0,0,851.4198,0.5,344.2219,10001.7841,291.6694,0,0,0,0,0,0,0
8,8,521,38,19.2,500.8025,620.1129,1032,3.3,32,0,38,598.4707,656.0259,551.5106,534.3679,963.8932,925.2736,808.3573,369.0126,589.6507,0,2,667.6071,600.4133,469.8613,1381.2625,796.1455,543.9519,601.3779,724.365,553.899,617.0624,739.3199,843.7366,695.6895,583.6245,0,1,715.71,0,342.8099,4751.2566,559.5758,0,1,1,0,0,0,0
0,0,211,86,-2.3,238.2313,548.9568,1044,1.2,34,0,17,840.4625,579.1082,544.8385,720.6005,423.9081,282.1266,583.5163,256.8485,731.4191,0,0,486.5979,708.5422,334.9484,904.7978,532.3289,398.0076,465.7648,434.2816,783.3384,623.2549,752.0535,573.9367,579.6513,736.9874,0,0,404.454,0,182.9854,5818.2421,151.5649,0,0,0,0,0,0,0
7,5,568,7,24.4,758.8102,1026.2171,0,3.8,35,0,36,1126.04,829.0584,957.2494,798.1287,948.9806,818.8658,959.0941,464.7096,935.1057,0,4,684.8917,1015.827,608.035,1312.0424,1047.7577,593.9528,828.1811,851.4586,1000.0789,940.1452,1194.0057,1052.2411,1042.805,1225.4954,1,0,1054.7233,0,529.7317,8251.9308,504.42,0,1,0,0,0,0,0
0,0,3,127,-1.7,920.9792,1025.265,2,0.8,61,0,51,1147.1348,1073.4145,735.245,927.2706,1443.0728,1025.7002,943.7122,626.8346,847.7478,0,4,1117.1502,1080.3683,827.2632,1557.0338,1200.7357,674.1285,1239.0408,999.003,1029.6642,1205.3282,1186.5149,1524.6894,1146.5202,884.193,0,0,1209.141,0,557.6331,7838.1386,754.2758,0,0,0,0,0,0,0
2,1,496,232,24.9,731.5044,453.8414,2643,2.9,89,0,13,3750.0575,1059.4178,3312.8602,1899.2949,360.2145,936.7898,872.8182,434.8554,3411.5849,0,8,872.2997,1426.7256,596.8408,1339.4289,859.6616,559.9018,949.9343,703.7158,1885.9705,1103.3862,1313.6729,875.8112,824.0598,5385.101,0,0,861.754,0,209.465,22385.2675,167.2823,0,0,0,0,0,0,1
1,1,211,19,3.6,1454.1417,1644.0654,567,1,67,0,26,906.4575,1183.9166,981.3806,683.2079,1795.0077,1357.8088,1206.473,658.5236,787.4515,0,9,970.0323,956.4118,814.9196,1847.782,1592.685,792.2583,1103.1599,999.1483,806.7994,1268.1874,1345.0279,1912.9318,1493.7667,1123.4573,0,1,1332.8624,0,1389.8482,7590.1939,1503.5958,0,0,0,0,0,0,0
1,2,40,27,23.3,666.4411,901.6475,0,1.3,92,0,20,952.5682,987.9628,841.6509,747.6584,860.7991,760.697,954.4814,487.586,904.3677,0,9,880.8987,1173.7507,588.7205,1358.4727,998.044,630.834,920.7996,788.7604,906.0121,1015.9823,1188.6496,995.8287,1092.2032,836.6903,0,1,941.6202,0,465.4283,7551.3479,457.5481,0,0,0,0,0,0,0
5,11,166,57,19.4,643.8326,602.9834,0,0.7,63,0,25,1709.5255,910.1457,1186.3019,1118.1673,442.8459,688.4896,831.8396,438.6285,1238.0213,0,7,883.8125,1113.9943,696.7458,1358.7779,1030.2265,638.6473,907.5354,965.878,1185.7048,1086.2337,1146.7214,887.8268,1109.3867,1349.6109,0,0,844.4166,0,367.7381,10048.0474,256.1565,0,1,0,0,1,1,0
0,0,373,89,1.7,1390.3924,1664.7203,786,2.9,39,0,30,889.5524,1059.2181,966.2949,703.348,1809.6428,1581.638,1267.0337,617.3874,689.8569,0,4,1061.0856,968.9663,803.7366,1829.3383,1532.2943,797.3384,1072.9308,989.6276,858.2203,1355.4907,1408.3909,1801.7146,1343.906,922.6435,0,0,1352.3509,0,1407.3093,7407.2732,1515.8551,0,0,0,0,0,0,0
2,2,0,59,15.5,886.7206,835.3903,0,1.3,75,0,34,1116.1905,1033.5886,774.8125,885.5725,1214.8392,959.7195,1050.7713,638.4307,870.5619,0,0,1094.5625,1069.2381,794.1933,1561.1888,1104.6195,696.134,1211.7263,975.2375,1050.8893,1170.3996,1077.1107,1478.8965,1192.8498,896.4115,0,0,1255.1936,0,454.3624,7740.787,634.9812,0,1,0,0,0,0,0
0,0,37,52,9.1,231.8993,594.7121,0,2.9,69,0,21,942.8133,622.5797,471.1267,853.156,471.0956,285.1562,571.5433,377.5929,790.2274,0,0,601.6662,840.4083,422.049,876.7596,567.5649,406.6633,549.6907,632.1268,897.1377,550.2157,808.2516,528.9777,604.9411,583.079,0,0,502.4723,0,209.2067,6186.2,185.454,0,1,0,0,0,0,0
0,0,341,71,13.7,579.106,951.7326,0,1,77,0,55,908.315,812.7109,725.0823,675.1323,768.5786,587.0168,942.5906,471.1963,849.0221,0,0,756.8436,1102.7009,577.7762,1273.2673,953.6011,627.6751,727.5379,774.4287,902.693,935.0416,1152.5343,984.5943,985.9364,897.6183,0,0,848.8772,0,491.2827,7213.0982,408.5296,0,1,0,0,0,0,0
1,1,238,221,15.3,257.1176,587.9151,0,2.3,49,0,64,877.8373,640.4897,502.2103,718.9697,531.3342,259.2358,602.0641,304.6733,787.5985,0,0,595.0756,683.5574,341.4005,804.1081,509.5342,362.7184,511.333,484.7645,792.8091,536.3587,706.4686,595.6729,572.9125,638.5048,0,0,505.5439,0,206.8158,5707.9557,209.1677,0,1,0,0,1,0,0
6,4,833,83,21.6,1906.967,518.9508,4950,5.3,34,0,26,4311.8456,1294.8496,5025.2,2238.3522,648.0123,2740.7068,845.0381,497.2452,4024.6097,0,7,1019.2886,1848.2065,711.6875,1259.5628,1094.9462,614.7354,1204.1562,804.8279,2313.0314,1332.1749,1678.3776,1204.7925,941.2283,7041.0893,1,0,1110.314,0,239.5151,28480.7123,300.9351,0,1,0,0,0,0,0
0,0,240,82,0,1493.8545,1869.853,630,1.8,74,0,38,854.9932,943.2088,829.8117,732.7455,1991.9398,1567.928,1260.18,641.6227,644.4794,0,8,932.0184,800.9747,774.1142,1864.1943,1501.403,811.6113,1029.7114,1094.1368,864.5049,1340.9834,1300.8487,1625.7767,1500.1972,828.416,0,0,1369.8354,0,1580.7229,6856.7741,1668.5566,0,1,0,0,0,0,0
1,0,175,47,24.7,506.8103,856.7837,0,1.1,76,0,37,942.4098,899.6936,633.8391,916.3248,740.0371,465.2265,942.3374,481.6731,787.8603,0,7,749.0875,962.9289,619.1769,1375.5809,857.0433,588.9565,748.0515,783.6112,932.1659,986.4063,970.5834,995.3342,855.7459,637.9537,0,0,705.8434,0,400.8154,6784.0659,321.4523,0,1,0,1,0,0,0
