"y","bus_passenger","sub_passenger","temp","wet","f15","sunny","m0","m40","m35","f0","m55","m70","m65","m20","f25","f35","f60","f45","f65","f55","most_use","m50","m45","m30","f40","wind","f70","m5","f20","dust","m60","past_rent","f50","f30","m25","rain","cloud","weekend","X8_9","X21_22","temp.sqr","X16_17","semester"
0,290,1482,11.9,54,974.592,1,444.3621,1007.2367,1595.133,545.1235,837.6275,764.7285,383.7631,3275.9792,3518.6472,1476.9466,772.6056,920.9537,539.2615,751.8286,22253.3227,926.9182,1119.6729,1981.3564,985.9596,1.7,1205.6103,753.6484,5265.9644,50,627.3796,1,860.6564,1836.0229,3303.273,0,0,1,0,0,141.61,0,1
0,349,1851,14.5,43,1149.7383,1,626.8047,1159.63,1613.768,751.2722,858.5135,820.9888,380.86,3310.5948,3619.5364,1578.2724,756.825,1005.2191,538.1002,753.2766,22794.3662,980.0694,1161.3291,1975.6074,1012.7106,2.1,1193.854,818.4131,5482.9397,58,599.2954,1,852.5215,1838.3341,3375.3134,0,0,1,0,0,210.25,0,1
1,459,2256,15.3,38,1276.5451,1,660.0781,1249.5135,1647.8565,950.7612,841.5157,843.7136,355.1149,3397.6939,3702.6835,1627.1548,756.9902,1000.9906,559.8844,774.5193,23238.376,906.4402,1218.2366,1957.199,1059.673,1.6,1194.802,915.393,5522.6126,53,613.5367,0,876.1887,1875.0514,3508.1243,0,0,1,0,0,234.09,0,1
1,434,2267,16.4,38,1384.5104,1,707.5285,1266.1824,1650.0908,1050.0029,862.8956,787.9747,369.4116,3444.3341,3835.7085,1595.6265,734.08,1140.2356,533.0573,841.6373,23734.6339,892.4075,1299.0682,2060.4778,1041.4335,1.6,1274.3308,1072.6626,5623.5229,49,579.9223,0,882.1187,1992.8197,3532.0536,0,0,1,0,0,268.96,0,1
1,541,2630,16,37,1513.2781,1,839.3375,1252.6567,1666.8569,986.6108,890.0949,853.2217,368.0996,3617.3357,3842.4823,1502.3924,685.685,1151.6058,536.002,856.2731,24038.152,896.0437,1248.8854,2034.9226,1078.3367,1.9,1268.4091,1132.5,5738.7897,47,581.9898,1,960.6538,1975.7632,3659.6092,0,1,1,0,0,256,0,1
2,522,2738,15.5,40,1566.0324,1,767.8663,1249.7926,1647.7227,1010.7536,913.0313,824.1318,358.1503,3831.3309,3986.0776,1477.8638,706.3875,1094.0877,545.651,862.5363,24535.4289,928.7815,1266.6284,2029.9856,1012.6286,2.1,1207.0477,1237.4175,5859.4978,40,567.0195,1,910.887,1912.2185,3790.732,0,3,1,0,0,240.25,1,1
0,602,2872,14.4,42,1676.9138,0,800.9088,1113.8527,1574.9198,963.7765,871.7141,891.2302,341.586,4052.9223,4180.9815,1435.3442,643.7172,1039.2935,554.1101,864.7824,25636.5249,922.3081,1228.0997,2092.0576,906.4959,1,1338.7895,1377.7192,6332.6533,31,616.1026,0,881.1784,2004.1847,3963.4615,0,6,1,0,0,207.36,0,1
2,553,2592,12.5,51,1711.2721,1,620.1134,1046.7627,1541.8816,818.3788,869.4206,861.9264,389.0152,4534.7321,4362.0907,1378.7346,642.134,976.4674,587.114,795.5614,27023.0378,915.6237,1191.6273,2149.1208,869.6695,1.8,1247.5015,1411.7834,6881.0284,36,629.3305,3,862.6921,2070.6326,4104.817,0,3,1,0,0,156.25,0,1
2,562,2628,11.1,59,1734.5488,1,712.0333,1028.2587,1551.4014,700.6933,857.5193,846.1504,371.0588,4705.4503,4522.2335,1406.8325,642.2837,955.4903,581.4455,769.9694,27918.219,905.8503,1201.9771,2177.2304,891.026,2.1,1183.6973,1315.1258,7120.6489,23,600.6332,2,896.485,2109.1135,4325.3085,0,2,1,0,0,123.21,0,1
2,519,2892,10.8,61,1652.7763,1,556.2173,967.5857,1563.1865,650.6714,815.2382,815.5333,417.3727,4597.3663,4572.1436,1418.6552,664.4544,959.1521,568.7779,778.6521,27858.1534,914.6518,1123.9444,2129.6016,842.7885,1.8,1198.6526,1172.4767,7224.4808,21,589.4732,0,860.3104,2123.125,4229.5944,0,7,1,0,0,116.64,0,1
1,520,2771,10.2,63,1522.8073,1,533.3989,1000.5027,1508.568,560.5317,830.2088,809.5348,434.5528,4610.0008,4599.9506,1412.4983,660.8132,962.382,560.223,751.3245,27484.6073,932.8575,1120.2676,2154.404,795.3746,1.5,1181.0337,1082.5753,6934.6976,15,578.9351,2,835.7239,2092.059,4172.429,0,7,1,0,1,104.04,0,1
0,428,2582,9.6,66,1300.3122,1,517.6967,960.0747,1534.1061,449.5652,777.1657,823.8673,421.6568,4438.8919,4482.2601,1400.842,660.8582,906.9517,559.2501,695.3855,26746.1963,897.0327,1059.2153,2091.8102,810.0925,2.5,1191.4014,958.4984,6740.6465,21,563.3946,1,823.5694,2037.9575,4019.682,0,7,1,0,0,92.16,0,1
0,320,1287,9.2,67,1115.5248,1,376.5994,908.3118,1384.43,370.456,748.2191,789.0693,378.6215,4069.2784,4246.6338,1315.8484,589.1399,795.6385,477.55,657.4933,25488.6986,797.6735,1038.4773,2055.7303,709.6735,2,1161.1486,764.1927,6554.9166,17,516.1975,0,738.3674,1863.1961,3998.665,0,7,1,0,0,84.64,0,1
0,153,228,8.6,68,1093.1722,1,386.5468,917.3141,1346.8803,370.6656,749.6523,785.4453,397.2722,3970.4544,4190.7274,1291.5157,588.9056,810.6232,481.1915,657.7338,25095.4716,832.5754,995.291,2005.0443,714.7084,1.2,1159.0849,709.1562,6505.5999,14,507.8707,0,704.1135,1899.09,3886.1596,0,8,0,0,0,73.96,0,1
1,67,0,8.3,69,1011.5848,0,425.357,976.8594,1432.3378,380.282,764.2495,819.7768,422.048,3968.5866,4233.0432,1381.8964,636.3944,816.612,494.2012,678.3822,25385.9747,905.7874,1073.6341,2040.5518,773.9778,1,1237.3725,734.0938,6437.8701,31,559.6256,0,749.7654,1946.5285,3945.1603,0,7,0,0,0,68.89,0,1
0,49,0,7.8,73,1022.0742,0,398.5032,988.1085,1460.0187,419.0274,769.7199,829.0556,416.9312,3920.8623,4188.362,1379.9506,643.2189,845.7771,498.7784,645.9708,25138.335,899.2091,1061.3061,2013.3685,788.983,1,1283.2129,769.2658,6350.7954,21,556.0548,0,762.6502,1938.4134,3886.5641,0,5,0,0,0,60.84,0,1
0,41,0,7.2,71,991.2197,1,417.5048,953.7163,1429.2289,403.7785,769.4607,813.0941,431.4327,3871.378,4234.4738,1373.8297,667.2642,858.6154,484.9222,651.1676,25060.7452,916.4577,1024.6966,2005.9844,783.4072,1.3,1275.8643,724.4952,6321.9419,23,563.9183,0,764.1938,1938.7619,3885.1466,0,0,0,0,0,51.84,0,1
1,45,11,6.9,75,988.1278,1,423.1538,938.8521,1392.2532,406.2162,753.8924,789.7816,420.9886,3844.432,4157.6974,1378.304,623.9945,834.3756,460.8098,669.917,24778.9439,882.5803,1015.5524,1974.7301,771.5491,1.2,1263.4002,702.2269,6256.9055,21,544.1418,0,754.8131,1936.143,3838.4787,0,0,0,0,0,47.61,0,1
0,90,666,6.7,76,917.3805,1,418.1077,932.5154,1358.4851,380.1855,745.1209,816.8798,401.8199,3711.5203,4124.281,1373.8234,634.1377,815.0514,501.3206,659.272,24373.4655,891.8982,1009.2459,1936.0128,792.5884,1.3,1277.0253,704.5913,6213.2141,21,562.7561,0,785.3865,1897.7062,3758.4226,0,2,0,0,0,44.89,0,1
0,224,1015,6.2,79,922.2924,1,401.8304,941.376,1412.3172,355.4369,753.1528,807.5677,401.8757,3596.2075,4061.597,1371.1555,667.1848,821.1149,522.445,699.7368,24156.5512,923.2064,1107.8893,1982.2687,809.5353,2.1,1261.3566,715.0968,6124.8692,18,569.1114,1,790.0208,1886.3998,3721.7363,0,4,0,0,0,38.44,0,1
1,487,2712,6.3,80,981.2283,1,475.3285,1089.9177,1477.5059,426.4871,816.3716,898.3082,443.7383,3573.6547,3903.3116,1341.7144,698.4684,889.4867,535.0798,812.7646,23490.1774,1029.1045,1157.7912,1920.836,876.0628,1.6,1342.7646,854.1814,5912.2148,20,608.7993,0,932.2253,1863.8363,3497.1037,0,7,0,0,0,39.69,0,1
3,784,4787,6.4,78,1083.09,1,458.4845,1094.4038,1394.2927,343.9708,906.4685,895.1512,455.8301,3764.3683,3511.8814,1378.757,729.44,1055.12,538.1098,786.5718,22751.0908,987.0539,1211.0985,1779.9172,1009.3309,1.5,1320.4362,1011.357,6038.3459,20,613.5949,2,964.9133,1721.5758,3161.9525,0,4,0,1,0,40.96,0,1
1,546,3068,8.1,73,1094.6047,1,502.9524,1138.6235,1459.8538,372.5281,1009.3551,952.1876,470.5904,3846.5115,3162.7012,1403.692,755.2934,1083.3014,548.7068,907.7684,21944.3839,1042.5436,1331.3255,1650.3935,1072.2901,1.7,1350.379,1085.6987,5787.2878,31,695.2378,3,1045.8109,1682.066,2951.8781,0,3,0,0,0,65.61,0,1
0,378,1648,10.6,67,1219.6507,1,531.7667,1170.0197,1423.9467,397.5013,974.6497,900.1876,470.1492,4128.9333,3177.5104,1441.3106,761.43,1110.5819,568.5472,1003.019,22521.5394,1030.2233,1331.1121,1635.0051,1152.5598,1.7,1328.8506,1254.6449,5994.9601,41,688.1992,3,1091.9935,1713.6264,3006.2468,0,6,0,0,0,112.36,0,1
0,344,1710,12.3,61,1428.5814,1,533.718,1142.123,1434.5648,390.9666,1036.5376,940.8046,441.2228,4536.3621,3135.0738,1465.7086,748.1691,1153.0363,637.1945,975.5853,23260.5572,1035.6049,1376.371,1604.6954,1129.636,1.4,1418.843,1365.8231,6300.5505,63,722.465,0,1083.2475,1705.1153,3078.4867,0,7,0,0,0,151.29,0,1
0,437,1946,14.3,55,1496.6101,1,509.2859,1123.1228,1427.5379,359.1705,1046.8357,922.9779,452.372,4638.9036,3172.572,1461.0199,817.1945,1113.4458,611.271,1021.9938,23578.1364,1065.6875,1342.602,1642.8577,1217.7522,1.6,1298.9645,1379.9028,6437.5241,65,689.6805,0,1044.0158,1723.9986,3073.7226,0,8,0,0,0,204.49,0,1
1,464,2079,14.7,52,1535.9254,1,470.2504,1133.5015,1412.0657,329.4028,1092.6291,1014.6974,504.1767,4767.312,3081.285,1475.3826,806.9443,1202.638,662.4052,1037.652,23627.268,1081.318,1355.487,1659.6808,1237.3802,1.3,1376.0384,1417.1766,6501.0987,63,710.0967,0,1084.4605,1707.3643,3023.0789,0,7,0,0,0,216.09,0,1
1,503,2387,16,45,1533.886,1,356.1449,1144.4673,1495.2056,254.1615,1089.0182,943.0439,535.1445,4873.4679,3153.3831,1498.2134,830.0898,1241.9445,652.0924,1043.738,24136.3342,1135.3231,1375.1868,1632.9874,1147.2783,2,1386.692,1452.4131,6758.8871,57,705.1379,0,1040.4812,1675.212,3048.9777,0,7,0,0,0,256,0,1
0,596,2594,16.3,43,1452.5062,1,420.1603,1112.4735,1448.1371,433.3538,1018.0641,988.2561,508.3736,4694.5807,3213.2543,1423.1657,825.1435,1217.7622,680.832,1048.3319,23505.0294,1084.6586,1381.8852,1611.3585,1147.3244,2.3,1388.4478,1331.2195,6489.9077,48,719.4693,1,1086.7502,1604.7868,3019.8386,0,7,0,0,0,265.69,0,1
3,633,3050,15.1,38,1586.4681,1,488.3704,1140.51,1527.7279,363.9789,1050.6544,897.1842,507.4175,4626.8938,3219.4753,1397.8841,799.3695,1191.0007,579.8141,991.0955,23460.5453,1094.8414,1369.38,1626.2569,1170.9637,3.7,1354.0331,1254.3557,6407.1053,47,703.5613,1,1033.647,1610.6099,3044.5921,0,7,0,0,0,228.01,1,1
2,789,3781,14.1,50,1674.2625,1,512.8366,1129.3529,1449.8197,367.0457,1002.2751,895.0494,475.654,4777.157,3469.5805,1474.1541,799.566,1114.6024,582.2352,949.326,24434.5855,1102.0494,1344.0357,1741.6779,1053.0176,3.1,1343.6107,1313.7731,6641.2937,48,717.4009,2,969.6994,1694.5399,3186.3627,0,8,0,0,0,198.81,0,1
6,1106,4338,13.5,58,1897.385,1,525.9687,1246.1147,1661.8655,407.3547,1071.9953,885.1578,482.5082,4999.285,4159.3876,1646.6477,809.9595,1183.1812,572.6083,944.2977,27818.6097,1201.9033,1475.0727,2159.2302,1116.7014,1.3,1397.8254,1508.7163,7386.4111,43,713.7887,2,1107.6704,2113.6798,3692.1028,0,8,0,0,0,182.25,0,1
1,806,2735,13.1,61,1911.9273,1,499.6759,1244.7097,1635.7153,481.6375,1021.9355,883.6178,445.5785,5042.0419,4421.9062,1595.3567,804.6242,1147.2055,586.7444,914.8377,28565.347,1179.7645,1378.2913,2167.5503,1063.7762,1.3,1379.8508,1436.1221,7576.3621,34,728.3729,4,1053.9314,2190.5563,3935.8582,0,8,0,0,0,171.61,0,1
6,591,2541,12.8,64,1855.176,1,467.9415,1230.3758,1633.3176,415.949,984.0813,861.2376,422.206,4953.5515,4473.7364,1521.0187,754.2065,1115.0301,554.6165,921.5655,28337.647,1078.9937,1379.4673,2118.2837,968.1727,1.6,1359.7741,1380.2862,7362.4699,37,684.1324,1,993.9334,2137.8696,4137.3996,0,0,0,0,0,163.84,0,1
2,641,2794,12.7,65,1690.2494,1,508.5279,1129.78,1632.2917,453.4495,911.5834,877.2533,435.737,4814.6198,4449.6568,1384.8623,729.6779,979.3709,545.862,864.4533,27765.4341,1024.9842,1256.9035,2160.1656,946.2629,1.6,1277.3073,1249.942,7169.4386,27,650.4065,0,886.958,2094.9313,4059.468,0,8,0,0,1,161.29,0,1
4,605,2439,12.6,68,1443.0545,1,529.5393,1074.892,1539.7812,390.8889,863.0306,815.6279,401.9043,4587.4174,4304.4588,1303.6256,692.6528,913.0129,512.4664,821.1724,26677.5934,936.8493,1186.8718,2098.1796,868.9304,1.3,1261.043,1119.2839,6883.5276,27,618.6017,4,860.7964,2027.138,3933.4652,0,6,0,0,0,158.76,0,1
1,364,1354,12.6,71,1025.8394,1,344.5725,944.1549,1330.5273,325.8632,800.1193,839.4977,361.2167,4209.7381,4145.8448,1265.6875,635.5582,788.1318,497.6406,707.7754,25216.0856,826.8564,1025.6621,1958.1725,720.7197,1.4,1150.089,865.1435,6625.3347,27,513.7656,1,749.68,1919.5719,3761.2088,0,9,0,0,0,158.76,0,1
2,168,276,12.6,72,1037.7869,0,362.0317,904.0967,1295.1935,325.9644,756.0685,825.3302,358.5686,4009.8208,4112.2124,1304.5051,630.9763,791.6603,488.9644,682.3312,24964.8631,825.4364,1036.3073,1963.0995,703.8117,0.7,1167.2798,857.4891,6563.0982,29,537.1573,3,736.6284,1952.3959,3764.5377,0,9,0,0,0,158.76,0,1
0,68,0,12.4,73,996.2574,0,380.2346,901.4778,1297.2342,339.6865,774.1518,845.3522,362.5628,3885.0896,4177.0565,1369.4432,654.6644,818.9081,499.498,691.9354,24898.5224,845.8929,1076.1301,1920.2938,709.8003,0.3,1212.8177,836.7503,6525.7373,32,528.1027,1,760.6472,1997.542,3726.1258,0,8,0,0,0,153.76,0,1
1,60,0,12.2,77,990.5927,1,403.8347,892.0834,1324.1832,371.7447,753.64,847.2406,375.4443,3772.5465,4190.6259,1381.2247,636.0253,833.0663,490.7389,652.0595,24803.1637,860.0495,1024.5498,1885.3623,728.4503,1.6,1231.7462,792.5787,6517.3126,39,542.1971,0,785.9525,1992.2241,3739.6844,0,5,0,0,0,148.84,0,1
0,50,0,11.8,76,998.9865,0,383.7339,909.42,1326.7574,370.3815,761.9772,822.3526,374.4361,3751.6194,4183.1646,1403.7258,610.3458,836.0908,502.3641,687.0292,24744.484,852.415,1050.5473,1878.8292,736.0078,1,1223.5968,766.094,6480.8518,33,538.9596,0,777.5425,1992.8143,3726.7215,0,9,0,0,0,139.24,0,1
0,49,8,11.6,81,961.9615,0,402.746,889.5733,1350.3202,387.3697,759.5633,831.1162,396.8486,3636.4311,4105.6173,1368.1157,642.5227,848.6092,495.4037,688.3094,24336.6113,843.2286,1054.4435,1863.722,747.3126,1,1260.7509,745.6033,6343.8059,34,550.9961,2,786.8221,1989.6674,3678.9317,0,9,0,0,0,134.56,0,1
0,97,680,11.2,78,1000.3865,1,453.1466,910.5946,1305.4407,371.1263,757.3172,843.4105,361.3921,3591.4773,4127.2975,1391.9807,620.4952,853.9321,487.5172,681.324,24316.208,822.5302,1052.5204,1886.5995,742.5374,1.3,1226.4933,721.3566,6349.5088,35,558.3183,1,784.3051,1989.0544,3674.8491,0,9,0,0,0,125.44,0,1
0,249,985,11,78,987.7886,0,441.5299,914.6591,1287.9549,358.0062,781.2732,875.4453,380.6487,3568.7904,4097.4915,1396.0694,627.3653,873.3958,548.9455,712.0584,23995.2803,869.4214,1081.9549,1888.3252,737.9891,0.2,1292.3312,700.6103,6263.0256,30,617.1257,0,789.307,1962.8567,3530.7666,0,9,0,0,0,121,0,1
0,536,2844,10.2,79,996.6867,1,477.2765,1051.818,1388.5346,378.9213,896.9375,819.8769,430.1149,3611.4599,3915.6912,1416.9956,675.6532,940.684,530.2115,765.0525,23705.2153,1024.4734,1170.7551,1880.3332,848.3784,1.9,1312.3086,916.3438,6046.9509,39,619.5138,1,885.7786,1996.2045,3449.0454,0,3,0,0,0,104.04,0,1
2,826,4978,9.7,83,1201.8968,1,547.2437,1049.6419,1465.7597,317.8128,967.1575,860.6195,467.6268,3772.8973,3531.7915,1332.9911,747.0961,1069.4659,552.4109,835.5875,22720.9762,1014.4099,1292.4675,1662.0129,989.0147,1.4,1401.2432,954.764,6040.742,33,663.6455,3,952.3075,1823.6846,3091.0971,0,0,0,1,0,94.09,0,1
1,620,3197,11,81,1317.3042,0,484.1812,1152.9038,1411.0928,312.845,1067.4925,929.8614,527.2473,3819.3662,3194.0474,1409.8634,751.5974,1142.2122,577.1709,961.5808,22028.3645,1090.1731,1296.6516,1675.6887,1035.0231,0.9,1446.5788,1128.2461,5836.3643,35,662.8421,3,1055.0085,1722.6165,2959.3252,0,0,0,0,0,121,0,1
1,381,1795,13.4,73,1423.7744,1,539.2484,1169.3018,1428.8414,308.1041,1085.7107,941.4206,529.6135,4113.7621,3108.757,1415.0893,801.0804,1205.426,619.3032,1017.59,22343.1134,1111.3139,1350.388,1671.2573,1146.1258,1.9,1538.5123,1241.3935,5954.5427,28,699.7188,1,1079.4629,1728.6559,2922.2077,0,1,0,0,0,179.56,0,1
0,366,1633,15.2,64,1574.616,1,555.4187,1135.0097,1455.3741,331.3755,1059.6889,915.1193,495.6993,4489.2367,3177.398,1522.0198,783.578,1281.953,617.6511,941.8597,23401.9469,1088.4331,1359.1802,1708.5132,1204.8082,1.3,1459.457,1348.1711,6408.4798,33,689.252,0,1107.9387,1673.1806,2967.7447,0,4,0,0,0,231.04,0,1
1,420,1910,16.8,56,1648.1145,0,617.7065,1168.8246,1486.3602,348.3504,1069.6683,922.6254,486.9781,4671.7591,3154.7563,1463.1372,801.266,1184.1176,607.7906,956.5026,23742.9191,1048.3045,1345.9953,1726.4648,1194.6051,0.9,1515.3921,1497.6085,6491.7764,53,659.6821,0,1107.0402,1735.0403,3013.6248,0,2,0,0,0,282.24,0,1
0,547,2241,16.8,50,1515.1576,1,557.5667,1269.3674,1441.4783,404.8706,1101.4553,924.5583,479.1552,4632.2849,2944.5775,1393.117,793.3721,1177.3742,603.7183,1020.0495,23339.2642,1046.1767,1386.7076,1667.6459,1163.5951,3,1397.7673,1554.6023,6610.7366,51,718.7597,1,1085.9701,1711.3524,2938.0716,0,4,0,0,0,282.24,0,1
0,489,2341,17.5,48,1472.3724,1,560.9574,1287.4666,1441.4508,468.2293,1083.1675,890.3902,524.6685,4736.0547,2971.255,1410.3335,802.5759,1239.6493,663.6633,962.6718,23543.9354,1011.6597,1349.4776,1655.6623,1208.9276,2.6,1456.1133,1507.7345,6638.6445,52,689.91,0,1071.4976,1748.3569,2942.1777,0,1,0,0,0,306.25,0,1
1,622,2598,17.3,45,1404.7278,1,372.5555,1218.2713,1483.911,387.0977,1141.2449,881.1992,510.0796,4533.2425,3069.1589,1395.466,829.7252,1183.1139,620.0406,950.5583,23209.4654,1010.0037,1327.9008,1673.528,1121.9362,3.6,1460.827,1313.1381,6422.7933,39,713.4356,1,1052.3297,1703.5228,2927.8429,0,0,0,0,0,299.29,0,1
1,743,3087,16.8,42,1439.6096,1,482.3424,1149.5874,1527.4823,497.9454,1059.2412,861.7697,469.0293,4532.3473,3096.5207,1391.9344,793.1945,1097.3551,579.9189,911.2875,23266.4718,1030.0577,1263.676,1703.9986,1196.2648,2,1359.0541,1229.9389,6295.1773,49,726.0073,0,1016.7096,1694.7209,3024.2903,0,0,0,0,0,282.24,1,1
4,820,3935,15.7,48,1556.7827,1,462.0673,1152.5135,1587.924,450.1508,1021.1271,909.5161,493.7355,4718.386,3280.0162,1433.7776,705.7737,1119.6986,561.2967,987.6821,24172.6392,1037.9337,1345.1539,1756.977,1065.022,2,1455.5967,1254.2517,6486.345,38,699.8417,2,1011.4822,1766.2562,3142.9572,0,0,0,0,0,246.49,0,1
6,1085,4363,14.4,60,1651.3476,1,471.1993,1280.046,1845.0261,433.4646,950.9538,885.98,478.3916,4830.7095,4189.8426,1572.2907,763.7708,1221.9892,575.6096,995.0449,27752.9259,1173.5962,1390.2634,2216.6217,1136.0657,1.3,1387.8437,1328.6764,7173.7604,39,707.4938,3,1061.3061,2224.8837,3699.7912,0,0,0,0,0,207.36,0,1
8,860,2777,13.2,63,1707.3561,1,463.3461,1260.5032,1691.3536,330.2442,884.8307,870.2913,470.6774,5019.7909,4368.8328,1613.6631,758.4801,1032.4525,559.4436,920.2844,28676.5485,1052.6991,1279.7784,2254.3685,1079.1266,1.6,1374.4701,1417.0932,7484.2601,46,699.8849,5,1015.8657,2231.93,4012.3495,0,0,0,0,0,174.24,0,1
3,690,2841,12.3,67,1672.7399,1,434.7809,1187.1497,1730.8917,364.1924,957.565,911.4474,452.2069,4999.9726,4404.895,1541.5186,751.7542,1064.3193,559.2187,901.4954,28821.35,1024.7798,1270.6712,2182.4499,968.0512,1.8,1373.1418,1368.2637,7581.0423,47,685.7578,8,977.2994,2207.6707,4172.9092,0,0,0,0,0,151.29,0,1
1,639,2855,11.4,71,1535.3109,1,447.6846,1125.5049,1703.8413,422.6052,924.7001,895.8511,421.3719,4838.1981,4450.9554,1478.3881,725.8277,968.5003,550.9955,857.9385,28481.3443,1044.0528,1202.732,2145.5529,872.7353,1.4,1340.6313,1315.1865,7473.5241,48,635.2121,4,881.4134,2214.5172,4176.3672,0,0,0,0,1,129.96,0,1
2,649,2847,10.5,75,1316.1319,0,471.6856,1066.4109,1584.2831,407.1736,823.1591,875.1119,428.4005,4555.3607,4310.7646,1417.121,675.5694,955.4807,569.2319,840.7867,27249.0759,952.9197,1193.1203,2132.8005,784.5012,0,1322.703,1225.6577,7101.3731,56,632.404,2,813.6862,2068.708,4078.6649,0,0,0,0,0,110.25,0,1
1,404,1466,10.1,77,1153.3197,0,393.433,939.1687,1469.2909,295.9429,746.2517,782.6858,375.5791,4233.5431,4200.8012,1262.3792,622.8238,830.5032,514.9783,706.0135,25487.3711,827.3867,1056.996,2007.8261,687.7876,1,1188.4683,945.0378,6557.7569,46,536.1979,0,765.9177,1928.7974,3826.9763,0,0,0,0,0,102.01,0,1
1,200,355,9.8,79,1023.5009,1,371.571,916.9657,1380.8846,320.5039,746.0868,803.5676,389.7255,4070.9842,4146.6073,1286.8062,612.4999,838.9743,508.6246,705.0284,25114.5666,777.4547,992.3125,1942.1095,685.7015,2.1,1174.3272,904.6875,6566.37,49,535.4183,0,744.8368,1890.9576,3829.8472,0,0,0,0,0,96.04,0,1
0,85,2,9.3,82,1012.1132,0,351.0614,922.4372,1338.88,338.1288,732.3261,805.2173,392.5445,3989.1659,4165.019,1319.0258,619.1107,814.2072,522.261,685.8845,24938.8775,778.5245,995.0177,1954.5438,707.951,0.6,1217.7851,901.2102,6487.5716,60,544.8242,0,763.2439,1860.6092,3824.0622,0,2,0,0,0,86.49,0,1
2,67,0,8.7,85,986.1459,1,389.3961,945.8154,1346.7285,349.807,770.7125,790.5638,401.4628,3922.8373,4195.5571,1338.4203,622.7693,808.7234,523.9939,680.1184,24812.9904,771.2978,972.4358,1940.0203,716.7759,1.3,1254.0534,856.231,6414.4334,58,520.7057,2,785.8866,1883.4077,3771.5858,0,5,0,0,0,75.69,0,1
1,47,0,8.3,84,987.3397,1,362.0729,947.4761,1302.4375,341.8468,786.2254,795.8611,394.1846,3815.7989,4174.2143,1347.4288,608.9118,799.7054,527.6485,697.7075,24647.6254,793.2081,980.5666,1929.0348,735.3299,1.8,1258.0796,817.6115,6439.5799,43,499.689,2,775.0522,1900.625,3738.5062,0,0,0,0,0,68.89,0,1
0,45,15,8,86,962.2773,0,408.9801,989.6324,1367.7054,348.4197,751.9878,785.6285,408.9825,3812.4127,4154.5217,1344.943,614.6507,819.6834,529.291,694.6948,24594.8812,808.5795,959.7248,1928.0402,733.7603,0.8,1273.3214,763.0195,6383.0421,43,516.9374,0,773.1616,1879.5404,3724.6757,0,0,0,0,0,64,0,1
0,118,665,7.6,89,933.167,0,419.7744,970.4438,1385.521,384.0233,747.264,828.3235,388.0078,3729.4674,4147.3392,1343.2356,617.496,839.928,527.3376,696.4933,24460.4496,803.8815,950.8628,1948.7396,742.9808,0.6,1305.0702,777.7184,6347.9509,47,520.5874,0,768.6621,1871.5409,3686.655,0,0,0,0,0,57.76,0,1
0,249,1000,7.3,88,938.9821,1,409.7533,997.1204,1388.3713,386.6098,811.6552,810.5336,399.1231,3677.4201,4091.868,1381.9963,631.6723,857.5013,568.3197,716.5426,24235.8656,869.6927,1010.3796,1951.9508,717.5914,2,1329.5325,764.1775,6266.3697,40,567.9805,0,768.8875,1894.7269,3583.1625,0,0,0,0,0,53.29,0,1
1,522,2883,6.9,91,1004.5071,1,481.1917,1118.853,1445.988,395.3406,942.8603,814.4081,453.8627,3666.4314,3927.6532,1332.799,689.4902,935.6929,580.5203,800.597,23608.4853,952.6833,1165.6844,1906.3718,871.1549,1.9,1345.7306,918.1602,6082.587,42,620.9298,0,896.0818,1797.5383,3449.1166,0,3,0,0,0,47.61,0,1
1,872,5016,7,91,1153.5211,1,560.9904,1120.6217,1399.9278,411.4336,995.837,832.127,466.9728,4018.9681,3510.2685,1340.3741,696.2553,1066.259,602.6674,791.181,23032.0105,980.2749,1245.7955,1782.0397,947.5911,1.7,1408.2682,1114.0312,6190.6591,36,664.5156,0,1018.6964,1690.4256,3099.3476,0,6,0,1,0,49,0,1
0,618,3180,8.7,87,1103.1959,1,573.8672,1121.1459,1382.7282,307.2045,1022.1228,920.0249,483.1531,3970.2306,3132.9735,1361.0778,752.5088,1188.5997,609.5641,874.3773,22138.4016,1057.9709,1233.0474,1664.6683,983.7731,1.9,1542.3973,1105.3443,6040.3776,45,668.4085,2,1085.1807,1602.8258,2983.5198,0,8,0,0,0,75.69,0,1
0,384,1885,11.1,79,1276.2398,1,524.0606,1205.5718,1433.5081,292.9205,1028.4509,859.9449,493.8052,4188.2323,3122.7703,1404.2957,750.0529,1263.7091,621.305,931.6017,22533.2266,1005.0786,1211.929,1664.9561,1114.6988,2,1441.3794,1201.84,6109.6553,67,734.3015,1,1074.3306,1645.4235,2964.3853,0,7,0,0,0,123.21,0,1
0,341,1719,13.3,67,1459.1987,0,551.6356,1183.7161,1492.7165,335.5258,983.3798,873.5104,475.8486,4555.3742,3147.2238,1481.6234,751.8086,1212.3257,615.9296,972.4126,23443.6649,1018.9262,1276.3572,1665.7309,1071.6633,0.9,1443.8635,1381.8418,6365.2562,73,680.7139,0,1079.3856,1712.6788,3023.0611,0,4,0,0,0,176.89,0,1
