"y","m5","temp","bus_passenger","past_rent","sub_passenger","f15","wet","f45","m20","m45","f20","f0","m65","f35","m0","f40","f60","m70","f50","m50","m60","f65","m35","m30","m40","f55","dust","m25","f70","rain","f30","m55","f25","wind","sunny","cloud","most_use","semester","X12_13","X20_21","X22_23","X1_2","X9_10","temp.sqr","X21_22","X17_18"
0,903.1102,23.8,397,0,1711,1166.4969,82,1127.0357,3150.1298,1158.3856,4842.7488,424.7294,478.8953,1377.5115,626.0344,1143.8016,750.7562,1002.4513,1033.5924,1063.9561,715.2717,642.6486,1425.4582,1558.0779,1156.7205,961.6273,31,2672.3259,1212.9526,0.7,1681.9274,1130.1253,2989.3542,0.7,0,10,19697.5337,0,1,0,0,0,0,566.44,0,0
0,911.858,23,457,0,1880,1241.5648,85,1161.2483,3225.0404,1294.8505,4917.1795,451.048,518.2516,1303.3372,723.3188,1144.3877,793.4008,1076.3376,1063.7821,1103.0969,677.423,637.8496,1492.4932,1534.7493,1203.9791,955.6953,22,2727.6149,1243.5705,0.3,1739.1563,1142.1298,2964.5712,2.8,0,10,19904.142,0,0,0,0,0,0,529,0,0
1,857.0583,22.5,470,0,2041,1348.283,90,1167.4396,3256.7314,1264.4634,5047.4709,423.1461,536.7453,1360.2457,608.9915,1080.0159,758.4032,1034.9632,1110.7813,1169.5709,726.8701,655.9485,1516.1543,1619.2814,1243.0169,975.1336,23,2795.1937,1236.8638,0.5,1691.8913,1068.9421,2954.9723,2.4,0,10,20241.941,0,0,0,0,0,0,506.25,0,0
4,961.7068,22.1,574,1,2258,1395.5846,63,1185.8255,3329.3638,1251.0817,5108.5366,373.0308,506.153,1368.7546,417.2121,1127.6526,763.1298,1028.2332,1075.9283,1159.821,723.8505,642.0672,1501.7291,1632.5463,1206.6862,976.6856,7.5,2816.5394,1246.2011,0.1,1710.1257,1017.252,3030.6344,1.6,0,10,20498.2299,0,0,0,0,0,0,488.41,0,0
3,946.63,22.5,629,1,2812,1378.7283,71,1148.6318,3322.9883,1245.9418,5185.3577,481.1098,498.0214,1385.5004,477.8105,1155.3528,754.8043,953.2796,1059.9265,1094.615,664.4311,563.1284,1569.3433,1685.2506,1155.5864,984.5175,13.5,2858.3929,1125.4273,0,1729.5276,1056.5339,3118.9386,2.4,1,10,20855.2994,0,0,0,0,0,0,506.25,0,0
4,1121.1989,22.6,740,4,3640,1491.9255,79,1222.4065,3428.0643,1238.7572,5400.941,553.565,469.728,1373.0702,521.3035,1057.0196,740.1569,1011.0374,1008.4546,1116.0435,664.4071,566.7708,1626.2401,1753.044,1129.6178,1004.9959,32,3067.0253,1136.1256,0,1825.4521,1016.6449,3230.2021,3,1,10,21704.0391,0,0,0,0,0,0,510.76,0,1
7,1153.0075,22.5,1076,2,3953,1750.4713,79,1198.6413,3789.3985,1301.2469,6247.2125,582.7445,505.1598,1426.6069,423.3386,1073.0137,730.0804,977.6446,1037.5461,1107.3945,683.6361,586.4987,1772.8779,2088.8721,1211.6266,1033.3016,21,3472.8105,1242.9768,0,2213.0515,991.144,3946.0204,2,1,10,24956.8503,0,0,0,0,0,0,506.25,0,0
2,1200.3738,22.2,747,5,2959,1714.5601,79,1183.1917,4169.0526,1219.375,6795.4272,565.4281,503.6555,1486.1265,442.7591,945.7203,710.5821,939.9109,969.4569,1064.4808,680.5106,572.6145,1780.6121,2175.3396,1232.7413,956.4837,22,3816.2187,1306.1685,0,2206.7315,952.5631,4152.4598,1.9,1,8,26581.968,0,0,0,0,0,0,492.84,0,0
9,1265.8841,21.9,617,5,2745,1593.7133,79,1099.9553,4303.9024,1239.9308,6762.8247,571.7276,480.0774,1468.4509,472.1175,917.9975,705.4189,930.322,983.1125,1035.0005,709.5935,549.8924,1702.9393,2162.8816,1142.8772,924.6524,18,3968.8872,1225.6888,0,2135.0319,938.8769,4249.3318,2.6,1,9,26754.2498,0,0,1,0,0,0,479.61,0,0
4,1098.5868,21.7,650,5,2990,1421.1835,79,1019.386,4261.5875,1178.0435,6692.3153,541.1979,467.017,1335.9369,453.9827,879.2173,692.9554,972.5887,906.9669,1024.2363,649.6642,538.614,1661.6236,2130.7889,1093.9298,857.3492,17,4021.8293,1170.9969,0,2150.2704,946.7288,4266.1142,2.7,1,7,26520.4661,0,0,0,0,0,0,470.89,1,0
2,1046.8135,21.4,685,7,2751,1250.0386,79,955.6733,4259.4905,1143.7369,6334.275,451.1125,437.7454,1303.7376,505.5724,847.1596,707.3446,940.8685,866.5184,902.5475,656.2945,542.6326,1560.4844,2092.4485,1072.1224,816.1022,12,3965.4671,1211.2817,0,2058.9874,908.9854,4284.4059,0.6,0,10,25859.2964,0,0,0,1,0,0,457.96,0,0
2,829.6608,21.2,453,2,1772,1112.7028,82,776.2026,4025.4971,1003.2833,6092.8818,389.1518,400.9288,1273.5122,420.395,762.2573,694.1197,838.2405,789.7339,843.4057,601.1962,504.7424,1426.1986,2063.3027,1018.4515,676.0826,17,3864.5556,1157.5211,0,1937.194,829.9028,4081.1213,1.7,1,10,24764.2633,0,0,0,0,0,0,449.44,0,0
6,762.112,21.1,252,1,667,1083.9361,81,770.2607,3988.5646,972.6393,5984.9748,391.7897,399.531,1225.3282,427.7672,765.8459,682.783,808.1349,760.4937,797.8893,597.2045,485.9395,1388.8306,1977.8782,957.5031,680.0854,14,3799.9311,1135.1972,0,1942.0932,835.3232,4090.6979,1.7,1,6,24398.2986,0,0,0,0,0,0,445.21,0,0
3,732.8827,20.8,153,3,0,1099.2493,82,759.0718,3894.7531,951.4162,6020.5051,385.4526,417.0576,1221.4999,404.6962,805.1467,689.4067,845.7333,769.7712,826.5903,569.7798,478.5391,1403.631,1979.5828,975.9802,710.7069,13,3785.4213,1169.1499,0,1955.9654,844.2424,4086.7789,2.3,1,8,24348.1375,0,0,0,0,1,0,432.64,0,0
2,729.0588,20.8,91,0,0,1116.1045,83,793.5347,3810.6438,997.5171,5935.5287,372.4115,411.2963,1249.1681,424.4572,782.2587,684.5497,848.7409,767.7996,854.4155,590.2089,479.9715,1371.8931,1993.9914,930.9169,704.943,12,3733.3707,1191.7169,0,1952.4813,837.0673,4102.9216,2.4,1,8,24149.9987,0,0,0,0,0,0,432.64,0,0
0,687.8831,20.3,80,1,0,1081.1264,85,786.8193,3724.5319,1000.8433,5914.0287,388.9358,394.9274,1263.693,430.9787,758.1531,678.1218,803.0738,755.2311,824.7953,587.8348,474.8912,1361.335,1995.4379,921.7197,680.4379,18,3679.2406,1197.8805,0,1992.6934,859.3182,4086.4367,1.8,1,0,24017.3972,0,0,0,0,0,0,412.09,0,0
0,701.2534,20.4,50,1,12,1043.1787,87,803.2009,3596.5511,1013.4848,5825.8915,378.5881,405.744,1284.9764,395.3247,760.3642,667.7916,821.3633,743.5328,804.9927,576.0766,468.416,1374.2981,1958.6667,909.3985,675.6039,20,3644.3293,1213.7802,0,1966.3433,849.0921,4065.2734,2,1,8,23716.3298,0,0,0,0,0,0,416.16,0,0
1,685.9358,20.5,108,0,693,1006.8285,86,831.5585,3503.2303,1007.8217,5754.706,361.4089,373.232,1308.8451,431.502,753.7507,670.7698,843.3115,788.2793,817.9604,629.2174,491.7202,1354.1134,1969.1776,933.9807,693.789,15,3631.8362,1236.589,0,1970.4717,829.1864,4052.5468,0.8,0,2,23544.9271,0,0,0,0,0,0,420.25,0,0
2,657.4476,20.1,242,0,955,960.7085,88,792.8029,3347.0593,1052.1367,5733.6856,346.8866,359.5164,1281.4975,424.9909,778.1087,694.2919,807.8524,794.4279,833.3871,602.1584,538.272,1334.7359,1947.9887,947.5684,754.0752,22,3542.8777,1275.0738,0,1915.2167,837.2541,3966.7118,0.9,0,0,23069.7732,0,0,0,0,0,0,404.01,0,0
1,844.2672,20,544,1,2657,1001.5912,89,876.8078,3215.4467,1100.6997,5525.4306,444.6813,393.5896,1340.7171,456.3877,822.4808,688.8282,884.3813,898.2241,967.3178,646.2392,527.2692,1370.0893,1902.5476,1082.9972,790.4361,26,3388.9625,1310.994,0,1959.0756,905.7459,3832.5748,1.4,1,2,22534.8442,0,0,0,0,0,0,400,0,0
1,916.5123,21.3,827,3,4441,1008.5524,87,990.9611,3043.6055,1193.1839,5134.8681,438.2552,451.1415,1297.8308,543.6426,1005.3762,731.7825,956.5601,963.1943,1032.7704,679.4899,586.9261,1387.3498,1787.9231,1103.9185,846.8946,23,2956.9507,1362.4812,0,1755.4554,967.3551,3366.6198,2,1,0,20730.6032,0,0,0,0,0,0,453.69,0,0
3,886.6801,22.8,601,7,2725,1110.7927,80,1108.3243,2910.6686,1234.9898,4741.753,457.8499,461.8313,1310.1496,586.0774,1068.8539,802.8625,1021.4923,1099.6391,1075.8691,745.6724,598.3884,1399.829,1697.7589,1101.3664,929.0985,21,2741.6978,1379.3248,0,1641.9083,1070.498,2970.1758,0.9,0,7,19413.941,0,0,0,0,0,1,519.84,0,0
2,873.659,23.9,426,3,1651,1081.1535,75,1199.9136,2974.6783,1284.9027,4662.3129,457.1188,477.4089,1297.6163,571.5569,1149.7691,792.5628,994.5906,1093.5672,1152.2104,771.6799,589.605,1370.9259,1690.8201,1129.0436,971.7737,41,2685.1195,1393.8397,0,1715.1624,1086.9704,2926.3621,2.1,1,6,19322.9975,0,0,0,0,0,0,571.21,0,0
4,857.7536,25.6,378,1,1585,1191.3883,71,1250.331,3050.1405,1175.5031,4758.9712,472.0828,488.7283,1400.0342,590.7943,1164.3846,803.7993,896.3599,1053.4085,1129.8199,714.2397,610.5739,1452.2085,1642.4264,1151.6076,1026.0395,45,2713.1754,1184.6668,0,1720.4221,1036.0683,2980.4598,1.2,1,6,19717.8381,0,0,0,0,0,0,655.36,0,0
2,859.5169,26.5,430,2,1850,1238.2514,64,1164.3181,3241.1838,1221.9035,4901.0505,437.8045,462.5565,1458.7464,620.1767,1162.4702,744.6884,872.4817,984.0026,1111.1841,690.1335,594.2711,1485.377,1583.5377,1182.9936,1027.9828,43,2709.3186,1123.0282,0,1826.1006,1059.7316,3010.2949,2.3,1,4,20215.6095,0,1,0,0,0,0,702.25,0,0
3,725.9669,27.3,458,3,1934,1218.5929,61,1142.482,3250.9131,1284.7658,5018.8502,561.2094,510.1617,1369.6819,753.885,1213.6535,731.8702,945.8067,1026.9698,1094.2862,717.8517,632.9022,1534.7461,1594.9349,1215.6128,1074.1417,47,2758.1216,1210.4449,0,1803.3162,1147.3189,3101.3451,1.9,1,4,20431.9091,0,0,0,0,0,0,745.29,0,0
4,757.4587,27.4,576,3,2158,1345.7457,58,1084.3576,3337.3163,1223.4178,5060.3174,318.1966,496.0558,1419.2271,425.6137,1130.6202,749.5016,949.5754,1044.6518,1078.8622,698.5863,628.3241,1515.225,1647.4286,1212.1568,1131.3594,53,2734.4011,1213.6041,0,1780.0187,1159.8013,3029.1339,2.5,1,6,20523.0681,0,0,0,0,0,0,750.76,0,0
2,882.0843,28.2,624,1,2523,1576.4122,57,1164.3938,3342.5174,1291.521,5150.6565,552.1652,504.6816,1358.568,462.6124,1136.9615,787.531,943.6995,1051.0946,1123.1967,691.9919,655.9843,1574.3372,1630.5259,1164.6528,1115.2058,48,2813.2317,1276.052,0,1827.2811,1099.4509,3060.71,3.8,1,6,20757.8278,0,0,0,0,0,0,795.24,0,0
3,1064.7175,27.9,653,4,3079,1679.7548,60,1163.8887,3469.7732,1251.1433,5236.2588,644.4917,515.0589,1295.707,590.1678,1037.1432,838.2322,919.9087,1027.401,1150.4962,710.3506,604.1332,1564.1334,1749.6213,1164.4895,1064.718,49,2904.4072,1186.6323,0,1827.62,1054.4595,3223.7732,4.2,1,7,21271.2941,0,0,0,0,0,0,778.41,0,0
0,1152.6826,26.6,796,4,4119,1799.9802,61,1152.6875,3667.4442,1205.8525,5462.2128,545.5046,487.8845,1429.349,523.13,1039.6139,795.1215,891.9792,995.059,1137.5337,738.6026,597.4528,1630.9007,1779.1692,1181.8209,982.5372,54,3051.5358,1231.9838,0,1869.0223,1004.4652,3420.5957,4.1,1,8,22310.2297,0,0,0,0,0,0,707.56,0,1
8,1267.5202,25.9,1037,1,4558,2003.3719,67,1122.7809,4149.5792,1284.6133,6088.0204,572.5913,496.7764,1478.9831,433.7874,1132.8136,758.3128,870.97,1052.2543,1191.2822,709.4971,596.7381,1812.2906,2084.472,1244.1276,954.953,31,3776.7546,1265.3683,0,2298.1982,952.7255,4153.4469,3.4,1,8,25841.745,0,0,0,0,0,0,670.81,0,0
1,1334.2806,24.8,848,5,3186,1987.628,69,1127.134,4431.2419,1329.8021,6575.5966,632.4416,463.9866,1463.4024,422.0753,1087.2058,770.2144,914.6399,979.0367,1137.252,729.6066,610.9023,1851.5948,2389.8496,1332.0223,908.5944,28,4159.6478,1307.447,0,2319.764,905.9524,4501.2057,4,1,7,27692.3028,0,0,0,0,0,0,615.04,0,0
3,1317.1414,24.1,689,4,2988,1943.3156,77,1114.6223,4796.0765,1265.2543,6938.8518,571.6144,442.0369,1454.1738,434.6443,1019.8604,746.4052,873.9897,947.7514,1075.2949,721.1796,600.3984,1750.6429,2393.9426,1248.0074,873.4012,37,4511.6809,1280.2126,0,2253.3089,925.208,4696.6471,2.5,1,7,28795.3245,0,0,1,0,0,0,580.81,0,0
0,1262.2371,23.7,701,3,3168,1772.0237,79,1023.9325,4965.9023,1176.0731,6940.9774,487.7481,450.4759,1379.5927,506.2673,989.0644,735.8416,868.762,819.2352,1047.6558,701.3385,595.8712,1750.658,2405.9822,1205.8131,869.2322,31,4635.5228,1270.9087,0,2227.4423,900.898,4816.9487,2.7,1,3,29123.0264,0,0,0,0,0,0,561.69,1,0
4,1080.557,23.4,717,0,3436,1519.2335,80,957.4105,4868.2494,1106.9798,6745.2159,497.2214,436.234,1290.1121,463.3963,935.4922,708.8784,878.5353,792.7529,975.3786,682.0362,585.3748,1690.2406,2295.9517,1114.7537,871.91,32,4748.0611,1209.0645,0,2152.2901,864.2518,4722.6104,3.3,1,3,28512.7313,0,0,0,1,0,0,547.56,0,0
8,842.8916,23.1,491,4,2581,1309.9902,82,776.843,4560.3941,1028.9738,6335.9624,378.92,376.2097,1290.3535,427.7262,795.7649,679.6796,759.047,760.4716,803.5453,565.6831,512.0782,1594.7118,2175.7413,1012.2742,665.8847,35,4515.5303,1151.6769,0,2055.4892,833.0752,4441.5095,2.5,1,6,26969.6921,0,0,0,0,0,0,533.61,0,0
5,842.1655,23.1,468,5,1,1254.9392,82,801.2871,4414.0788,989.0935,6237.8884,410.2646,368.3402,1285.4309,453.4546,806.8121,662.7659,755.3243,740.0386,784.4498,561.7537,515.3908,1548.6031,2108.9043,987.941,661.7231,41,4277.0836,1107.6663,0,1974.2593,791.7541,4301.7899,2.2,1,8,26148.0383,0,0,0,0,0,0,533.61,0,0
2,836.2322,23.2,183,7,0,1175.134,80,796.3003,4292.0034,1005.6055,6134.2425,443.6203,395.5039,1249.3854,402.3358,799.0325,675.607,807.5888,743.4447,770.4861,588.034,519.0926,1452.3208,2018.3389,941.3727,658.2201,40,4222.4787,1159.2458,0,1992.8824,811.7584,4227.6489,2.6,1,8,25589.301,0,0,0,0,1,0,538.24,0,0
3,810.8384,21,93,1,0,1142.7147,88,804.3599,4117.2517,1006.1556,6055.7957,442.7308,406.6238,1303.2805,434.3584,806.9601,664.9937,780.187,751.3756,793.4771,589.1672,516.6403,1422.4099,1999.0265,978.8547,646.2352,51,4085.5191,1177.614,15.6,1972.8058,815.7093,4164.3854,5.4,0,10,25120.4746,0,0,0,0,0,0,441,0,0
1,745.0286,20.7,68,3,0,1141.9948,91,802.0776,3905.9269,958.1752,5968.184,443.7674,410.1592,1308.714,420.9341,807.396,661.5978,811.3309,728.8977,803.6263,621.6509,523.3754,1430.8924,1933.1459,948.2445,623.7273,37,4015.6543,1144.6147,2,1945.3909,850.9602,4141.709,2.7,0,1,24649.6174,0,0,0,0,0,0,428.49,0,0
0,728.5028,19.4,53,3,13,1100.6742,85,815.8638,3756.765,954.1605,5872.8134,440.4243,408.3882,1296.9258,450.0881,805.6773,660.24,786.4471,750.6487,819.162,571.626,513.7838,1409.1587,1899.0136,914.0546,623.317,13,3895.1362,1174.3913,0,1927.4624,819.1209,4020.1981,3.2,1,8,24077.4732,0,0,0,0,0,0,376.36,0,0
0,656.5379,18.9,113,0,746,1015.8057,84,834.891,3543.097,1012.7664,5721.4489,436.7842,399.6943,1288.9975,448.1228,786.298,645.5155,792.3701,746.3576,812.2574,574.5455,525.1478,1381.5498,1841.2343,909.2623,651.7676,16,3734.8639,1181.2984,0,1906.6703,806.1712,3966.6228,0.6,0,8,23384.4845,0,0,0,0,0,0,357.21,0,0
0,618.0778,18.1,179,0,725,969.0609,82,788.8112,3449.0116,986.6441,5647.5719,451.708,389.824,1256.2934,464.6747,796.2282,658.2518,774.1615,753.0512,815.5255,555.0849,509.1863,1384.1106,1829.7601,871.7638,704.0185,16,3677.1694,1212.0057,0,1883.7631,766.1425,3893.3131,2.1,1,6,23020.9932,0,0,0,0,0,0,327.61,0,0
0,658.3024,17.7,195,0,941,887.2144,85,820.695,3350.6999,973.4244,5445.1851,441.4133,406.7422,1242.8289,429.5393,817.7882,648.9323,747.1388,731.5579,835.0545,578.2985,528.4014,1357.6309,1778.8907,917.3843,675.9149,12,3604.9051,1151.0015,0,1881.2081,798.4824,3776.3982,1.9,1,2,22437.7469,0,0,0,0,0,0,313.29,0,0
1,623.7455,18.3,390,0,1477,903.8601,77,818.9424,3295.7822,1022.3121,5204.3003,490.69,397.0812,1251.7508,449.268,842.7093,684.7863,819.0967,754.2106,829.6134,575.4184,533.2211,1401.7096,1772.5893,914.0715,717.105,19,3456.0682,1093.2023,0,1854.8223,788.1252,3650.1598,2.1,1,2,21887.1825,0,0,0,0,0,0,334.89,0,0
1,658.5819,19.5,409,1,1889,974.5009,63,906.4762,3203.3627,1088.8809,5032.3757,548.6459,428.6511,1247.8801,500.8957,906.6794,698.833,763.4276,785.6286,895.7191,559.0595,566.4098,1434.0791,1751.0925,1015.5214,771.4378,19,3337.8363,1173.1986,0,1866.2955,782.08,3505.1182,2.4,1,0,21378.0401,0,0,0,0,0,1,380.25,0,0
5,722.4454,21.2,369,1,1818,996.3175,54,949.8624,3061.8758,1132.272,4953.2699,658.2663,449.6228,1371.2741,630.0324,1019.5061,732.4691,786.8181,833.0405,880.906,614.4696,556.3443,1467.1252,1795.4674,1063.0945,840.8107,18,3307.7032,1165.9426,0,1953.7205,811.376,3479.2809,3.2,1,0,21389.717,0,0,0,0,0,0,449.44,0,0
2,787.7037,22,398,2,2056,1155.9447,45,1042.0915,3165.5985,1182.7535,5031.341,811.6693,430.4035,1446.2085,662.1534,1113.907,736.8718,819.3997,914.3386,958.5067,653.0204,536.7842,1543.0595,1906.8922,1146.382,924.2052,24,3337.7744,1014.2116,0,1969.8346,875.7074,3524.2076,4.2,1,0,21924.9163,0,0,0,0,0,0,484,0,0
1,905.7187,23,460,5,2399,1287.8686,49,1150.3556,3346.2382,1171.9904,5036.0278,926.2431,448.2085,1550.5548,806.8072,1131.4715,709.8007,830.0283,958.1563,934.3246,656.4156,553.2538,1617.7422,1979.2409,1172.715,988.5169,17,3470.1489,1061.9229,0,2101.3058,941.9182,3610.0874,3.4,1,0,22711.346,0,1,0,0,0,0,529,0,0
3,990.9018,23.6,567,0,2583,1530.2308,45,1191.9309,3428.7023,1240.3321,5193.1278,1039.7612,422.1173,1586.6633,691.6243,1185.2495,717.8924,828.4834,964.7928,946.5197,651.3911,528.447,1630.7424,1938.8091,1220.9124,994.5508,13,3617.8425,1133.8317,0,2104.1567,904.7804,3804.1977,3.8,1,1,23304.2418,0,0,0,0,0,0,556.96,0,0
1,1162.8064,24.4,595,2,2840,1698.4032,47,1262.6945,3553.7195,1218.5382,5423.1316,1087.4072,439.1578,1555.6126,740.8111,1170.0559,739.9274,864.8712,998.6688,971.0618,700.1723,534.0654,1707.2815,1935.2965,1155.102,1024.2523,22,3624.8543,1203.7979,0,2092.5526,939.3219,3833.2505,3.9,1,1,23725.6991,0,0,0,0,0,0,595.36,0,0
1,1241.9981,25,644,3,3223,1899.4353,45,1285.9667,3762.4054,1167.2724,5551.3683,1205.9761,416.3904,1635.4632,820.9681,1144.8637,679.4245,908.8667,997.7474,1064.6195,691.6534,601.9361,1753.4024,2013.9076,1215.6842,965.3307,14,3757.7903,1208.2588,0,2089.7923,959.76,3922.5776,3.3,1,0,24486.7071,0,0,0,0,0,0,625,0,0
0,1270.7122,25.1,696,1,3878,1914.3808,43,1304.6333,3829.7867,1160.1731,5645.2763,1177.8779,442.8598,1575.9046,730.5688,1109.7568,709.4946,893.95,977.532,1045.6799,725.1568,607.9967,1721.6541,2015.0214,1170.6462,1044.3598,17,3826.7007,1254.0167,0,2065.8676,892.3917,3941.0936,3.4,1,0,24621.305,0,0,0,0,0,0,630.01,0,0
4,1446.4881,24.9,730,0,3507,2017.4037,46,1241.4544,4129.8472,1185.9838,6040.6673,1105.9863,412.8546,1695.7604,812.8101,1199.0936,720.1104,888.4443,968.6221,1079.8142,686.855,601.5668,1802.9838,2180.9248,1192.5071,1006.8647,28,4024.5224,1258.7398,0,2184.365,945.229,4199.9381,3.7,1,0,26259.009,0,0,0,0,0,0,620.01,0,1
2,1627.5522,24.5,654,2,3298,2035.7722,48,1137.6287,4568.9177,1228.9515,6591.1391,982.1899,432.5565,1574.8874,759.6124,1004.8666,732.1513,877.392,921.048,1006.8253,674.0471,598.0636,1770.3315,2300.3314,1237.2163,869.6936,22,4267.9361,1179.0161,0,2175.7881,986.7247,4370.3761,2.7,1,1,27619.7074,0,0,0,0,0,0,600.25,0,0
4,1673.2613,23.1,645,4,3199,2064.5242,52,1085.1446,5052.4754,1213.8305,7139.5965,865.8826,455.529,1605.4203,655.623,1047.0243,713.1843,838.3024,928.5163,1006.3753,701.0908,557.6922,1777.6944,2345.3489,1171.1932,870.6886,22,4473.9727,1185.6861,0,2207.5265,935.2953,4636.4829,2.7,1,0,29238.5176,0,0,0,0,0,0,533.61,0,0
6,1583.539,22,598,4,3478,1991.5971,56,1107.0153,5220.8612,1208.4685,7563.145,713.7873,435.2567,1557.2661,548.6486,1032.306,720.1602,828.0242,969.4779,1000.5122,691.1729,564.0361,1764.3418,2347.6816,1184.0845,895.1591,16,4634.0464,1240.7648,0,2112.242,964.7195,4676.4683,1.9,1,2,29876.0524,0,0,1,0,0,0,484,0,0
5,1413.2,21.2,595,13,3676,1778.1729,61,965.2622,5361.3017,1131.7231,7493.4949,648.8008,431.0551,1514.4221,545.9797,960.6496,680.9828,883.9833,905.9531,951.0683,661.5633,573.393,1780.6841,2392.4573,1129.0587,807.1574,5,4761.0765,1269.2573,0,2162.2528,935.4533,4715.8732,2.7,1,2,30181.5626,0,0,0,0,0,0,449.44,1,0
5,1274.9076,20.7,700,7,3800,1669.8706,64,915.2927,5294.5553,1068.8945,7144.7044,568.648,430.495,1518.566,523.1152,963.3183,700.5227,842.9719,879.8564,920.4201,639.2689,569.7402,1625.1765,2310.7217,1127.6912,792.4339,19,4716.9925,1229.8451,0,2101.3199,894.1909,4492.9669,2.3,1,0,29205.0032,0,0,0,1,0,0,428.49,0,0
4,948.1348,20.4,500,5,2313,1462.1814,61,795.7479,5235.9977,1044.3186,7093.418,442.2138,387.4529,1345.7546,368.8492,860.6221,599.1287,788.4937,799.8362,846.3383,534.5041,465.1409,1521.0802,2240.9971,1035.3795,665.2439,13,4551.4648,1130.0896,0,1982.7754,836.682,4381.5818,2.7,1,0,28353.0696,0,0,0,0,0,0,416.16,0,0
3,923.3162,19.6,468,6,1,1309.3092,66,796.7284,4924.6277,964.4222,6733.5191,410.5213,379.3159,1320.307,398.3564,815.1608,594.1794,776.8942,770.5823,820.1018,527.417,446.6502,1464.8713,2099.5629,985.6825,664.8268,17,4362.5951,1150.4492,0,1944.8396,805.3374,4159.0099,1.8,1,0,27009.3326,0,0,0,0,0,0,384.16,0,0
1,919.4592,18.9,183,3,0,1270.8379,65,782.0367,4688.5257,958.6174,6525.6176,467.3942,404.8708,1291.1892,405.9333,771.1518,617.9505,766.6439,786.3368,839.9195,507.3035,445.4344,1433.1367,2036.2978,953.4106,679.4956,14,4262.8392,1166.6964,0,1916.9722,813.8634,4062.7491,0.9,0,0,26217.3275,0,0,0,0,1,0,357.21,0,0
1,922.4448,18.4,93,1,0,1235.3979,72,774.7292,4537.2398,952.5446,6341.059,433.4434,403.9821,1262.1506,392.4579,747.3071,605.7736,767.0462,760.924,818.8628,502.6533,453.8701,1385.292,1947.3042,916.8221,685.1312,18,4166.9641,1158.7109,0,1963.8371,802.165,4050.1517,0.8,0,0,25653.9985,0,0,0,0,0,0,338.56,0,0
0,875.2755,17.6,68,0,0,1160.7128,72,780.402,4344.7424,927.6682,6248.3258,444.0922,396.4843,1271.9054,386.7112,730.7021,620.0172,757.5821,771.7305,843.8114,526.3551,460.7503,1323.4502,1916.3674,905.7228,646.3722,17,3979.4195,1141.2346,0,1905.9757,786.1186,3922.2909,1.8,1,0,24912.4773,0,0,0,0,0,0,309.76,0,0
0,858.7703,17,53,2,13,1146.6338,75,780.8079,4136.5236,952.9377,6078.6867,432.5974,386.4206,1272.6694,434.5099,718.8575,595.5413,747.4654,770.0967,836.3623,489.4426,460.1475,1327.9495,1863.1943,894.7274,645.2652,21,3823.7841,1153.3001,0,1851.3034,792.5983,3858.1924,1.9,1,0,24212.3034,0,0,0,0,0,0,289,0,0
2,794.6117,16.5,113,0,746,1079.3694,79,780.0628,3741.7302,954.127,5879.0953,449.7368,378.8644,1264.9845,435.136,738.2484,588.0316,759.3861,747.2265,807.9878,503.0384,456.0602,1307.982,1831.9201,890.5329,648.6743,17,3678.5051,1143.0528,0,1831.9072,787.4473,3754.2061,2.3,1,0,23290.3305,0,0,0,0,0,0,272.25,0,0
0,738.0484,16.2,179,1,725,1084.748,80,753.701,3570.3986,970.268,5773.4855,445.2728,381.3225,1264.7485,431.8728,750.1419,589.7915,761.2878,741.9916,823.3339,509.4285,463.3595,1317.1584,1793.8464,899.8789,705.3941,16,3569.2733,1136.6417,0,1772.8386,775.0638,3720.8368,1.6,1,0,22782.5861,0,0,0,0,0,0,262.44,0,0
1,709.2504,16.4,195,0,941,1027.5146,82,749.0779,3557.2937,967.525,5652.6703,475.4286,372.3694,1229.0971,422.5837,728.2193,594.2518,727.0239,745.2521,797.8677,551.0872,478.3045,1277.1297,1769.6883,920.45,658.7638,14,3501.3882,1094.8355,0,1773.714,781.7378,3615.3471,1.4,1,4,22376.3284,0,0,0,0,0,0,268.96,0,0
1,723.9687,19.2,390,1,1477,1074.3709,72,794.5268,3462.4382,1027.2056,5556.0041,422.0145,419.4443,1248.5069,407.002,769.0573,625.2307,729.5582,767.5457,786.6748,515.7133,502.3051,1263.1842,1748.1602,928.0052,678.4579,19,3406.4212,1071.4537,0,1790.5945,803.0095,3502.8869,2,1,6,21978.1962,0,0,0,0,0,0,368.64,0,0
2,694.3416,21.1,409,2,1889,1122.3075,63,787.5388,3360.2773,1043.1398,5213.6532,428.2505,359.1614,1268.3275,448.1518,805.2995,606.5662,734.4953,766.011,757.2671,540.6117,496.1722,1318.0681,1759.0314,952.5919,691.4893,10,3283.4838,1095.0759,0,1769.5769,810.7534,3410.0771,2.2,1,8,21382.4953,0,0,0,0,0,1,445.21,0,0
2,750.6765,22.3,369,1,1818,1139.1401,59,785.3021,3337.6564,1051.5268,5154.7878,488.0293,371.7862,1294.0343,424.6574,948.1771,632.388,731.0386,857.9176,817.0368,560.5704,523.4917,1354.4907,1764.774,975.4727,728.3226,26,3284.2492,1100.9728,0,1860.2415,784.2007,3460.7128,2.1,1,4,21510.9467,0,0,0,0,0,0,497.29,0,0
